year,Treatment,X,quad,trackID,age,distEdgeMin,allEdge,QuadName,Grazing,Group,area.t0,logarea.t0,logarea.t1,species,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,Period,Treatment2,Treatment3,VWC_fall,VWC_spring,VWC_summer,TAVG_fall,TAVG_spring,TAVG_summer
1929,Control,1024,Q8,103,7,1.15840559367086e-8,0,P1 E1 Q2,no,P1E1,256.083805454959,5.54550475596575,5.68286865619879,ARTR,1.34150468511507e-15,0.00749697174304586,0.00188562910251753,1.72064110508809,0.943963629562825,0.23184,Historical,Control,Control,11.529446488046784,12.315688427482364,10.486805245792452,3.670879120879121,6.959239130434782,17.366304347826087
1929,Control,981,Q7,102,4,19.8742641687093,0,P1 E1 Q1,no,P1E1,16.7316896127436,2.81730450289053,4.66422875338689,ARTR,0,1.05806156996611,0.209703068477011,0.0623542634652128,1.28522370033093,0.01115,Historical,Control,Control,11.529446488046784,12.315688427482364,10.486805245792452,3.670879120879121,6.959239130434782,17.366304347826087
1929,Control,982,Q7,103,4,38.7155912464457,0,P1 E1 Q1,no,P1E1,28.5653878403374,3.35219576955099,4.60027382029767,ARTR,0.109675400141668,1.65478831521567,0.591951868492653,0.0673929287276787,0.0581352740508449,0.02897,Historical,Control,Control,11.529446488046784,12.315688427482364,10.486805245792452,3.670879120879121,6.959239130434782,17.366304347826087
1929,Control,1023,Q8,102,7,7.66206830630385,0,P1 E1 Q2,no,P1E1,13.152643337182,2.57662275265749,3.57200309359625,ARTR,0.0502155937641525,0,0,13.0026847055227,0.00427660755688931,0.01676,Historical,Control,Control,11.529446488046784,12.315688427482364,10.486805245792452,3.670879120879121,6.959239130434782,17.366304347826087
1930,Control,229,Q15,18,1,25.6576688371543,0,P2 Q1,yes,P2,6.55295,1.87991532993516,2.33231863724887,ARTR,0.385720765100116,0,0,0.00371135314937101,0.0345223029918329,0,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,1025,Q8,102,8,5.306164404537,0,P1 E1 Q2,no,P1E1,35.5878075126348,3.57200309359625,4.56162347561063,ARTR,0.0833671130337785,8.42621742026294e-7,0,13.2734610210442,0.00344127150397366,0.06236,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,137,Q12,9,1,19.392516,0,P1 Q2,yes,P1,12.7540252381038,2.54584692672943,2.65352599646626,ARTR,0.00518587748939693,0,0,1.36984013635346,0.0370637852140449,0.0997,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,985,Q7,102,5,13.99243865,0,P1 E1 Q1,no,P1E1,106.083736940606,4.66422875338689,4.8936469020185,ARTR,0.0429232895717443,1.52308251165809,0.586307744997693,0.15961211386212,0.193902301994671,0.00479,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,987,Q7,104,2,3.8834074,0,P1 E1 Q1,no,P1E1,24.7063362873151,3.20705974058659,4.25980795600415,ARTR,2.48689957516035e-14,2.13131309461947,0,0.00769199666209567,0.00781094082289537,0,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,136,Q12,10,1,39.63346365,0,P1 Q2,yes,P1,1.75792457266187,0.564133893144505,2.52784273462305,ARTR,0.0376243744524063,0,0,7.1115739795969,0.155900915064667,0.19004,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,230,Q15,19,1,12.7976688371543,0,P2 Q1,yes,P2,13.04955,2.56875365041554,3.75822243097352,ARTR,0.0193312025000053,0,0,0.00669011974122344,0.0824293012177534,4.7e-4,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,163,Q13,11,1,8.26501205,0,P1 Q3,yes,P1,6.22831972926241,1.82910659004363,2.781249747629,ARTR,1.77635683940025e-15,0,0,3.76297491108289,1.51268959332132e-6,0,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,95,Q10,6,1,27.0552332,0,P1 E1 Q4,no,P1E1,86.3122157215389,4.45797113756859,5.26570200069613,ARTR,0,2.72951432026538,0,0.191992689804391,2.15957851097324,0.92215,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,526,Q22,56,1,0.0916581503312419,0,P7 E1 Q4,no,P7E1,200.009237620023,5.29836355358151,5.40121207815242,ARTR,0.461511502074923,0.00300374538583188,0.00763616595881935,0.954734165448081,5.90131820328475e-5,3e-5,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,483,Q21,55,1,3.22133239882582,0,P7 E1 Q3,no,P7E1,353.917733008684,5.86906449349559,5.93122207209568,ARTR,0,0,0.763754131975594,1.42604616656763,0.293744843372919,0,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,986,Q7,103,5,32.33629335,0,P1 E1 Q1,no,P1E1,99.511560196742,4.60027382029767,4.9870425218662104,ARTR,0.285449601897612,0.853195246808488,0.781670634405137,0.0989981122992256,0.0323040891240929,0.00645,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,228,Q15,17,1,1.74766883715427,0,P2 Q1,yes,P2,26.23095,3.26694001129384,4.39866002956789,ARTR,3.5527136788005e-15,0,0,0.255683264364615,29.8954847854498,0.04667,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,984,Q7,101,8,9.96342770000001,0,P1 E1 Q1,no,P1E1,146.750528865988,4.98873406255853,4.93474630641902,ARTR,0.150935104153364,5.2622285516602e-5,0.287448968755481,1.84382778293601,7.7817367681518,0.00622,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,119,Q11,8,1,3.8881027,0,P1 Q1,yes,P1,9.4602559251676,2.24709943609823,3.18059269677293,ARTR,0,1.17464123482319,5.26912153636335e-5,0.0204295035565787,0,0.76105,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,1027,Q8,104,8,16.1593355257444,0,P1 E1 Q2,no,P1E1,112.979498417222,4.72720637231585,5.33384307111633,ARTR,2.78987499768846e-15,0,4.15027645719443e-4,1.08721870603288,0.0112872667185382,0,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,295,Q18,35,1,21.8668558195323,0,P2 Q4,yes,P2,6.4854692900967,1.86956418062381,2.57505142520957,ARTR,0.530780561803357,8.74666929642967,0.233357312993313,0.941022138273971,0.436948615333703,0.69998,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,1026,Q8,103,8,2.00828242924445e-8,0,P1 E1 Q2,no,P1E1,293.791007642077,5.68286865619879,6.01996334630405,ARTR,1.17381659947569e-15,0.00163831562242788,0.418201017971093,0.0215549628847186,4.33295480669816,0.11343,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,530,Q22,60,1,-2.25851550794687e-8,0,P7 E1 Q4,no,P7E1,185.399271283818,5.22251172261604,4.31664557463374,ARTR,0.332698071431117,5.47090788958021e-4,0.00197842939588767,6.85808284886047,0.0164628867037141,0.13594,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,164,Q13,12,1,31.3762371,0,P1 Q3,yes,P1,6.00665849911439,1.79286860376328,2.52467468989774,ARTR,0,0,0,4.19702402673984,2.37344518273813,0,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,529,Q22,59,1,15.294302696449,0,P7 E1 Q4,no,P7E1,166.21159762584,5.113261661129,5.38060836393867,ARTR,0.353116388642007,0.826291557137631,0.508584746915349,20.0645194704824,0.101984948031399,0.04667,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,426,Q20,49,8,33.1407167654722,0,P7 E1 Q2,no,P7E1,172.604683486471,5.15100391319701,5.39341227081901,ARTR,0.216424999966144,2.40818218898551e-4,0,1.20764272963326,0.145232975124332,4.1e-4,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,427,Q20,54,5,20.4604253631675,0,P7 E1 Q2,no,P7E1,125.270528960157,4.83047563040771,5.28071405555278,ARTR,0.319706378771194,0,0,5.10137649633161,0.461517264160209,0.04678,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,482,Q21,54,1,-1.53247470269235e-8,0,P7 E1 Q3,no,P7E1,101.604800361776,4.62109078168352,4.03494009753609,ARTR,0,0.974391008785857,0,0.146524224663627,3.21376228696033e-5,0,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,279,Q17,31,1,15.44384725,0,P2 Q3,yes,P2,10.9154226097612,2.3901767075081,3.16951854719693,ARTR,0.0843673499659114,0,0,8.20088876415264e-4,6.25e-6,3e-5,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,294,Q18,34,1,24.1124003458656,0,P2 Q4,yes,P2,75.0348952637218,4.31795327551466,4.67391833450822,ARTR,0.0191321344057854,0.00190927377223562,0.398589420832003,0.0904655661292147,3.01999778934254,0.30163,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,234,Q15,23,1,0.0023311628457349802,0,P2 Q1,yes,P2,407.6456,6.01039816947775,5.62461095594555,ARTR,3.35376171278767e-16,0,0,4.26003202576427,0.00984302245825831,0.03892,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,428,Q20,55,5,-1.65691016462688e-8,0,P7 E1 Q2,no,P7E1,31.7518035173599,3.45794952742181,3.78436523268696,ARTR,0,0,0,0.0924935632086356,1.17480196547395,0.01571,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,293,Q18,33,1,-2.06080541520492e-8,0,P2 Q4,yes,P2,133.304230846263,4.89263396596278,5.00790206401564,ARTR,0.0191321344057849,0.476179061497007,6.02704723475881e-4,0.262971636171208,0.35288537090909,2.5e-4,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,233,Q15,22,1,10.2723311628457,0,P2 Q1,yes,P2,5.3142,1.67038248306146,2.69445824758274,ARTR,1.77635683940025e-15,0,0,0.00784067890811957,0,2.81385,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,278,Q17,30,1,23.23118945,0,P2 Q3,yes,P2,99.1869079636535,4.59700602940836,4.6353643332988,ARTR,0.0398962376094508,0,0,0.721102111340231,0.155885360267878,0.00143,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,231,Q15,20,1,27.36,0,P2 Q1,yes,P2,124.8759,4.82732044414995,5.03928526924005,ARTR,0.0193312024999999,0,0,0.218430463865085,0.00218987211964504,0,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,232,Q15,21,1,8.97,0,P2 Q1,yes,P2,25.6237,3.24351770446436,3.66899939882029,ARTR,0,0,0,0.0205794007214061,0.056284219746905,0.04692,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,184,Q14,16,1,3.5849199,0,P1 Q4,yes,P1,33.8498686696798,3.52193511957763,3.83040448113436,ARTR,0,0,6.93529329468204e-4,1.44520886467653,0.182947141900094,0.04689,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,277,Q17,29,1,39.08101445,0,P2 Q3,yes,P2,17.7033820481714,2.87375569749493,2.76444883304486,ARTR,0.233639750351623,0,0,0.766047261941124,3.34432140167023,1.1e-4,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,425,Q20,48,8,0.139838601199756,0,P7 E1 Q2,no,P7E1,212.122051356139,5.35716182295637,5.40864779696195,ARTR,0,0,2.47596339500584e-4,4.72801735277427,0.216813788033776,4.4e-4,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,183,Q14,15,1,15.344116,0,P1 Q4,yes,P1,90.2291421054551,4.50235245809747,4.76127476969147,ARTR,0.0149655044907059,0,0.0897281657045986,5.21806866819131,0.12773394730438,0,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,528,Q22,58,1,21.045185533236,0,P7 E1 Q4,no,P7E1,357.826670769349,5.88004870929532,5.55531468667657,ARTR,0.357897248725139,0.18939255300935,0.395608719574385,6.2602404360827,0.00592842643260823,4.1e-4,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,182,Q14,13,1,5.0010597,0,P1 Q4,yes,P1,3.68933607748903,1.30544651706431,1.35067445639265,ARTR,0,0,0,7.66684689072982,0.260337528356643,3.3e-4,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,527,Q22,57,1,0.126532353346136,0,P7 E1 Q4,no,P7E1,388.308304177007,5.96179962249145,5.92356826188804,ARTR,0.19539811780376,1.14974486094876,2.01545520041165e-4,3.18064608934365,3.31184648917328e-4,0,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,276,Q17,28,1,4.44171365,0,P2 Q3,yes,P2,451.84367786697,6.11333627458685,6.06734024094943,ARTR,0,0,0,1.02408047501248,0.12900262889029,1.1e-4,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,263,Q16,25,1,36.1188496,0,P2 Q2,yes,P2,67.4080379475513,4.21076426818973,4.70927093493005,ARTR,4.64979166281409e-16,0,0,0.00868071121414668,0.00951182233694588,0.00225,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1930,Control,235,Q15,24,1,1.59,0,P2 Q1,yes,P2,10.20635,2.32301007560658,2.95938267206688,ARTR,0.109610017790528,0,0,0.003042781241427,0.0439381270666085,0.0355,Historical,Control,Control,17.567307460036172,15.656000322834098,10.847638923798558,6.106868131868132,5.801086956521739,19.29891304347826
1931,Control,1029,Q8,103,9,-1.33782984690356e-8,0,P1 E1 Q2,no,P1E1,411.563510126431,6.01996334630405,6.61196583264124,ARTR,0,0.00608229297493691,0.62099291272785,1.23623831344176,0.984961571279767,0.0481,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,1028,Q8,102,9,5.63993939055068,0,P1 E1 Q2,no,P1E1,95.7387833099445,4.56162347561063,5.24396293185299,ARTR,0.189874480850693,0,0,7.24554230403138,0.0846521318874432,0.0683,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,485,Q21,55,2,1.62707612294982,0,P7 E1 Q3,no,P7E1,376.614482760102,5.93122207209568,6.19267034479762,ARTR,0,0,0.220581259545602,1.41594315818836,0.378431077663218,0,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,430,Q20,49,9,28.8375980388337,0,P7 E1 Q2,no,P7E1,219.952644480087,5.39341227081901,5.95698374974156,ARTR,0.307042535751943,7.31199754121948e-7,0.262745165485867,0.494743645700601,0.278287091942991,0,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,297,Q18,34,2,29.2021894106082,0,P2 Q4,yes,P2,107.116640033079,4.67391833450822,-1.38629436111989,ARTR,0.0387393777469409,5.42226179040831e-4,0.252394246882329,0.337691949004112,0.702526681596486,0.09529,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,1030,Q8,104,9,14.0512816058956,0,P1 E1 Q2,no,P1E1,207.232856388261,5.33384307111633,6.19763749530123,ARTR,0,0,2.72686143916405e-4,1.14892374695032,0.0221820778941548,0,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,138,Q12,10,2,39.0180089742792,0,P1 Q2,yes,P1,12.5264540822417,2.52784273462305,-1.38629436111989,ARTR,0.0419018997844598,0,0,9.45968687636413,0.103221303511336,0.00828,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,990,Q7,104,3,1.66866460628282,0,P1 E1 Q1,no,P1E1,70.7963861277919,4.25980795600415,4.2765995171827,ARTR,0,1.35579668194909,0,0.00581215296766621,0.0221897994480696,3e-5,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,988,Q7,102,6,12.1624666636736,0,P1 E1 Q1,no,P1E1,133.439327918865,4.8936469020185,6.26290957754505,ARTR,0.185938914756572,10.9878107676099,0.246629228343445,9.81370710315192e-5,0.361730188442972,0.01673,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,432,Q20,55,6,-5.13885600739172e-9,0,P7 E1 Q2,no,P7E1,44.0077270242308,3.78436523268696,3.93074011215975,ARTR,0,0,3.70687692141954e-5,0.181298727192218,3.68422133815148,3e-5,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,989,Q7,103,6,36.6419865325634,0,P1 E1 Q1,no,P1E1,146.502504205834,4.9870425218662104,5.16944802830966,ARTR,0.341711277795904,0.23828600299195,0.0393713673739861,0.0120000778106329,0.0368494464710778,0.00669,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,242,Q15,23,2,0,0,P2 Q1,yes,P2,277.164434369966,5.62461095594555,5.90589055425095,ARTR,0,0,0.638667215364,2.71255462806051,0.332665641210309,0,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,484,Q21,54,2,-8.29250001999071e-9,0,P7 E1 Q3,no,P7E1,56.5395332795289,4.03494009753609,4.90342270975429,ARTR,3.05703906633425e-15,0.858705846022942,0,0.111528759656285,2.71471564524489e-5,0,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,282,Q17,31,2,15.1585871,0,P2 Q3,yes,P2,23.7960249351579,3.16951854719693,3.76711115680088,ARTR,7.64259766583564e-16,0,0,0.00142911393809399,1.79965458528329e-4,1.1e-4,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,486,Q21,57,1,1.53199408714499e-8,0,P7 E1 Q3,no,P7E1,87.6570626612881,4.47343218611631,4.49904453794996,ARTR,0.113738674600884,0,1.14515119245717e-5,0.44809921183478,0,0,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,532,Q22,57,2,0.0428925289439945,0,P7 E1 Q4,no,P7E1,373.74295008869,5.92356826188804,6.19951378661724,ARTR,0.0897361551973752,0.68890366806585,0,0.352168606725613,1.75229847273742e-4,0,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,243,Q15,24,2,-5.55111512312578e-15,0,P2 Q1,yes,P2,19.2860622548975,2.95938267206688,-1.47222414869284,ARTR,1.4210854715202e-14,0,0,0.00241774053688053,0.458927531971597,0,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,186,Q14,16,2,1.77834488740534,0,P1 Q4,yes,P1,46.0811734304696,3.83040448113436,4.00467941381628,ARTR,3.05703906633425e-15,0,0,1.06828215343967,0.140101823574636,0.0467,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,240,Q15,21,2,6.11565471683296,0,P2 Q1,yes,P2,39.21265,3.66899939882029,-0.693147180559945,ARTR,0,0,0,0.03868458826936,0.0355413276266347,8.2e-4,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,298,Q18,35,2,18.5845894357917,0,P2 Q4,yes,P2,13.1319924565903,2.57505142520957,-1.38629436111989,ARTR,0.77690586956877,5.02265749136601,0.993062270249691,1.03424399331383,1.14922811161632,0.39781,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,533,Q22,58,2,17.6774347517667,0,P7 E1 Q4,no,P7E1,258.608332313852,5.55531468667657,6.95700662201205,ARTR,0.369265642329377,2.13922461385784,0.023517391152126,0.846402837794973,0.0644722963332648,1.1e-4,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,531,Q22,56,2,-6.61927734846302e-9,0,P7 E1 Q4,no,P7E1,221.67494078759,5.40121207815242,5.50802396204984,ARTR,0.280340958547622,0.0133681641337252,9.19269530631636e-5,0.584307123751958,6.34867051148343e-5,0,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,96,Q10,6,2,27.4389909899695,0,P1 E1 Q4,no,P1E1,193.582155907661,5.26570200069613,5.34044588910872,ARTR,0,0.994946018524483,0,0.00988717064483815,0.973900255194882,0.42464,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
1931,Control,139,Q12,9,2,19.6793159754372,0,P1 Q2,yes,P1,14.2040338252388,2.65352599646626,-1.38629436111989,ARTR,0.0369530395426148,0,0,2.13526443819019,1.27483957055018,0.00187,Historical,Control,Control,9.783878058614343,13.252936614286439,9.98308970269182,6.768681318681319,3.7320652173913045,20.446195652173913
