quad,pid,age,year,area0,survives,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,date_reformat,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,climate
Q1,Q1_102,8,1946,-0.310242313098739,1,0.00311727340148849,0.00273721783130706,0.00591388533521002,0.0531205108649815,14.2681128204989,0.15892,0.00591388533521002,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_102,9,1947,-0.205246557032435,1,0,0.3556070232164,0.00214979859586878,0.10872082374502,2.51344217795737,0,0.00214979859586878,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_102,12,1950,1.3300782985003201,1,0,0.126931192321385,0.00766960391994549,1.19570116334192,1.18871470232875,0.04667,0.00766960391994549,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_102,14,1952,0.713632494793972,1,0,0.511367243538587,0.0316974324975365,0.580087652226868,0.68574084199495,0.51366,0.0316974324975365,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_102,17,1955,1.19378340236832,1,0,1.0954766491098e-5,0.0382917884167836,1.85098720684729,0.00296196306293338,0,0.0382917884167836,15/06/1954,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_102,18,1956,0.924044247517666,1,0,0,0.0439799128298414,0.94999786369619,0.144668707435178,0,0.0439799128298414,15/06/1955,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_103,1,1940,-1.38629436111989,0,0.62096736130025,1.8019072889912e-4,0,0.0239599678331877,0.204410893689104,0.0795,0,15/06/1939,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_104,1,1940,-1.38629436111993,0,0.0608263365835314,3.25e-5,0.0109227240317639,3.8211619963729,2.07314561426762,0.00961,0.0109227240317639,15/06/1939,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_106,1,1941,-1.38629436111989,1,9.77849858908201,0.0205774978618645,0.0152985591034112,4.79027694253949,0.50371039093452,0.14087,0.0152985591034112,15/06/1940,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_106,2,1942,-1.38629436111989,1,57.5932589250578,0.0888475546787567,0.00948684586924127,1.28989989864216,0.36475202704809,0.02306,0.00948684586924127,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_106,6,1946,1.67253432123354,1,1.44102915765776,0.08816751997679,0.0154128111645296,0.473735450355661,0.385818475894206,0.19791,0.0154128111645296,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_106,7,1947,-0.287682072451781,1,0.513204648860216,0.0580401970980789,0.119807989383762,0.351411410443059,0.00936443678044298,3e-5,0.119807989383762,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_108,1,1942,-1.38629436111993,0,62.4381456043805,0.0372023678262689,0.0519364067420468,0.0270324731982363,0.60866840036811,4.1e-4,0.0519364067420468,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_11,1,1933,3.29045073230973,1,0.910653713064335,0,0.505030686510357,0.00391976101041039,0.549882872915891,1.1e-4,0.505030686510357,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_11,4,1936,-1.38629436111989,0,50.018918066734,0.643073972016234,0.00601719082648244,0.065374937237066,1.94614867807501,0.02056,0.00601719082648244,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_11,1,2009,-1.38629436111989,0,0,1.07577771902675,0.09443,0.0034010469433805,63.4136059790601,0.27824,0.09443,15/06/2008,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_110,1,1942,-1.38629436111989,1,44.571904775125,0.11360305326219,0.0209080777233863,0.256056386333629,0.140363766171708,0.00201,0.0209080777233863,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_111,1,1942,-1.38629436111989,0,50.6329766979458,0.196713938618262,0.0264407808279176,0.126151125834118,0.339100246517225,0.06483,0.0264407808279176,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_112,1,1942,-1.38629436111989,1,0.115249755219342,0.815134659231198,0.158943843651543,0.185281970148693,9.21204510880543,0.13743,0.158943843651543,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_112,5,1946,-0.188485641368856,0,0.489633692931954,1.6814270140085,0.0183119942492575,0.0340475114373011,10.7543450776133,0.38271,0.0183119942492575,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_113,1,1942,-1.38629436111989,0,0,0.106536412367882,0.155887645850917,0.22655598465215,1.79835248315374,0.00195,0.155887645850917,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_114,1,1942,-1.38629436111993,0,0.170761830130016,0.0221362263007132,6.994405055138491e-15,1.8470231744068,28.0843757414472,0.41377,6.994405055138491e-15,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_115,1,1942,-1.38629436111993,1,26.5729489856738,0,0.0012015057168925,0.00253489100633191,1.7326867540183,0.27383,0.0012015057168925,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_118,1,1942,-1.38629436111989,1,20.3213940955759,1.61289229055089,0.00389230512375894,0.527802975903062,9.53451549831112,0.13635,0.00389230512375894,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_118,5,1946,1.79726033974473,1,0.658592354259935,4.23358067698199,0.0183792011673606,0.113509438510408,15.1347743401549,4.1e-4,0.0183792011673606,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_118,6,1947,2.52699611961372,1,0.343756395523356,0.502068239796495,0.014074961389781,0.198223655559779,4.36875e-4,3e-5,0.014074961389781,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_118,9,1950,1.62302291713461,1,0.088301235258857,2.72893626285594,7.461285873766601e-10,0.0303920527337299,0.159934312518868,1.38251,7.461285873766601e-10,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_118,10,1951,3.17969225419889,1,0.154634772654691,8.10268933593621,1.37993583891216e-9,0.0838294998740312,0.0680255258319527,0.00479,1.37993583891216e-9,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_118,11,1952,2.33909792850989,1,0.135327007606571,8.76696508035275,0,0.0612268490109547,0.135362913816296,0.14076,0,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_119,4,1946,1.12184550682133,1,5.06800783147767,0.00115666971147157,0.0494652948309276,0.00493928009361564,0.341948817102389,0.00184,0.0494652948309276,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_119,8,1950,0.257956277048531,0,1.7559698123322,0.00692912226349574,0.0888896455303703,0.00539901164579424,13.2664505509721,0.00523,0.0888896455303703,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_12,1,1933,2.97922033038162,1,1.37993145365647,0,1.46356706300975,8.5977347363798e-4,1.90735351113528,0,1.46356706300975,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_12,2,1934,0.916469074633732,1,6.79740522570554,1.54326887746662,0.00670215996684683,1.48869686573588,14.5024261853342,0.13594,0.00670215996684683,15/06/1933,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_12,3,1935,0.573257652103085,1,0.792523824946323,0.341473149679248,0.00254917831538586,0.0674735655643219,21.0702678273345,1.13594,0.00254917831538586,15/06/1934,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_12,4,1936,0.132890740782196,1,2.19335497720855,1.22460757435541,0.0157976136969408,0.00561004464859623,11.0743863304732,0.51369,0.0157976136969408,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_12,5,1937,0.0202170942961592,1,5.11571583496798,0.319953564572043,0.00172164917932792,0.00619618252158875,46.2768845727549,1.00479,0.00172164917932792,15/06/1936,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_12,6,1938,-0.0177509695687803,1,5.53926001218486,1.79597951529815,0.0170661117012728,0.182044702457313,38.3551169235301,0.27188,0.0170661117012728,15/06/1937,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_12,7,1939,-0.0117820829945074,1,15.1281372197592,0.87531517811812,0.0272152059147222,0.00209163086212482,29.615531411143,1.75544,0.0272152059147222,15/06/1938,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_12,8,1940,1.4256526069813,1,1.48142334864795,3.19462138502076,0.00435942314339859,0.00279084447528364,29.8333196194839,0.37772,0.00435942314339859,15/06/1939,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_12,9,1941,0.263618934666382,1,6.94264665698895,0.822200188396759,0.00544413476358034,0.0079781887986833,7.40703861646031,1.42439,0.00544413476358034,15/06/1940,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_12,10,1942,0.235616354660339,1,21.5313333946984,0.571015130582527,0.00634387324517047,0.0609711317931021,0.116043470368316,0,0.00634387324517047,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_120,4,1946,0.360312094731758,1,11.3515669473559,0.0249454265644721,5.5440556272429e-4,0.00626576331540261,0.431171793908125,0.00154,5.5440556272429e-4,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_120,5,1947,1.53489076864821,1,13.7360804514953,0.266437761213435,6.4743897523359e-5,0.00213809098215988,0.266794512803094,0.00493,6.4743897523359e-5,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_120,8,1950,2.22121460731665,1,7.79925752234502,0.249865918029238,4.4300953894901e-4,0.00236109056909431,1.66419237564889,0.00154,4.4300953894901e-4,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_120,9,1951,1.6058981766963,1,1.08351509728742,0.257887103778585,4.2463306025258e-4,0.00425370592473926,0.315841055822245,0.00513,4.2463306025258e-4,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_120,10,1952,2.09467791242928,1,0.373371496444008,0.334089760361054,9.9779525465756e-4,0.00255417328694781,0.846864407770101,0.00501,9.9779525465756e-4,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_120,13,1955,1.91130157922778,1,0.535434674698316,0.385441867990116,0.00180314469274907,0.00644558667203841,0.0735672809998738,2.2e-4,0.00180314469274907,15/06/1954,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_120,14,1956,0.510984209368501,0,0.777289614408819,0.296054366749894,0.0023637115772376,0.0115305931597061,0.126942959213526,5.2e-4,0.0023637115772376,15/06/1955,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_121,4,1946,1.68687862223538,1,3.05735406027449,0.879881784546183,0.003060065282956,0.152827693977446,0.143053554050395,0.00479,0.003060065282956,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_121,5,1947,1.8493373696994,1,1.81429846271429,1.01716317081995,0.0746545897512228,0.066610890281174,0.0793602573886997,0,0.0746545897512228,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_121,8,1950,1.51929582182204,1,46.288982413868,1.34449676346896,0.00372127041914943,0.0863659816327989,0.0985919644653813,0,0.00372127041914943,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_121,9,1951,2.21920940076934,1,3.29310625271525,1.20234854352038,0.00446704908241046,0.0540378304413903,0.382254482761423,0,0.00446704908241046,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_121,10,1952,2.50853382150629,1,0.119956032859936,1.2879578087474,0.014952202906059,0.0687403960056847,0.0987363717049564,0.04667,0.014952202906059,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_121,13,1955,0.356627250629528,1,0.103491718378602,5.54015621962509,2.3804337615355e-4,0.168930534348,0.58510868617008,0.13594,2.3804337615355e-4,15/06/1954,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_121,14,1956,-0.287682072451818,0,0.291951267347986,3.68975594350703,0.00159398702993796,0.229735163843678,0.948300113176478,0,0.00159398702993796,15/06/1955,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_122,1,1946,1.46831652270846,0,37.1507582829977,0.0277529408924287,0.00862891756851195,0.579443312702566,1.51418440579671,0.00157,0.00862891756851195,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_123,1,1946,1.37513729116484,1,0.511516691829926,3.23733228433721,0.0158810607069998,1.80055206123291,9.70725180367798,0.5155,0.0158810607069998,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_123,2,1947,2.00206745601559,1,0.334621717660535,5.46152868605256,0.0589769635828569,0.431652258874358,0.11968111453016,1.1e-4,0.0589769635828569,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_123,5,1950,2.17778691071136,1,0.5290919036498,1.48738379120008,9.0645227678687e-4,0.335632565865437,0.140194141332528,0,9.0645227678687e-4,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_123,6,1951,2.86217816976152,1,0.0494917006520207,2.54243662801165,5.6893989893429e-4,0.183494495875714,3.2386648676781,0,5.6893989893429e-4,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_123,7,1952,2.8696304028389,1,0,2.48219502232554,0.00974892221359432,0.143677027306516,1.84190657309713,0.00479,0.00974892221359432,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_123,11,1956,-0.693147180559995,0,0,5.7750550818866,0.0020865320394268,0.845697530984586,0.0207009142383454,4.4e-4,0.0020865320394268,15/06/1955,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_124,1,1946,-1.38629436111993,0,0.833895514389407,0.140975538307656,0.152204483855511,0.771742935738187,32.930742559578,1.06676,0.152204483855511,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_127,1,1947,2.61474614786982,1,7.71566986256147,0.0375551538914839,6.56415618394137e-10,0,0.563380675204809,1.1e-4,6.56415618394137e-10,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_127,4,1950,-0.693147180559973,1,25.8875669808723,0.419447006178791,8.26165253758651e-5,0,0.614595412486202,0,8.26165253758651e-5,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_128,1,1947,-0.0582387707962429,0,0.437160524506738,10.8759230065176,1.3959108601924,0.119972372446197,0.110565452599899,0,1.3959108601924,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_129,1,1947,-1.38629436111993,0,16.2504112328317,2.7351218018989,0.0121836568981689,0.0421672222765963,1.0997722371688,0.01682,0.0121836568981689,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_13,1,2009,-1.38629436111989,0,0,0.102784751607955,0,0,0,0.00149,0,15/06/2008,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_131,1,1950,1.03801319135407,1,0.0253439991949875,0.523283755820636,0.0277796281622763,0.123920204059128,0.0108334152543376,1.1e-4,0.0277796281622763,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_131,2,1951,1.74341478661189,1,0,0.665503087062544,0.0167361134288897,0.563713149689118,0.0546899836918583,0.00297,0.0167361134288897,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_131,3,1952,1.64883453018962,1,2.14969292965e-4,0.0910097771208995,0.0182508154698208,0.361915808571665,0.16156880129422,0.01574,0.0182508154698208,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_131,6,1955,1.8567510324226,1,0.0221133366856191,1.6194639752757e-5,0.0160086665924142,0.78686730195301,0.02459304892271,0,0.0160086665924142,15/06/1954,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_131,7,1956,1.60584721441964,1,0.0645578969276591,0,0.0218531093266301,0.368993515513209,0.130040479299407,4.1e-4,0.0218531093266301,15/06/1955,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_132,1,1950,-1.38629436111992,0,1.14461235655402,0.37981119842078,4.1109070668454e-4,1.95871281030756,21.882131595734,0.00146,4.1109070668454e-4,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_135,1,1956,0.168656950603069,0,0.134117144163721,2.95705809180465,0.0167688913219245,0,0.659656006299254,0,0.0167688913219245,15/06/1955,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_14,1,2009,-1.38629436111989,0,0,0,0.339383064928697,3.4592929697163,51.0285667620378,1.18886,0.339383064928697,15/06/2008,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_17,1,1933,0.836885916946022,0,17.544172616149,0,3.79607403499837,0.00362409321780498,10.8059139085272,0,3.79607403499837,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_18,1,1933,-0.412199248576937,0,4.40155758437704,0,6.84058530673864,0.00209698850151455,9.53839869198936,0,6.84058530673864,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_19,1,1933,1.02276309976784,0,6.77957694852515,0,1.88462668039353,0.00255071122361765,26.4685652757257,0,1.88462668039353,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_2,2,2009,2.29337335806108,1,0,0.435080315057448,0.255568196381598,0,0,0,0.255568196381598,15/06/2008,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,1,1933,2.96372593490925,1,0.0904038980938729,0,0.0117025260924122,0,0.289398795314412,0,0.0117025260924122,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,2,1934,2.62291462880723,1,0.441491503025247,3.2460231180019e-4,0.00107906517779922,0.0528637779460343,0.175183750103573,0.0049,0.00107906517779922,15/06/1933,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,3,1935,2.12561275459913,1,0.333181825411507,2.7302217034527e-4,9.6901532801696e-4,0.0014820583363184,0.484951371004218,4.1e-4,9.6901532801696e-4,15/06/1934,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,4,1936,3.1477639023957,1,10.0092945471676,0.00312757520976795,3.8624065809352e-4,1.45e-4,0.406696335115316,0.00157,3.8624065809352e-4,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,5,1937,3.11370489008906,1,1.02007746076419,0.00206326637936506,4.57955643466667e-5,1.812506172e-4,0.442793703346475,0.00496,4.57955643466667e-5,15/06/1936,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,6,1938,3.41616532254938,1,0.829280522942006,0.00139110328614494,0.00104734008065195,0.0037200000000000002,0.549511897753522,0.00154,0.00104734008065195,15/06/1937,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,7,1939,3.31654056199275,1,0.912435952675746,0.00518229021210606,0.00112679465925937,1.20100831896209e-5,0.575622501110905,0.00187,0.00112679465925937,15/06/1938,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,8,1940,2.98106225878061,1,0.212051217920575,0.0794807381477747,0.00135583124960345,0,0.349126074850266,3e-5,0.00135583124960345,15/06/1939,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,9,1941,3.77510581922122,1,0.551955040782961,0.00990998442384159,0.00122325102527618,0,0.669784286965305,1.4e-4,0.00122325102527618,15/06/1940,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,10,1942,3.0269809326869,1,0.753484994658096,0.0407267430840171,4.1088329384514e-4,4.2e-4,0.223473673029398,0,4.1088329384514e-4,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,14,1946,3.3309381236301,1,0.720244142691742,0.415400706527254,0,1.32526081254433e-5,0.105603837543973,0.13594,0,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,15,1947,3.53492770125202,1,0.496969089554054,0.59156126357338,2.39936198909164e-11,9.56530334149862e-5,0.0753952464679596,0,2.39936198909164e-11,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,18,1950,0.82340292113237,1,0.097831855903867,5.33314384011337,6.67213160170152e-6,1.5786100866424e-4,0.227005658236494,0.00165,6.67213160170152e-6,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,19,1951,0.50124009479797,1,0.241792049618512,0.365842126739536,5.50363817062304e-10,0,0.505782593422296,0.0052,5.50363817062304e-10,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,20,1952,0.818870129564691,1,0.188974440336066,0.344245749408794,4.00230420734005e-10,2.40143123534647e-5,0.315252055688156,0.04667,4.00230420734005e-10,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,23,1955,1.23029618030413,1,0.251849056439535,0.458712590912718,1.0236664849117e-9,0,0.589379992664485,0.04678,1.0236664849117e-9,15/06/1954,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_24,24,1956,0.0916724907291029,0,0.199536358871001,0.290668725743991,0.0183772241303538,0,0.498619054973184,1.1e-4,0.0183772241303538,15/06/1955,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_29,1,1933,1.98989226644692,1,0,0,1.14302815830578e-5,0.001493573976667,6.49193869243104,0,1.14302815830578e-5,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_29,2,1934,1.83737557823408,1,0,3.399459902147e-4,1.24715758483962e-8,0.00540054765110024,6.71775048499576,0,1.24715758483962e-8,15/06/1933,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_29,3,1935,0.744629050812689,1,0,2.8124937366294e-4,4.88498130835069e-15,0.0010661689359753,0.89250506241118,1.1e-4,4.88498130835069e-15,15/06/1934,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_29,4,1936,0.370828705260148,1,0.0455756926236888,0.0025267803070967,0,0.00223726129086144,1.66649203009276,0.00146,0,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1
Q1,Q1_29,5,1937,0.981740718287213,1,0,0.0117337489890679,2.50467113716013e-9,0.0163054669339817,0.896272294666204,0.00239,2.50467113716013e-9,15/06/1936,E1 Q1,UG,NA,E1,Control,NA,1
