quad,pid,age,year,area0,survives,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,date_reformat,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,climate,size_class,TMAX,VWC,TMAX_scaled,VWC_scaled,Split
Q10,Q10_106,7,1937,1.50746865258527,1,0,0.0197598428950116,0.0152895380895067,0.127983233565393,0.042414409762554,0.05813,0.0197598428950116,15/06/1936,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.664516129032258,15.628865743555194,0.9328714827756566,-0.5717686527600795,Training
Q10,Q10_106,8,1938,1.02781867815163,1,0,0.015379098870064,0.00225009531861223,0.0256541702154035,0.0292817611988937,0.23696,0.015379098870064,15/06/1937,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.829032258064515,23.91095482771195,0.3606729649606387,0.7026541818727036,Training
Q10,Q10_106,9,1939,1.03038598054687,1,7.375e-4,0.0351400554601471,0.0218915943288396,0.017042673690135,0.727628341766065,0.43573,0.0351400554601471,15/06/1938,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.53548387096774,17.332916724874025,0.15963024248509236,-0.3095544384593128,Training
Q10,Q10_106,10,1940,1.8602383463277,1,0,3.0287377680427e-4,0.0268936649432425,0.0241876648469854,0.600929882149734,0.18974,3.0287377680427e-4,15/06/1939,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,26.724193548387095,20.252277887709134,-1.7657404458384134,0.13966803314804027,Training
Q10,Q10_106,11,1941,1.70556326068908,1,0,0.0648026356846417,0.00249031388131028,0.0120760301515412,0.909657053309944,0.01882,0.0648026356846417,15/06/1940,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.59032258064516,21.30905791884496,0.19718767415634825,0.3022821500910438,Training
Q10,Q10_106,12,1942,1.76396763038004,1,0,0.0246046576827901,0.00186647508623104,0.0266029681310355,0.307413521347211,0.00385,0.0246046576827901,15/06/1941,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.403225806451612,20.22675437034739,0.7539213671655542,0.13574055144439892,Training
Q10,Q10_106,16,1946,3.6271769642736,1,0.25058598009052,0.0817802378335485,0.0477211821342964,0.0202722998475131,0.0369875116093307,0.05292,0.0817802378335485,15/06/1945,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,26.93709677419355,20.3361413837588,-1.6199292405264774,0.1525726944323873,Training
Q10,Q10_106,17,1947,3.57118589338171,1,0,0.0551894215656021,0.0840602857622748,0.0397300003463548,0.197217067271697,0.00184,0.0551894215656021,15/06/1946,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,28.912903225806453,20.224535631004898,-0.2667570700179893,0.13539913854078997,Training
Q10,Q10_106,20,1950,3.04209272978927,1,0,0.0226160316164773,0.117618436326173,0.0749108412118475,0.822878440787157,8.2e-4,0.0226160316164773,15/06/1949,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,28.95,19.89615929238806,-0.24135057212272912,0.08486958011247535,Training
Q10,Q10_106,21,1951,3.23554970121279,1,0,0.0216535192823111,0.181539538288379,0.152026349960122,1.05437216340416,0.01623,0.0216535192823111,15/06/1950,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.820967741935483,11.572754152162403,0.3551498132442777,-1.195910844345307,Training
Q10,Q10_106,22,1952,3.0822553430149,1,0,0.0815495962536038,0.0927072491937241,0.223226395588639,3.49603507786991,8.5e-4,0.0815495962536038,15/06/1951,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,27.574193548387097,15.676543254933469,-1.1836002549339448,-0.5644321814203578,Training
Q10,Q10_106,25,1955,3.60237254322668,1,0,0.133284501437806,0.0138899484419552,0.185211925437761,0.122629787275741,5.5e-4,0.133284501437806,15/06/1954,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.251612903225805,15.540034549385046,0.6500861148979638,-0.585437728415725,Training
Q10,Q10_106,26,1956,3.47567092366705,1,0,0.0798374698904833,0.0112122491773761,0.0909636290842471,0.0854440781987235,0.08275,0.0798374698904833,15/06/1955,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.70806451612903,20.793337561858053,0.27782568921522105,0.22292466038637918,Training
Q10,Q10_106,27,1957,2.11580564596681,1,0,0.257785716616006,0.0116675,0.650090298554493,0.0573494740286851,0.00146,0.257785716616006,15/06/1956,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.25483870967742,21.943325917609737,-0.03257543724427684,0.3998813925875968,Training
Q10,Q10_107,16,1946,2.83205779961535,1,0,0.00341352653888929,1.25983386647836,3.66837945451232e-5,6.25e-6,0.65978,0.00341352653888929,15/06/1945,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,26.93709677419355,20.3361413837588,-1.6199292405264774,0.1525726944323873,Training
Q10,Q10_107,17,1947,3.0097588710759,1,0,0.00908459611945225,2.31922895875473,8.87877601141342e-5,3.50437909931438e-5,0.92391,0.00908459611945225,15/06/1946,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,28.912903225806453,20.224535631004898,-0.2667570700179893,0.13539913854078997,Training
Q10,Q10_107,20,1950,3.19129608571562,1,0,0.023044069514856,0.240632603980067,0.00745088962730657,8.33836655825104e-6,0.23525,0.023044069514856,15/06/1949,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,28.95,19.89615929238806,-0.24135057212272912,0.08486958011247535,Training
Q10,Q10_107,21,1951,2.47907824756573,1,0,0.0188991053805112,0.385695162734782,1.0566071402109e-4,1.22462316926951e-5,1.17605,0.0188991053805112,15/06/1950,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.820967741935483,11.572754152162403,0.3551498132442777,-1.195910844345307,Training
Q10,Q10_107,22,1952,2.15570841975981,1,0,0.0121267029124945,0.597267476452498,5.83458407864978e-5,2.56579131964964e-6,0.12394,0.0121267029124945,15/06/1951,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,27.574193548387097,15.676543254933469,-1.1836002549339448,-0.5644321814203578,Training
Q10,Q10_107,25,1955,1.83742024666188,1,0,0.020848463693702,0.0038004487606702,0,4.35625e-4,0.03203,0.020848463693702,15/06/1954,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.251612903225805,15.540034549385046,0.6500861148979638,-0.585437728415725,Training
Q10,Q10_108,1,1931,1.93580786968755,1,0,2.14437945312798,2.94837358342718e-5,1.40816967250237,0.136595753200269,0.03591,2.14437945312798,15/06/1930,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,32.024193548387096,17.027302554503304,1.8640748621541503,-0.3565814232393799,Training
Q10,Q10_108,2,1932,1.86663877559249,1,0,0.354016369528113,3.67886209154562e-5,0.483120091881002,1.97133165644014,0.04059,0.354016369528113,15/06/1931,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.55483870967742,17.19396328242066,0.8577566194331449,-0.3309361741800931,Training
Q10,Q10_108,3,1933,1.82526642452559,1,0,0.0385659912950935,0,0.206654402053431,3.91719203790147,0.06247,0.0385659912950935,15/06/1932,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.958870967741934,14.663890499663484,1.1344665204228386,-0.7202561265332675,Training
Q10,Q10_108,4,1934,1.44650619129427,1,0,0.166774971134909,0.00209600777694674,0.409993798446064,1.7185567453619,0.97875,0.166774971134909,15/06/1933,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,28.261290322580646,9.981347312555064,-0.7130277286999726,-1.4407917186003414,Training
Q10,Q10_108,5,1935,0.963292227116693,1,0,0.102797431968582,0,0.0059139685189342,1.15712071165801,0.53702,0.102797431968582,15/06/1934,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.22741935483871,22.914518205336673,0.6335166597488807,0.5493255262743666,Training
Q10,Q10_108,6,1936,0.516430057136209,1,7.375e-4,0.00621923159371784,0.00398863264007619,0.00544776655613488,1.55783776763645,0.79451,0.00621923159371784,15/06/1935,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,31.441935483870967,16.13809796475929,1.4653033082328737,-0.49340953777848207,Training
Q10,Q10_108,7,1937,-0.693147180559945,1,0,7.67340310760343e-5,3.22102287396129e-7,0.00619424520522387,0.63931131333322,0.38914,7.67340310760343e-5,15/06/1936,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.664516129032258,15.628865743555194,0.9328714827756566,-0.5717686527600795,Training
Q10,Q10_108,8,1938,-0.287682072451781,1,0,6.42074091239225e-5,0.00634108601050435,0.0292136261180107,0.684724551078278,0.80704,6.42074091239225e-5,15/06/1937,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.829032258064515,23.91095482771195,0.3606729649606387,0.7026541818727036,Training
Q10,Q10_108,9,1939,1.15218890762132,1,0.00818000000000007,6.89595679055443e-5,0.0389540518155908,0.00663963516533113,0.537832823531855,0.54487,6.89595679055443e-5,15/06/1938,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.53548387096774,17.332916724874025,0.15963024248509236,-0.3095544384593128,Training
Q10,Q10_108,10,1940,1.04440424147271,1,0,6.420204478925e-4,0.0250625403050603,0.0104711419377138,0.748183928182782,0.58469,6.420204478925e-4,15/06/1939,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,26.724193548387095,20.252277887709134,-1.7657404458384134,0.13966803314804027,Training
Q10,Q10_108,11,1941,0.301998337632821,1,0,3.7304323481154e-4,0.0337653903626397,0.00459182862721952,0.0536196480965363,0.40403,3.7304323481154e-4,15/06/1940,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.59032258064516,21.30905791884496,0.19718767415634825,0.3022821500910438,Training
Q10,Q10_108,12,1942,0.420142837452369,1,0,4.0760035861394e-4,0.00169079364772335,0.0096106222587403,0.00300389742967499,0.05768,4.0760035861394e-4,15/06/1941,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.403225806451612,20.22675437034739,0.7539213671655542,0.13574055144439892,Training
Q10,Q10_108,16,1946,-0.693147180559945,1,0,0.00314676008829549,3.76032816281074,0.0130180803893328,0.0122204739588794,6e-5,0.00314676008829549,15/06/1945,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,26.93709677419355,20.3361413837588,-1.6199292405264774,0.1525726944323873,Training
Q10,Q10_108,17,1947,0.476711785315103,1,0,0.0208329128694031,3.42145414101882,0.0354578036653262,0.049312553076372,3e-5,0.0208329128694031,15/06/1946,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,28.912903225806453,20.224535631004898,-0.2667570700179893,0.13539913854078997,Training
Q10,Q10_108,20,1950,2.23237842619762,1,0,0.00124041963967007,0.00476595265051507,0.0259348355866317,0.638676996319073,0.04667,0.00124041963967007,15/06/1949,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,28.95,19.89615929238806,-0.24135057212272912,0.08486958011247535,Training
Q10,Q10_108,21,1951,2.17049089806772,1,0,0.00390261570564727,0.0170538136306097,0.0897389349257731,0.232077861609299,0.14076,0.00390261570564727,15/06/1950,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.820967741935483,11.572754152162403,0.3551498132442777,-1.195910844345307,Training
Q10,Q10_108,22,1952,2.12525227795813,1,0,0.0103634236805647,0.00229575901213946,0.0772532780236877,0.365536898944155,0.0467,0.0103634236805647,15/06/1951,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,27.574193548387097,15.676543254933469,-1.1836002549339448,-0.5644321814203578,Training
Q10,Q10_108,25,1955,1.4676410600076,1,0,0.0291585091288571,1.3447403256327e-4,0.0843396735737087,0.00335213547085189,0.0202,0.0291585091288571,15/06/1954,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.251612903225805,15.540034549385046,0.6500861148979638,-0.585437728415725,Training
Q10,Q10_108,26,1956,1.15152984333706,1,0,0.0273697097867134,0.133285009181425,0.0730384368864541,0.00261923145761493,0.05105,0.0273697097867134,15/06/1955,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.70806451612903,20.793337561858053,0.27782568921522105,0.22292466038637918,Training
Q10,Q10_108,27,1957,0.0605048190260331,1,0,0.00256171233695776,2.75e-5,0.152402751700126,8.7521994106495e-4,0.04813,0.00256171233695776,15/06/1956,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.25483870967742,21.943325917609737,-0.03257543724427684,0.3998813925875968,Training
Q10,Q10_109,1,1931,2.20578175269158,1,0,3.76280424149174,0.0023015767889331,0.20022447688158,0.359004865998981,0.3809,3.76280424149174,15/06/1930,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,32.024193548387096,17.027302554503304,1.8640748621541503,-0.3565814232393799,Training
Q10,Q10_109,2,1932,0.682053972802257,0,0,1.42860989292261,0.00131454759843643,0.18235444053937,4.16176424017983,0.3936,1.42860989292261,15/06/1931,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.55483870967742,17.19396328242066,0.8577566194331449,-0.3309361741800931,Training
Q10,Q10_111,1,1931,2.71482199914847,1,0,1.92154713474224e-10,0.253229554601539,0.0710229939753136,0.374367728383515,0.09345,1.92154713474224e-10,15/06/1930,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,32.024193548387096,17.027302554503304,1.8640748621541503,-0.3565814232393799,Training
Q10,Q10_111,2,1932,3.1364648481908,1,0,0,0.113596682230845,0.0590034584885525,0.706168955740146,0.04681,0,15/06/1931,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.55483870967742,17.19396328242066,0.8577566194331449,-0.3309361741800931,Training
Q10,Q10_111,3,1933,4.5252058755161,1,0,0.00207947081986936,0.737781819269511,0.0258551178867121,0.278977824724134,0,0.00207947081986936,15/06/1932,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.958870967741934,14.663890499663484,1.1344665204228386,-0.7202561265332675,Training
Q10,Q10_111,4,1934,4.19936617574929,1,0,0,0.183684034489024,0.0617479975154947,0.0105667551998717,0.01446,0,15/06/1933,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,28.261290322580646,9.981347312555064,-0.7130277286999726,-1.4407917186003414,Training
Q10,Q10_111,5,1935,3.42415726232133,1,0,1.3390183347762e-4,0.0274221391071244,0.0330957382794223,0,3.3e-4,1.3390183347762e-4,15/06/1934,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.22741935483871,22.914518205336673,0.6335166597488807,0.5493255262743666,Training
Q10,Q10_111,6,1936,3.62719512216728,1,7.375e-4,6.68708400297646e-10,0.866962891052094,0.119363327312081,6.5642891540565e-4,4.7e-4,6.68708400297646e-10,15/06/1935,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,31.441935483870967,16.13809796475929,1.4653033082328737,-0.49340953777848207,Training
Q10,Q10_111,7,1937,3.3275407494664,1,0.00177164390254782,7.6249998654999e-4,0.336377719232033,0.0935103912299116,0.0495275,0.52172,7.6249998654999e-4,15/06/1936,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.664516129032258,15.628865743555194,0.9328714827756566,-0.5717686527600795,Training
Q10,Q10_111,8,1938,3.23460320017693,1,0,3.25015836638503e-5,0.0819583157310534,0.206295804860637,0.155403125,0.39486,3.25015836638503e-5,15/06/1937,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.829032258064515,23.91095482771195,0.3606729649606387,0.7026541818727036,Training
Q10,Q10_111,9,1939,3.74393224049904,1,0.0563167770608934,2.86338059193503e-5,0.0117566322005782,0.114027776620768,1.21914516196962e-5,0.27518,2.86338059193503e-5,15/06/1938,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.53548387096774,17.332916724874025,0.15963024248509236,-0.3095544384593128,Training
Q10,Q10_111,10,1940,3.67096949057575,1,0.0181588012913754,3.46231889380989e-11,0.0521559887021416,0.249053843671163,6.25e-6,0.55103,3.46231889380989e-11,15/06/1939,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,26.724193548387095,20.252277887709134,-1.7657404458384134,0.13966803314804027,Training
Q10,Q10_111,11,1941,3.54755788202237,1,8.3188761203854e-4,1.6768370233334e-4,0.0756412784104212,0.370818486434227,0.020273125,0.33869,1.6768370233334e-4,15/06/1940,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,29.59032258064516,21.30905791884496,0.19718767415634825,0.3022821500910438,Training
Q10,Q10_111,12,1942,3.02733115934986,1,0.0239993894134085,5.00103628762048e-6,0.179508982993199,0.141587187165821,0.020273125,0.82415,5.00103628762048e-6,15/06/1941,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,30.403225806451612,20.22675437034739,0.7539213671655542,0.13574055144439892,Training
Q10,Q10_111,16,1946,4.19628891058211,1,0.14541479663107,0,0.111044170411234,0.029201911554574,0,0.51509,0,15/06/1945,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,26.93709677419355,20.3361413837588,-1.6199292405264774,0.1525726944323873,Training
Q10,Q10_111,17,1947,3.71245261226841,1,0,3.1104965996468e-4,0.00909754770760507,0.135599132469842,0,0.13679,3.1104965996468e-4,15/06/1946,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,28.912903225806453,20.224535631004898,-0.2667570700179893,0.13539913854078997,Training
Q10,Q10_111,20,1950,3.23257182424604,1,0,5.3584252619138e-4,0.0339583335424033,0.0509805544766512,0.00413697329873779,0.51366,5.3584252619138e-4,15/06/1949,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,28.95,19.89615929238806,-0.24135057212272912,0.08486958011247535,Training
