quad,pid,age,year,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,area0,climate,date_reformat,size_class,VWC,TMAX,VWC_scaled,TMAX_scaled,Split
Q10,Q10_102,12,1941,2.701026731130337,0.15930117517937287,0.10843342791711022,0.01558819587009744,0.28286162266465487,0.06137354121862944,0.28505,0.01558819587009744,P1 E1 Q4,UG,NA,P1E1,Control,NA,3.2934674114838685,1,15/06/1941,large,11.709736325180186,22.13,-0.6762353797023902,-0.26501651373467644,Training
Q10,Q10_102,13,1942,0.7381578843486586,0.02070530429242787,0.13575769207910995,0.00621769760171951,0.21571954168219704,0.1883707290954521,0.20019,0.00621769760171951,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.701026731130337,1,15/06/1942,large,17.077475187937395,20.37,0.3088475107935384,-1.0473040467172687,Training
Q10,Q10_102,17,1946,2.2252808640521597,0.5541534252624729,0.6820680089088629,0.02189719407143787,0.1415088835323879,0.24819901262402283,0.0467,0.02189719407143787,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.8815954505630639,1,15/06/1946,large,13.275742313285,22.643333333333334,-0.38884328691644876,-0.03684931661475252,Training
Q10,Q10_102,18,1947,3.4662890452351447,0,0.1222592225265562,0.1007875856195868,0.17413631734900453,1.858500596814845,0.0153,0.1007875856195868,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.2252808640521597,1,15/06/1947,large,11.432734935441838,19.476666666666667,-0.7270704401722803,-1.4443742339129793,Training
Q10,Q10_102,21,1950,3.255560177242609,0,0.8146959550454825,8.215249418523465e-4,0.03237851058143119,0.07458677072868465,4.4e-4,8.215249418523465e-4,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.245359381918664,1,15/06/1950,large,14.117306118660144,23.39,-0.23440021002096295,0.295030242832408,Training
Q10,Q10_102,22,1951,2.291974399991576,0,0.8794924718243902,7.595155867292952e-4,0.05680210138456191,0.09990769235373152,0.37775,7.595155867292952e-4,P1 E1 Q4,UG,NA,P1E1,Control,NA,3.255560177242609,1,15/06/1951,large,11.556686230632906,24.043333333333333,-0.7043230034452984,0.5854248573486732,Training
Q10,Q10_102,23,1952,0.9954772792449579,0,0.5904291854551957,0.00239868195978711,0.1647722379326027,0.2130049856697669,0,0.00239868195978711,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.291974399991576,1,15/06/1952,large,14.3320477321194,20.355,-0.1949910109699598,-1.0539712700097341,Training
Q10,Q10_110,2,1931,0.9366484909323306,0,0,0.0656241757024604,0.3969919913085468,2.4389498989718086,0.06516,0.0656241757024604,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.309607512472866,1,15/06/1931,large,10.814195057709549,20.696666666666665,-0.8405843547315551,-0.9021067394591368,Training
Q10,Q10_110,3,1932,0.5474685637214333,0,0.00499981247484461,4.8112223657784293e-4,0.7785437907674904,3.5683117390023686,0.07202,4.8112223657784293e-4,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.9366484909323306,1,15/06/1932,large,13.618734269842118,23.24,-0.3258976935071999,0.22835800990775418,Training
Q10,Q10_110,4,1933,1.8417582480121457,0,0.00972237319859662,1.5176699896812802e-9,5.935852171732012,0.6788592507407094,0.15124,1.5176699896812802e-9,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.5474685637214333,1,15/06/1933,large,19.07468339922242,22.756666666666668,0.6753734704197237,0.01352525937276292,Training
Q10,Q10_110,5,1934,0.8042540258004193,0,0.00272238151043301,0,0.8903439426186863,2.864147393491455,0.14695,0,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.8417582480121457,1,15/06/1934,large,9.873088015597812,24.31,-1.0132955221360929,0.7039532714369444,Training
Q10,Q10_110,6,1935,2.5068177493521318,7.375e-4,9.055998564799818e-4,0,0.2662450901038448,0.7701861526222225,5.2e-4,0,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.8042540258004193,1,15/06/1935,large,17.362591100752212,22.516666666666666,0.3611717416667475,-0.09315031330668248,Training
Q10,Q10_110,7,1936,2.1181279693271935,0,1.0946565881529807e-4,0,0.5063584512310915,1.1145217651536152,0.05155,0,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.5068177493521318,1,15/06/1936,large,10.12984867115442,20.163333333333334,-0.9661750240626431,-1.1391635676356793,Training
Q10,Q10_110,8,1937,2.9105454019387635,0,0,0.01474274626784751,1.1723080302845292,0.6395062367607558,2.1063800000000006,0.01474274626784751,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.1181279693271935,1,15/06/1937,large,13.09152850610452,25.64666666666667,-0.42265004881123197,1.2980769470544076,Training
Q10,Q10_110,9,1938,3.1394170498017693,0,0,0.00405749973748394,1.857026151944904,2.7160908554343166,0.27825999999999995,0.00405749973748394,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.9105454019387635,1,15/06/1938,large,17.879565029672584,21.996666666666666,0.4560463593098136,-0.32428072077881204,Training
Q10,Q10_110,10,1939,2.9092403570185565,7.375000000000014e-4,0.00259635939841051,2.0965601430424205e-4,0.7952138399109853,4.1711152949176205,0.16948,2.0965601430424205e-4,P1 E1 Q4,UG,NA,P1E1,Control,NA,3.1394170498017693,1,15/06/1939,large,11.750390510145406,24.156666666666666,-0.6687745581050214,0.6357994333361886,Training
Q10,Q10_110,11,1940,2.5300000067277515,0,0.0025368403919283,5.774352835885567e-11,0.8974361982292416,8.289414065524284,0.19219,5.774352835885567e-11,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.9092403570185565,1,15/06/1940,large,12.84234008925216,25.543333333333333,-0.4683808960501266,1.2521471865952014,Training
Q10,Q10_110,12,1941,2.2910683327380914,0,0.00686753083067471,0.00481022050450735,0.7411433251172126,0.5804955483361653,0.5845500000000001,0.00481022050450735,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.5300000067277515,1,15/06/1941,large,11.709736325180186,22.13,-0.6762353797023902,-0.26501651373467644,Training
Q10,Q10_110,13,1942,2.3478707902895044,0,0.01554333879076499,0.0031854930185058,0.5548034610063173,0.26752790972693974,0.06273999999999999,0.0031854930185058,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.2910683327380914,1,15/06/1942,large,17.077475187937395,20.37,0.3088475107935384,-1.0473040467172687,Training
Q10,Q10_110,17,1946,3.7504195634466657,0.606662890407082,0.10309397652412544,4.602331335728686e-4,0.0492013837521711,0.611926010792129,0.51988,4.602331335728686e-4,P1 E1 Q4,UG,NA,P1E1,Control,NA,3.432280966388902,1,15/06/1946,large,13.275742313285,22.643333333333334,-0.38884328691644876,-0.03684931661475252,Training
Q10,Q10_110,18,1947,3.6021547863487693,0,0.0954632906980636,6.375992528387127e-4,0.01984450152633916,0.8708092036542326,1.37813,6.375992528387127e-4,P1 E1 Q4,UG,NA,P1E1,Control,NA,3.7504195634466657,1,15/06/1947,large,11.432734935441838,19.476666666666667,-0.7270704401722803,-1.4443742339129793,Training
Q10,Q10_110,21,1950,1.8578909085304074,0,0.20057669864661784,0.00303153412297057,0.04696353434640409,0.08971297486340851,0.15165,0.00303153412297057,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.2078186910892383,1,15/06/1950,large,14.117306118660144,23.39,-0.23440021002096295,0.295030242832408,Training
Q10,Q10_110,22,1951,1.1204155673484524,0,0.02045763745383612,1.1597058562680936e-4,0.0086336844221089,0.3159649352595887,0.43102,1.1597058562680936e-4,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.8578909085304074,1,15/06/1951,large,11.556686230632906,24.043333333333333,-0.7043230034452984,0.5854248573486732,Training
Q10,Q10_110,23,1952,1.0149877125813194,0,0.1732744597017921,0.00755579022652237,0.03551632512926929,4.861666522462788,0.21321,0.00755579022652237,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.1204155673484524,1,15/06/1952,large,14.3320477321194,20.355,-0.1949910109699598,-1.0539712700097341,Training
Q10,Q10_12,2,1931,1.3455963890654012,0,0.00110778810967886,0.4989968777614369,0.03473747058472714,0.01034395953295399,0.59586,0.4989968777614369,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.0001165201691613,1,15/06/1931,large,10.814195057709549,20.696666666666665,-0.8405843547315551,-0.9021067394591368,Training
Q10,Q10_123,2,1931,-1.0893083493698335,0,0.6884228023569847,0.00323949158590348,0.21601715218700387,0.9540408703634164,0.4914,0.00323949158590348,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.4905099779280117,1,15/06/1931,large,10.814195057709549,20.696666666666665,-0.8405843547315551,-0.9021067394591368,Training
Q10,Q10_127,2,1934,-0.6010281910961981,0,0.4802337363492188,2.11088035939611e-10,2.66016593159322e-4,1.1193457254426145,1.04673,2.11088035939611e-10,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.31802690374491527,1,15/06/1934,large,9.873088015597812,24.31,-1.0132955221360929,0.7039532714369444,Training
Q10,Q10_127,3,1935,1.419204855230187,0,0.30973593604346483,0,0,0.12631860944316037,0.04711,0,P1 E1 Q4,UG,NA,P1E1,Control,NA,-0.6010281910961981,1,15/06/1935,large,17.362591100752212,22.516666666666666,0.3611717416667475,-0.09315031330668248,Training
Q10,Q10_127,4,1936,2.6060960994841214,7.375e-4,0.8748572669608369,5.09947639670827e-10,0,0.08560998054374798,0.38449,5.09947639670827e-10,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.419204855230187,1,15/06/1936,large,10.12984867115442,20.163333333333334,-0.9661750240626431,-1.1391635676356793,Training
Q10,Q10_127,5,1937,1.9934902990213363,0,0.3884795732195469,0,0.03181406032301187,0.05233710729205179,1.52518,0,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.6060960994841214,1,15/06/1937,large,13.09152850610452,25.64666666666667,-0.42265004881123197,1.2980769470544076,Training
Q10,Q10_127,6,1938,1.9143288080557193,0,1.2257803812711892,4.1669104973607454e-10,0.06631388843000093,0.06279212881155706,2.0150700000000006,4.1669104973607454e-10,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.9934902990213363,1,15/06/1938,large,17.879565029672584,21.996666666666666,0.4560463593098136,-0.32428072077881204,Training
Q10,Q10_127,7,1939,1.868732371226556,0,0.7047473357368907,0,0.0738975,0.05017386422782141,0.77015,0,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.9143288080557193,1,15/06/1939,large,11.750390510145406,24.156666666666666,-0.6687745581050214,0.6357994333361886,Training
Q10,Q10_127,8,1940,0.6931471805599453,0,0.6711936458501038,2.69269140318329e-9,0.01455,0.02747620874708504,1.0426,2.69269140318329e-9,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.868732371226556,1,15/06/1940,large,12.84234008925216,25.543333333333333,-0.4683808960501266,1.2521471865952014,Training
Q10,Q10_127,9,1941,1.6522943771812946,0,0.30304192850756945,0,0,0.05262114612091173,0.5160500000000001,0,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.6931471805599453,1,15/06/1941,large,11.709736325180186,22.13,-0.6762353797023902,-0.26501651373467644,Training
Q10,Q10_127,10,1942,2.187266640304252,0,0.29863966563699385,1.7839680479525567e-11,5e-6,0.02964437099751092,2.1496100000000005,1.7839680479525567e-11,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.6522943771812946,1,15/06/1942,large,17.077475187937395,20.37,0.3088475107935384,-1.0473040467172687,Training
Q10,Q10_127,14,1946,4.0516391223610375,7.375e-4,0.3999591478405171,0.00119749997578086,1.856863877442e-5,1.974438859419755e-4,2.27402,0.00119749997578086,P1 E1 Q4,UG,NA,P1E1,Control,NA,3.688076479967045,1,15/06/1946,large,13.275742313285,22.643333333333334,-0.38884328691644876,-0.03684931661475252,Training
Q10,Q10_127,15,1947,4.14708493513898,0,1.1452512346155563,0.00401923733070866,6.92410367612762e-5,2.433542432647373e-4,2.16876,0.00401923733070866,P1 E1 Q4,UG,NA,P1E1,Control,NA,4.0516391223610375,1,15/06/1947,large,11.432734935441838,19.476666666666667,-0.7270704401722803,-1.4443742339129793,Training
Q10,Q10_127,18,1950,3.0251111290392054,0,4.209673354223955,9.702152102037168e-4,0.01249937773609921,0.00223504117267107,0.47389,9.702152102037168e-4,P1 E1 Q4,UG,NA,P1E1,Control,NA,3.1426582018866425,1,15/06/1950,large,14.117306118660144,23.39,-0.23440021002096295,0.295030242832408,Training
Q10,Q10_127,19,1951,2.9633295328154614,0,2.1015386546704544,8.690922825849175e-12,4.44421093256274e-5,0.00143017626873308,1.97021,8.690922825849175e-12,P1 E1 Q4,UG,NA,P1E1,Control,NA,3.0251111290392054,1,15/06/1951,large,11.556686230632906,24.043333333333333,-0.7043230034452984,0.5854248573486732,Training
Q10,Q10_127,20,1952,2.052869302044103,0,3.6650655065151314,0,0,0.00147952920396984,0.28720999999999997,0,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.9633295328154614,1,15/06/1952,large,14.3320477321194,20.355,-0.1949910109699598,-1.0539712700097341,Training
Q10,Q10_127,23,1955,0.04834951408596665,0,1.1526928485393058,0,7.27370929169342e-5,0.02027798783848971,0.33426,0,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.9774447133323512,1,15/06/1955,large,13.469359894337494,25.53,-0.35331075240413296,1.2462207658907885,Training
Q10,Q10_127,24,1956,-0.6121802344948959,0,0.4510466057020016,0.0044328689068096,5.740093397892061e-5,0.02027900673463343,2.1981300000000004,0.0044328689068096,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.04834951408596665,1,15/06/1956,large,14.788030452081374,23.413333333333334,-0.11130944834535615,0.30540147906513176,Training
Q10,Q10_127,25,1957,-0.20448988877110225,0,0.00170024872847992,0.00225815015322069,0.5212678621611203,0.00935687499999999,0.70959,0.00225815015322069,P1 E1 Q4,UG,NA,P1E1,Control,NA,-0.6121802344948959,1,15/06/1957,large,21.503094882315803,22.366666666666667,1.1210334893295033,-0.15982254623133466,Training
Q10,Q10_128,3,1936,2.4407817626180135,32.00060853076841,0.9931300056552188,4.06039557532267e-9,0.01314263373306942,0.6636964766431125,0.39462,4.06039557532267e-9,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.8235289305567075,1,15/06/1936,large,10.12984867115442,20.163333333333334,-0.9661750240626431,-1.1391635676356793,Training
Q10,Q10_128,4,1937,1.9555868433426598,46.23950560376107,0.13896808297616844,0.04508942642575619,0.01306698068304368,0.45834392320864586,2.8203899999999997,0.04508942642575619,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.4407817626180135,1,15/06/1937,large,13.09152850610452,25.64666666666667,-0.42265004881123197,1.2980769470544076,Training
Q10,Q10_128,5,1938,2.246285112177223,50.345358900337565,0.5844078125227414,0.08279181770622271,0.01562564826326419,0.2048147730271546,0.46292,0.08279181770622271,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.9555868433426598,1,15/06/1938,large,17.879565029672584,21.996666666666666,0.4560463593098136,-0.32428072077881204,Training
Q10,Q10_128,6,1939,2.2707610438203893,25.19910775475617,0.37076074707180134,0.07630446109514692,0.00719101882479344,0.8390679365723297,0.42582,0.07630446109514692,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.246285112177223,1,15/06/1939,large,11.750390510145406,24.156666666666666,-0.6687745581050214,0.6357994333361886,Training
Q10,Q10_128,7,1940,2.215976550093886,21.433470620660927,0.33511799396484954,0.2630216735665488,0.00735360170377616,1.0077758659650375,0.4740299999999999,0.2630216735665488,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.2707610438203893,1,15/06/1940,large,12.84234008925216,25.543333333333333,-0.4683808960501266,1.2521471865952014,Training
Q10,Q10_128,8,1941,1.9786992710170448,31.872403817778924,0.3989846034611314,0.1266525760441573,0.00263985754065956,1.3546892346925363,0.8758600000000001,0.1266525760441573,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.215976550093886,1,15/06/1941,large,11.709736325180186,22.13,-0.6762353797023902,-0.26501651373467644,Training
Q10,Q10_128,9,1942,0.6579448743313321,22.34442239103023,0.17314803607137533,0.22581965500364284,0.00591569232278522,0.2310273425477249,1.4795900000000002,0.22581965500364284,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.9786992710170448,1,15/06/1942,large,17.077475187937395,20.37,0.3088475107935384,-1.0473040467172687,Training
Q10,Q10_128,13,1946,2.9978584862184934,62.91346062946021,0.575501891075533,0.0306821229624086,4.878136212230672e-4,0.2087978570298559,0.44502,0.0306821229624086,P1 E1 Q4,UG,NA,P1E1,Control,NA,3.133413276995571,1,15/06/1946,large,13.275742313285,22.643333333333334,-0.38884328691644876,-0.03684931661475252,Training
Q10,Q10_128,14,1947,3.3582804321822093,0,0.4970515739634341,0.04139856039078392,0.01524503900068288,1.425210159391141,0.0099,0.04139856039078392,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.9978584862184934,1,15/06/1947,large,11.432734935441838,19.476666666666667,-0.7270704401722803,-1.4443742339129793,Training
Q10,Q10_128,17,1950,1.7676750508325987,0,0.4707416447837835,0.00347014243307766,2.5903400063745087e-4,0.10134063481608928,0.06391999999999999,0.00347014243307766,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.2819505416788357,1,15/06/1950,large,14.117306118660144,23.39,-0.23440021002096295,0.295030242832408,Training
Q10,Q10_128,18,1951,2.317098515759119,0,0.9242605551694834,0.00584335631595859,5.689890307468674e-4,0.35010492896173045,0.11139,0.00584335631595859,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.7676750508325987,1,15/06/1951,large,11.556686230632906,24.043333333333333,-0.7043230034452984,0.5854248573486732,Training
Q10,Q10_128,19,1952,1.9226709382140104,0,3.366421924974488,0.09004751593011606,5.139240354871266e-4,0.4025638983600648,0.02529,0.09004751593011606,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.317098515759119,1,15/06/1952,large,14.3320477321194,20.355,-0.1949910109699598,-1.0539712700097341,Training
Q10,Q10_128,22,1955,2.5915853358312044,0,5.817763809074347,0.00613244319075297,0.03075719148417205,0.03237831937983125,0.02204,0.00613244319075297,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.7061988298581345,1,15/06/1955,large,13.469359894337494,25.53,-0.35331075240413296,1.2462207658907885,Training
Q10,Q10_128,23,1956,1.3784597300215935,0,1.0428051100301603,0.02632505774345974,2.306155698262554,0.03293961407331016,0.21558,0.02632505774345974,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.5915853358312044,1,15/06/1956,large,14.788030452081374,23.413333333333334,-0.11130944834535615,0.30540147906513176,Training
Q10,Q10_129,3,1936,1.8899950042863962,0.0089175,0.3931269186725956,0.49706903616747866,0.8218616942034176,0.7388552276655848,0.85247,0.49706903616747866,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.9165247221304756,1,15/06/1936,large,10.12984867115442,20.163333333333334,-0.9661750240626431,-1.1391635676356793,Training
Q10,Q10_129,4,1937,-0.28768207245179556,0,1.1276728819527746,0.06730695221820342,0.2844174276268389,0.1945408791090766,0.7331799999999999,0.06730695221820342,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.8899950042863962,1,15/06/1937,large,13.09152850610452,25.64666666666667,-0.42265004881123197,1.2980769470544076,Training
Q10,Q10_129,5,1938,2.1222926026381184,0,0.02880449273369768,0.08034849158935413,2.7678139417591123,0.7995954758722342,0.46465,0.08034849158935413,P1 E1 Q4,UG,NA,P1E1,Control,NA,-0.28768207245179556,1,15/06/1938,large,17.879565029672584,21.996666666666666,0.4560463593098136,-0.32428072077881204,Training
Q10,Q10_129,6,1939,1.9858898522021462,7.375000000000012e-4,0.2835075360557693,0.5511243175451405,0.3292094205005618,0.5023679232925301,0.65462,0.5511243175451405,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.1222926026381184,1,15/06/1939,large,11.750390510145406,24.156666666666666,-0.6687745581050214,0.6357994333361886,Training
Q10,Q10_133,2,1936,-0.4515251072599647,0.03399800743187522,0.07833262976789511,0.02748143210706001,0.0084634963045693,0.01511028849661015,0.20497999999999997,0.02748143210706001,P1 E1 Q4,UG,NA,P1E1,Control,NA,-0.9035364089141213,1,15/06/1936,large,10.12984867115442,20.163333333333334,-0.9661750240626431,-1.1391635676356793,Training
Q10,Q10_133,3,1937,-1.3862943611198906,0.16710087527712011,0.19349362120201757,0.18070201190428728,0.02650836668262749,0.02752456684762348,2.81167,0.18070201190428728,P1 E1 Q4,UG,NA,P1E1,Control,NA,-0.4515251072599647,1,15/06/1937,large,13.09152850610452,25.64666666666667,-0.42265004881123197,1.2980769470544076,Training
Q10,Q10_135,2,1936,0.17137708092973103,0.25645186852929425,3.33887108348338,0.5550437086243377,1.200299883496064,1.057621024286838,0.26293999999999995,0.5550437086243377,P1 E1 Q4,UG,NA,P1E1,Control,NA,-0.1643382632428792,1,15/06/1936,large,10.12984867115442,20.163333333333334,-0.9661750240626431,-1.1391635676356793,Training
Q10,Q10_135,3,1937,-0.20186676717772614,0,1.8441333346572748,0.25269679313799775,0.0839264823066161,0.14741017861198932,0.6059100000000001,0.25269679313799775,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.17137708092973103,1,15/06/1937,large,13.09152850610452,25.64666666666667,-0.42265004881123197,1.2980769470544076,Training
Q10,Q10_138,2,1937,1.965122645734245,27.70509360328142,0.4590719027962084,0.27494245933788863,0.20210051546804328,0.142435220959483,2.9246900000000005,0.27494245933788863,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.8136664313757388,1,15/06/1937,large,13.09152850610452,25.64666666666667,-0.42265004881123197,1.2980769470544076,Training
Q10,Q10_138,3,1938,1.524898620344471,33.31818771585808,0.4142332697360791,0.08463428363877767,0.2917017830025718,0.16396693259749154,0.11741,0.08463428363877767,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.965122645734245,1,15/06/1938,large,17.879565029672584,21.996666666666666,0.4560463593098136,-0.32428072077881204,Training
Q10,Q10_138,4,1939,2.277356157741639,42.616083593819695,0.25155484257258176,0.17884061824561484,0.11758283550237056,0.3063095955631777,0.18725,0.17884061824561484,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.524898620344471,1,15/06/1939,large,11.750390510145406,24.156666666666666,-0.6687745581050214,0.6357994333361886,Training
Q10,Q10_138,5,1940,2.1576485260908163,49.706009337111894,0.851097921212721,0.2713920249880713,0.10265112087287928,0.23225483449503367,0.47461,0.2713920249880713,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.277356157741639,1,15/06/1940,large,12.84234008925216,25.543333333333333,-0.4683808960501266,1.2521471865952014,Training
Q10,Q10_138,6,1941,2.3656318356492605,39.75657447308457,0.3772822755374863,0.1528487441309705,0.04052473523698503,0.915136810843791,1.1064900000000002,0.1528487441309705,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.1576485260908163,1,15/06/1941,large,11.709736325180186,22.13,-0.6762353797023902,-0.26501651373467644,Training
Q10,Q10_138,7,1942,2.3510842716715628,50.58562054891306,0.2178936639200124,0.14790849495859856,0.094319516417066665,0.6356681213609817,0.12547999999999998,0.14790849495859856,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.3656318356492605,1,15/06/1942,large,17.077475187937395,20.37,0.3088475107935384,-1.0473040467172687,Training
Q10,Q10_138,11,1946,2.1461616809749935,38.31654937146722,0.11054143676779048,0.2246321626012542,0.02926464760748727,0.8632152431771493,0.45251,0.2246321626012542,P1 E1 Q4,UG,NA,P1E1,Control,NA,0.4620862522911765,1,15/06/1946,large,13.275742313285,22.643333333333334,-0.38884328691644876,-0.03684931661475252,Training
Q10,Q10_138,12,1947,3.3783946052076055,0,0.3238270208306941,0.0877960615558911,0.1187435769612136,7.199061022834752,0.44412,0.0877960615558911,P1 E1 Q4,UG,NA,P1E1,Control,NA,2.1461616809749935,1,15/06/1947,large,11.432734935441838,19.476666666666667,-0.7270704401722803,-1.4443742339129793,Training
Q10,Q10_138,15,1950,1.6313614683000952,0,0.827123105156243,0.0099645072869693,0.02484292743626746,1.2467385189566378,0.14262999999999998,0.0099645072869693,P1 E1 Q4,UG,NA,P1E1,Control,NA,1.1565421563437763,1,15/06/1950,large,14.117306118660144,23.39,-0.23440021002096295,0.295030242832408,Training
