quad,pid,age,year,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,area0,climate,date_reformat,size_class,TMIN,VWC,TMIN_scaled,VWC_scaled,Split
Q13,Q13_1051,2,1957,-1.3862943611198906,1.5501418277005654,0,0.00307809233079099,0.9605262899176774,0.07889781402736849,0,0.9605262899176774,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1052,2,1957,-0.37509777232823355,1.033517666327235,0,0.11800675626073,1.1440101263760012,0.02538960396844889,0,1.1440101263760012,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1055,2,1957,0.3216137045277161,49.121872688918536,0,0.25,0.4441892966273952,0.0486962493095809,0,0.4441892966273952,P1 Q3,G,2,P1,Control,NA,-1.3862943611198826,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1056,2,1957,-1.3862943611199186,46.07498310601835,0,0.09443,0.9443955711991034,0.08152147896678097,0,0.9443955711991034,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1058,2,1957,-0.7522400970695626,0.4555769393744939,4.690702000000261e-7,1.563822838560988,1.2103527979905555,0.21196072176495093,0,1.2103527979905555,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1070,2,1957,-1.3862943611199186,12.028430704299454,0.8006900202359306,0,0.03491405715564481,0.719370946042174,0.0052,0.03491405715564481,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1074,2,1957,-0.6931471805600012,24.16781808887985,0,0,0.02577971324317793,0.31104199815459777,0.13594,0.02577971324317793,P1 Q3,G,2,P1,Control,NA,-1.3862943611199465,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1089,2,1957,-0.6931471805599673,7.566254424460455e-6,0.01872976133378589,0.0913645759462144,0.6985217411962337,0.4853772943945985,0.00479,0.6985217411962337,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1090,2,1957,-1.432322895040736,0.18000730781922852,0.5895313823561189,0.06807179551596049,0.48421017575274333,1.6026181234861077,0.00482,0.48421017575274333,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1097,2,1957,-1.3862943611199186,0,0.34696454697682133,0.01608465740407581,3.42363475701022,5.910416859410434,0.04667,3.42363475701022,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1108,2,1957,-1.3862943611199186,0,0.7072488219266231,0,1.426578412325804,48.737009544715406,0.15603,1.426578412325804,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1112,2,1957,-0.6931471805599453,0,0.4143446762859369,1.0574323231159035e-4,0.11069678748983176,3.1069667324567,0.00496,0.11069678748983176,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1123,2,1957,-1.3862943611198906,0.14708241014541729,1.2138671780665653,0,0.8796590613007987,1.1490720980019211,4.1e-4,0.8796590613007987,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_1130,2,1957,-1.3862943611198906,0,8.097838150359588e-4,1.6384460922555917e-4,0.15112675395470795,0.5907468145721148,3e-5,0.15112675395470795,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_921,2,1942,-1.3862943611198826,0,0.1549849342466316,0.11781914457693472,1.0410535365813791,0.8480141985591936,0.16405,1.0410535365813791,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1942,small,-1.8393442622950809,11.373057813811434,0.4545991807571632,-0.18487537748267888,Training
Q13,Q13_925,5,1946,-1.3862943611199186,0,0,1.501993488271904,0.14446416408425888,0.02896314127874594,3e-5,0.14446416408425888,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1946,small,-3.2811475409836084,14.048625567842338,-0.5866763711666777,0.427716584825845,Training
Q13,Q13_925,6,1947,0.775920704528296,0,0,1.5125296746126375,1.286191745080523,0.11815130949242196,0.04667,1.286191745080523,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1947,small,-1.8467213114754104,10.858410344510226,0.44927144911002465,-0.30270790205297654,Training
Q13,Q13_954,2,1947,1.3922710842039894,0,0.01041390385498876,0.27402278377403944,1.151552328336488,0.343990108971792,0.03213999999999999,1.151552328336488,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1947,small,-1.8467213114754104,10.858410344510226,0.44927144911002465,-0.30270790205297654,Training
Q13,Q13_955,2,1947,-1.3862943611198906,7.375e-4,0.00123131314176765,0.12809210372034485,3.3204515939819537,26.004505673872146,0.37956,3.3204515939819537,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1947,small,-1.8467213114754104,10.858410344510226,0.44927144911002465,-0.30270790205297654,Training
Q13,Q13_956,2,1947,-0.2504017558770154,7.374999999999991e-4,0.00219190282518041,0.1924882541016986,2.215209078996443,35.78624217583026,0.37854,2.215209078996443,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1947,small,-1.8467213114754104,10.858410344510226,0.44927144911002465,-0.30270790205297654,Training
Q13,Q13_979,2,1957,0.16842692438129686,29.930348207465936,0,0.0011975,0.48236753708662206,0.1851369232980959,0.00479,0.48236753708662206,P1 Q3,G,2,P1,Control,NA,-1.0889803347399896,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_982,2,1957,0.2505217463521447,2.7299838751914516,0,0,0.08308661759233221,0.6967061134723813,1,0.08308661759233221,P1 Q3,G,2,P1,Control,NA,-1.1981450778441942,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_986,2,1957,0.019317732735007396,0.5298949277214836,0.23888051335016808,0,0.02209247191116907,0.823193553639324,0.00143,0.02209247191116907,P1 Q3,G,2,P1,Control,NA,-1.050010398542609,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_989,2,1957,-0.587049926672733,0.4163385903055469,0,0.5708961898318572,0.8379554886529658,0.0966542763737306,0,0.8379554886529658,P1 Q3,G,2,P1,Control,NA,-1.5656776308588167,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_990,2,1957,0.2479394620777617,0.20337859583395157,0,0.07252800669105647,0.5773764233708163,0.15945828828789607,0,0.5773764233708163,P1 Q3,G,2,P1,Control,NA,-1.6860358347271898,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_992,2,1957,-0.10688717207360611,0,0.00240355432877965,9.206053874171596e-6,0.907203775111122,0.7043036517376113,0.00143,0.907203775111122,P1 Q3,G,2,P1,Control,NA,-1.1762516436705013,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_993,2,1957,0.726186887848198,0,3.25e-5,0.00107478554558475,0.4940542777325622,0.37747937465851616,1.1e-4,0.4940542777325622,P1 Q3,G,2,P1,Control,NA,-1.1452134910284568,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_998,2,1957,-0.6807830782645421,0.812520525586107,0,0.7543062553976585,1.2947423028663092,0.02808108992445666,0,1.2947423028663092,P1 Q3,G,2,P1,Control,NA,-1.3745459721412123,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q13,Q13_999,2,1957,0.8097796868596694,2.089792791974669,5.717470488930781e-5,0.08996531273227193,0.49877071366073167,0.0325236137535337,0,0.49877071366073167,P1 Q3,G,2,P1,Control,NA,-1.1216269982517981,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q14,Q14_1026,2,1937,-1.3862943611198906,0,0,0,0.00783839720721226,0.00142943886406071,0.04667,0.00783839720721226,P1 Q4,G,1,P1,Control,NA,-1.3862943611198906,1,15/06/1937,small,-2.259016393442621,12.4571347019469,0.15151044705335168,0.06333242334603195,Training
Q14,Q14_1087,2,1937,-1.3862943611199465,0,0,5.655531031379578e-4,0.03495347334873456,0.07557538342288007,0.0202,0.03495347334873456,P1 Q4,G,1,P1,Control,NA,-1.3862943611199465,1,15/06/1937,small,-2.259016393442621,12.4571347019469,0.15151044705335168,0.06333242334603195,Training
Q14,Q14_1116,2,1939,-1.3862943611199186,1.2729900664359042,0,0.08468610157020087,2.926248435315078,0.30302122638556733,0.01194,2.926248435315078,P1 Q4,G,1,P1,Control,NA,-1.3862943611199465,1,15/06/1939,small,-1.4688524590163887,10.997946023707046,0.7221697034800624,-0.27076012745356515,Training
Q14,Q14_1118,2,1939,-1.3862943611199186,0.4768024680978836,0,0,0.2779845497211302,3.3761532483039606e-5,0.05146,0.2779845497211302,P1 Q4,G,1,P1,Control,NA,-1.3862943611198906,1,15/06/1939,small,-1.4688524590163887,10.997946023707046,0.7221697034800624,-0.27076012745356515,Training
Q14,Q14_1172,5,1946,-1.3862943611199186,0.4093465205136515,0,0.01408494401833106,0.3127816471502391,0.13235923995410537,0.01929,0.3127816471502391,P1 Q4,G,1,P1,Control,NA,-1.3862943611199146,1,15/06/1946,small,-3.2811475409836084,14.048625567842338,-0.5866763711666777,0.427716584825845,Training
Q14,Q14_1277,2,1957,-1.3862943611199066,0.08522804899160705,0,0.0926591753872141,0.837916692622266,3.3220606451423964,0.27678,0.837916692622266,P1 Q4,G,1,P1,Control,NA,-1.1459885758852915,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q14,Q14_1306,2,1957,1.4598041507452104,0.2857699535131358,0,8.78833482481287e-6,0.02898005290332667,0.01312567220762639,0.01541,0.02898005290332667,P1 Q4,G,1,P1,Control,NA,-1.3862943611198826,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q14,Q14_1308,2,1957,-1.3862943611199186,0.30272055608062043,0,0.0040642694907112404,0.4006726362894158,0.05025097083461876,0.39343,0.4006726362894158,P1 Q4,G,1,P1,Control,NA,-1.3862943611199186,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
