quad,pid,age,year,area0,survives,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,date_reformat,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,climate,size_class,TAVG,VWC,TAVG_scaled,VWC_scaled,Split
Q1,Q1_2,23,1955,5.40953681938622,1,0,1.14613857175798,0.00390345988837762,0.0206919111614715,0.310184330896835,0.00961,0,15/06/1954,E1 Q1,UG,NA,E1,Control,NA,1,large,14.156010928961747,13.281703306185197,1.4945235197295186,-0.39084416288188795,Training
Q1,Q1_2,24,1956,5.45267625923094,1,0,0.352940102001797,0.00226969501882975,0.310051211810662,0.547337837394997,0.00633,0,15/06/1955,E1 Q1,UG,NA,E1,Control,NA,1,large,13.30300546448087,15.08284485954306,0.5171289622100844,-0.03720608032460268,Training
Q1,Q1_21,1,1946,-1.38629436111989,0,2.38574417187227,5.32415794991043e-5,1.3563786623636e-4,1.5e-5,0.523164276906468,0,2.38574417187227,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1,small,11.90136612021858,13.07997774090837,-1.0889037348029422,-0.4304511787626144,Training
Q1,Q1_23,1,1946,-1.38629436111989,1,0.536425534969312,2.26062381316892,0.127231646378483,0.185127151023863,0.290588822815063,0.39445,0.536425534969312,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1,small,11.90136612021858,13.07997774090837,-1.0889037348029422,-0.4304511787626144,Training
Q1,Q1_23,2,1947,-0.0426629146984339,1,0.10130841121674,4.85058015813087,0.0153470668211772,0.220793279667865,8.6287081583523e-4,0,0.10130841121674,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1,large,11.716393442622952,15.956244343200167,-1.3008499601202559,0.13427811986566085,Training
Q1,Q1_23,6,1951,1.28290172545903,1,0.103504128384711,4.3764113122649,0.0123660862785523,1.02436818288322,0.0251841655235925,0.13635,0.103504128384711,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1,large,13.292076502732236,12.65203079039602,0.5046062901086178,-0.5144747463346829,Training
Q1,Q1_23,7,1952,1.43932319931194,1,0.0735255640231121,6.98138845383765,0.0028668075882015,0.128354673126603,0.0109150162891767,0.09477,0.0735255640231121,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1,large,12.681147540983607,11.650993949572712,-0.19541108036333302,-0.7110194034150702,Training
Q1,Q1_23,10,1955,3.9353091829745,1,0.154153975656133,14.9626337348666,0,0.123044964638496,5.72026493429085e-6,0.13594,0.154153975656133,15/06/1954,E1 Q1,UG,NA,E1,Control,NA,1,large,14.156010928961747,13.281703306185197,1.4945235197295186,-0.39084416288188795,Training
Q1,Q1_23,11,1956,3.76060624775548,1,0.125181779587321,2.86407231454648,5.59609294645942e-5,0.00528602560524424,0.00147312599982686,0.00429,0.125181779587321,15/06/1955,E1 Q1,UG,NA,E1,Control,NA,1,large,13.30300546448087,15.08284485954306,0.5171289622100844,-0.03720608032460268,Training
Q1,Q1_24,1,1947,-1.38629436111989,0,4.48869439221665,5.37312882008866,0.112914277262562,0.00156121285634908,0.723420914121292,4.1e-4,4.48869439221665,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1,small,11.716393442622952,15.956244343200167,-1.3008499601202559,0.13427811986566085,Training
Q1,Q1_25,1,1950,0.315232994571167,0,1.12497178767651,0.0788941577830834,0.00245497769950154,0.00163592560160431,0.534037330475891,4.1e-4,1.12497178767651,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1,large,12.756693989071037,14.385799141596106,-0.10884810946195089,-0.1740647912293477,Training
Q1,Q1_26,1,1951,4.06243773395941,1,0.100264118926462,2.76346034701827,3.3158438221915e-4,0,0.124774739577676,8.2e-4,0.100264118926462,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1,large,13.292076502732236,12.65203079039602,0.5046062901086178,-0.5144747463346829,Training
Q1,Q1_26,2,1952,3.4246443604233,0,0.0757157953420858,3.39515845300925,5.3023566447731e-4,0,0.219000108072756,0.06197,0.0757157953420858,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1,large,12.681147540983607,11.650993949572712,-0.19541108036333302,-0.7110194034150702,Training
Q1,Q1_27,1,1951,2.69455014967966,1,0.0561472576921648,5.40849855075231,0.119003278993002,0.0049066087102755,0.00147125,0,0.0561472576921648,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1,large,13.292076502732236,12.65203079039602,0.5046062901086178,-0.5144747463346829,Training
Q1,Q1_3,1,1933,5.05122480039534,0,0,0,0,0.00153646757303362,0.282132162002554,0.05146,0,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1,large,13.6448087431694,12.049167600391108,0.9087755321834425,-0.6328415577383985,Training
Q1,Q1_4,1,1933,4.91566165520903,1,1.39493749884423e-14,0,0.190915898431743,0.0607079283970838,0.962241758015007,1.4e-4,1.39493749884423e-14,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1,large,13.6448087431694,12.049167600391108,0.9087755321834425,-0.6328415577383985,Training
Q1,Q1_4,2,1934,5.12703138369177,1,8.41282599139958e-17,0.270195242344796,0.0174139486884272,0.27480151207407,4.78689687581466,0.00482,8.41282599139958e-17,15/06/1933,E1 Q1,UG,NA,E1,Control,NA,1,large,12.523497267759566,13.533642334045503,-0.37605062542697887,-0.3413781813948887,Training
Q1,Q1_4,3,1935,4.56609024526232,1,0,0.0393815210726837,0.0054778789656767,0.052490802858247,5.41345570268281,0.01676,0,15/06/1934,E1 Q1,UG,NA,E1,Control,NA,1,large,14.282513661202184,15.84140614030671,1.6394734493039893,0.11173066278220425,Training
Q1,Q1_4,4,1936,5.29306963898977,1,0.0846300757275484,0.0330262146793574,0.0164826696773948,0.197001331145076,1.38569351322285,0.00195,0.0846300757275484,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,large,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_4,5,1937,5.21102589312274,1,0.0651262176659656,0.136532340358103,0.010459995383978399,0.135090669831772,3.82226625132455,0.01725,0.0651262176659656,15/06/1936,E1 Q1,UG,NA,E1,Control,NA,1,large,13.052459016393447,11.1076719639814,0.23004670428398322,-0.8176958302830882,Training
Q1,Q1_4,6,1938,5.27152179796305,1,0,0.088045766539745,0.00636162819456682,0.151539329886785,5.47907828901337,0.00179,0,15/06/1937,E1 Q1,UG,NA,E1,Control,NA,1,large,13.453278688524588,14.52609242747512,0.6893157036052453,-0.1465194555940545,Training
Q1,Q1_4,7,1939,5.86290776184743,1,0.0868706177618941,0.0559780659215324,0.014381403040937,0.111582119341376,29.5630508846472,0.02161,0.0868706177618941,15/06/1938,E1 Q1,UG,NA,E1,Control,NA,1,large,13.31693989071038,16.207892969431253,0.5330953691394551,0.18368708358238128,Training
Q1,Q1_4,8,1940,5.44524386407289,1,1.4253487279347602e-15,0.185343003548335,0.0158542524690722,0.246983793833848,28.4111720590639,0.00542,1.4253487279347602e-15,15/06/1939,E1 Q1,UG,NA,E1,Control,NA,1,large,12.390710382513666,12.529490888565668,-0.5282010914597915,-0.5385343633255045,Training
Q1,Q1_4,9,1941,5.76399628514406,1,1.1738165994756901e-15,0.0845164355862258,0.0140260723439424,0.268871947626067,19.1661850847962,0.15628,1.1738165994756901e-15,15/06/1940,E1 Q1,UG,NA,E1,Control,NA,1,large,13.21584699453552,16.936824772081945,0.4172606522008972,0.32680634287870985,Training
Q1,Q1_4,10,1942,6.00409669061397,1,0,0.0440683126520844,0.216904202196622,0.335609193050139,0.13519234004897,6.6e-4,0,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1,large,13.562568306010933,16.150614729756384,0.814542424619914,0.17244101199344128,Training
Q1,Q1_4,14,1946,5.78264634817201,1,0.10314786903286,1.52949960506886,0.0024881396848465,0.00551102919192786,0.076427064846193,8.5e-4,0.10314786903286,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1,large,11.90136612021858,13.07997774090837,-1.0889037348029422,-0.4304511787626144,Training
Q1,Q1_4,15,1947,4.88618453217197,1,0,4.3796380256874,5.1915183544865e-4,0.00139210692550486,0.00372668734835449,0.04667,0,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1,large,11.716393442622952,15.956244343200167,-1.3008499601202559,0.13427811986566085,Training
Q1,Q1_4,18,1950,3.39894892650186,1,0,2.85274088743115,0.00343219760754339,0.00121808404398824,0.26321635896185003,0.00633,0,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1,large,12.756693989071037,14.385799141596106,-0.10884810946195089,-0.1740647912293477,Training
Q1,Q1_4,19,1951,3.52600272309002,1,0.173417359606183,0.961014730117775,0.00922961216790268,0.00254426538196517,0.307975468851908,0.00625,0.173417359606183,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1,large,13.292076502732236,12.65203079039602,0.5046062901086178,-0.5144747463346829,Training
Q1,Q1_4,20,1952,3.24518162542074,1,0.109137934247159,1.78595943898846,0.00112286604287953,0.00124366475053618,0.0626781661194911,3.3e-4,0.109137934247159,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1,large,12.681147540983607,11.650993949572712,-0.19541108036333302,-0.7110194034150702,Training
Q1,Q1_4,23,1955,4.24249164557854,1,0.110629250166738,1.01907847392509,1.64572379890356e-5,0.00281932411816249,0.0050556832795066,4.1e-4,0.110629250166738,15/06/1954,E1 Q1,UG,NA,E1,Control,NA,1,large,14.156010928961747,13.281703306185197,1.4945235197295186,-0.39084416288188795,Training
Q1,Q1_4,24,1956,3.81690845787705,1,0.126657357873263,0.45008090560124703,3.1958094008642e-4,0,0.00376644667069459,0,0.126657357873263,15/06/1955,E1 Q1,UG,NA,E1,Control,NA,1,large,13.30300546448087,15.08284485954306,0.5171289622100844,-0.03720608032460268,Training
Q1,Q1_5,1,1933,4.40133178922208,1,9.299583325628189e-16,0,0.257524110268004,5.99446989349464e-5,2.81931760092447,0.00674,9.299583325628189e-16,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1,large,13.6448087431694,12.049167600391108,0.9087755321834425,-0.6328415577383985,Training
Q1,Q1_5,2,1934,4.5816819831631,1,0.0283109273684533,0,0,7.3121692671608e-4,0.376188990551697,0.05371,0.0283109273684533,15/06/1933,E1 Q1,UG,NA,E1,Control,NA,1,large,12.523497267759566,13.533642334045503,-0.37605062542697887,-0.3413781813948887,Training
Q1,Q1_5,3,1935,3.57323242366392,1,1.62742708198493e-15,0,3.4408314147027e-4,0.00215459951348843,0.0618698073690112,0.425,1.62742708198493e-15,15/06/1934,E1 Q1,UG,NA,E1,Control,NA,1,large,14.282513661202184,15.84140614030671,1.6394734493039893,0.11173066278220425,Training
Q1,Q1_5,4,1936,4.86091428538412,1,0,0,6.1970608290002e-4,0.00142394621977528,0.211912791051248,0.58163,0,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,large,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_5,5,1937,4.94413168503225,1,0,3.25e-5,0.0424534340692793,0.270014878976638,0.0295933466001566,1.17044,0,15/06/1936,E1 Q1,UG,NA,E1,Control,NA,1,large,13.052459016393447,11.1076719639814,0.23004670428398322,-0.8176958302830882,Training
Q1,Q1_5,6,1938,5.00531424933496,1,2.52384779741988e-16,0,0.0132899935327695,6.4142845990048e-4,0.315872420677227,0.05443,2.52384779741988e-16,15/06/1937,E1 Q1,UG,NA,E1,Control,NA,1,large,13.453278688524588,14.52609242747512,0.6893157036052453,-0.1465194555940545,Training
Q1,Q1_5,7,1939,5.40611489792762,1,1.0061285138363001e-15,0,0.0111642056793498,0.00104899193753221,0.163168404510245,0.03277,1.0061285138363001e-15,15/06/1938,E1 Q1,UG,NA,E1,Control,NA,1,large,13.31693989071038,16.207892969431253,0.5330953691394551,0.18368708358238128,Training
Q1,Q1_5,8,1940,5.43372036749039,1,0,0.0778875,0.0030917012563094,0.0010687523076563,0.0365595210769922,0.36756,0,15/06/1939,E1 Q1,UG,NA,E1,Control,NA,1,large,12.390710382513666,12.529490888565668,-0.5282010914597915,-0.5385343633255045,Training
Q1,Q1_5,9,1941,5.24554384474259,1,0,0.00333906824105703,0.00756352676645133,4.7052373401712e-4,13.9529897643206,0.01627,0,15/06/1940,E1 Q1,UG,NA,E1,Control,NA,1,large,13.21584699453552,16.936824772081945,0.4172606522008972,0.32680634287870985,Training
Q1,Q1_5,10,1942,5.16216442062103,1,0,0,0.0586754390921071,7.2934769265459e-4,3.83104393094717,0.00986,0,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1,large,13.562568306010933,16.150614729756384,0.814542424619914,0.17244101199344128,Training
Q1,Q1_5,14,1946,5.18982936639665,1,2.51532128459075e-16,0,0.00510568553939907,0.00238794420134589,0.232616609248208,0.00501,2.51532128459075e-16,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1,large,11.90136612021858,13.07997774090837,-1.0889037348029422,-0.4304511787626144,Training
Q1,Q1_5,15,1947,4.7105375831233,1,1.53443124872865e-14,0,0.0233346837253715,0.00423043399971632,0.00343465932209209,0.01533,1.53443124872865e-14,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1,large,11.716393442622952,15.956244343200167,-1.3008499601202559,0.13427811986566085,Training
Q1,Q1_5,18,1950,4.46431477634248,1,1.25766064229538e-16,7.625e-4,3.9644742380225e-4,1.5072370734284e-4,0.136293368925441,1.00052,1.25766064229538e-16,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1,large,12.756693989071037,14.385799141596106,-0.10884810946195089,-0.1740647912293477,Training
Q1,Q1_5,19,1951,3.8616773720916,1,1.39493749884423e-15,0,0.0639292062621499,2.276680844871e-4,0.0953558710231888,0.39313,1.39493749884423e-15,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1,large,13.292076502732236,12.65203079039602,0.5046062901086178,-0.5144747463346829,Training
Q1,Q1_5,20,1952,3.49172434945394,1,7.64259766583564e-16,0.0778875,0.00686512918656418,0,0.148398240514931,0.37783,7.64259766583564e-16,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1,large,12.681147540983607,11.650993949572712,-0.19541108036333302,-0.7110194034150702,Training
Q1,Q1_6,1,1934,4.90470229922185,1,0.103313757631102,0,0,0.0136704616478651,11.1638188674078,0.00154,0.103313757631102,15/06/1933,E1 Q1,UG,NA,E1,Control,NA,1,large,12.523497267759566,13.533642334045503,-0.37605062542697887,-0.3413781813948887,Training
Q1,Q1_6,2,1935,3.68781852772684,1,0.273306429507778,1.26211241147859e-5,0,0.00291718337657622,0.597161294916139,0.00143,0.273306429507778,15/06/1934,E1 Q1,UG,NA,E1,Control,NA,1,large,14.282513661202184,15.84140614030671,1.6394734493039893,0.11173066278220425,Training
Q1,Q1_6,3,1936,4.38062014245477,1,0.533133641158823,6.72389040216857e-5,0.0188840236952941,0.0125994824052881,1.6432201668256,0.00143,0.533133641158823,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,large,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_6,4,1937,4.49225892306722,1,0.157149042206692,0,0.00973000732331234,0.0180562604047499,0.0402662364240467,1.4e-4,0.157149042206692,15/06/1936,E1 Q1,UG,NA,E1,Control,NA,1,large,13.052459016393447,11.1076719639814,0.23004670428398322,-0.8176958302830882,Training
Q1,Q1_6,5,1938,5.24104305875624,1,0.236139611621318,0,0.00284154529333083,0.00483981171325854,3.85743628979271,0.00154,0.236139611621318,15/06/1937,E1 Q1,UG,NA,E1,Control,NA,1,large,13.453278688524588,14.52609242747512,0.6893157036052453,-0.1465194555940545,Training
Q1,Q1_6,6,1939,5.24295287544433,1,0.268189964738162,0,0.00222577211543895,0.00996791151287838,2.42294215598577,0.00154,0.268189964738162,15/06/1938,E1 Q1,UG,NA,E1,Control,NA,1,large,13.31693989071038,16.207892969431253,0.5330953691394551,0.18368708358238128,Training
Q1,Q1_6,7,1940,4.23120700947481,0,0.131844738977423,0,2.2582187859707e-4,0.00131789387558147,0.0609292024389188,0.27188,0.131844738977423,15/06/1939,E1 Q1,UG,NA,E1,Control,NA,1,large,12.390710382513666,12.529490888565668,-0.5282010914597915,-0.5385343633255045,Training
Q1,Q1_6,8,1941,-0.0941548994595334,0,1.9449367244577,0,0.622883960275516,0.0853013684892305,7.79632673202091,0.13594,1.9449367244577,15/06/1940,E1 Q1,UG,NA,E1,Control,NA,1,large,13.21584699453552,16.936824772081945,0.4172606522008972,0.32680634287870985,Training
Q1,Q1_7,1,1934,3.06196382667458,1,0.559417144486699,0,0.052410389117776,5.71856714815153e-5,0.169770678006634,2.5e-4,0.559417144486699,15/06/1933,E1 Q1,UG,NA,E1,Control,NA,1,large,12.523497267759566,13.533642334045503,-0.37605062542697887,-0.3413781813948887,Training
Q1,Q1_7,2,1935,3.97957019272154,1,0,0,0,0.0246909642017297,0.172957809376917,0.05625,0,15/06/1934,E1 Q1,UG,NA,E1,Control,NA,1,large,14.282513661202184,15.84140614030671,1.6394734493039893,0.11173066278220425,Training
Q1,Q1_7,3,1936,4.9791979482908,1,0.0303257349122134,0,0,0.00679017036456795,0.418950254699754,1.04862,0.0303257349122134,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,large,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_7,4,1937,4.46212178023627,1,0.00873407049536399,0.00402111601537031,0,0.385878393379993,0.382891872029783,0.13778,0.00873407049536399,15/06/1936,E1 Q1,UG,NA,E1,Control,NA,1,large,13.052459016393447,11.1076719639814,0.23004670428398322,-0.8176958302830882,Training
Q1,Q1_7,5,1938,5.14765908455539,1,0.0883898416185948,0.155030473286571,0,0.237097661512346,0.0435278844339731,0.2079,0.0883898416185948,15/06/1937,E1 Q1,UG,NA,E1,Control,NA,1,large,13.453278688524588,14.52609242747512,0.6893157036052453,-0.1465194555940545,Training
Q1,Q1_7,6,1939,5.4151009628224,1,0.233931177461337,2.9101148444422e-4,0,0.00759130433187975,0.601598142806832,0.01714,0.233931177461337,15/06/1938,E1 Q1,UG,NA,E1,Control,NA,1,large,13.31693989071038,16.207892969431253,0.5330953691394551,0.18368708358238128,Training
