quad,pid,age,year,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,area0,climate,date_reformat,size_class,VWC,TMIN,VWC_scaled,TMIN_scaled,Split
Q14,Q14_120,2,1957,2.4096161616411953,0.09444185438794096,0,0.07833833043229352,2.5260457680360417,0.05780549023902943,0.04873,0.09444185438794096,P1 Q4,G,1,P1,Control,NA,-1.2058356233146201,1,15/06/1957,small,10.661085020968883,-8.526666666666667,-0.38627760310870785,-1.2650087218458943,Training
Q14,Q14_18,2,1935,1.5961708438386621,0.00205084541513328,0,7.280616561613384e-5,0.1171829034975118,0.00640990830844933,0.01768999999999999,0.00205084541513328,P1 Q4,G,1,P1,Control,NA,-1.3862943611198906,1,15/06/1935,small,10.38029320606375,-4.296666666666667,-0.4477630406998384,0.5833972271284017,Training
Q14,Q14_19,2,1935,0.7915877562814299,0.01062400535559596,0,0.00232210992190182,0.08820772424421298,0.08871660213445212,0.04956000000000001,0.01062400535559596,P1 Q4,G,1,P1,Control,NA,-1.3862943611198906,1,15/06/1935,small,10.38029320606375,-4.296666666666667,-0.4477630406998384,0.5833972271284017,Training
Q14,Q14_33,2,1939,3.939711789190787,0.0191285397805152,0,0,0.5713405864701211,0.00103816390470039,1.1e-4,0.0191285397805152,P1 Q4,G,1,P1,Control,NA,-1.3862943611198906,1,15/06/1939,small,10.267378403368413,-4.7,-0.47248817756532885,0.4071504817967313,Training
Q14,Q14_64,2,1940,-1.3862943611198906,0.5028110097974006,0,6.24580936470603e-6,0.28477009200597797,0.0802977792437368,0.51366,0.5028110097974006,P1 Q4,G,1,P1,Control,NA,-1.3862943611198906,1,15/06/1940,small,13.844412748144144,-8.6466666666666665,0.31078081494908727,-1.3174457700437463,Training
Q14,Q14_64,3,1941,2.3947785986127696,0.5355613685115356,0,0.0116675,0.13789352065031735,0.07364417457010548,0.65015,0.5355613685115356,P1 Q4,G,1,P1,Control,NA,-1.3862943611198906,1,15/06/1941,small,11.076023052786383,-3.73,-0.29541795156181044,0.8310166213960379,Training
Q18,Q18_33,6,1935,2.0537350050321677,0.38145817953398464,3.109007158166605,0.09588140161116077,8.6190018287702e-5,8.888096596088813,0.71578,0.38145817953398464,P2 Q4,G,5,P2,Control,NA,-1.3862943611198906,1,15/06/1935,small,10.38029320606375,-4.296666666666667,-0.4477630406998384,0.5833972271284017,Training
Q19,Q19_49,2,1934,-1.3862943611198906,0,0,0.00431141483144661,0.674263477700803,1.0050139420343604e-4,0.00635999999999999,0,P7 E1 Q1,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1934,small,11.04613570594579,-4.386666666666667,-0.3019624322104097,0.5440694409800125,Training
Q19,Q19_50,2,1934,-1.3862943611198906,0,7.625e-4,0.19493742237630457,0.5149675386809707,0.1552634455168947,0.00624999999999999,0,P7 E1 Q1,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1934,small,11.04613570594579,-4.386666666666667,-0.3019624322104097,0.5440694409800125,Training
Q19,Q19_55,2,1938,1.107593354785967,0.3713679518057399,0,0.12277972529947136,4.529992950555071,0.01907527863592451,1.1500000000000004,0.3713679518057399,P7 E1 Q1,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1938,small,10.812608483942064,-6.703333333333334,-0.353098265493838,-0.4682569061729709,Training
Q19,Q19_55,4,1940,-1.3862943611198906,0.4966738381566287,0,0.03894906651346647,4.1088814643541145,0.05134511657846769,0.925,0.4966738381566287,P7 E1 Q1,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1940,small,13.844412748144144,-8.6466666666666665,0.31078081494908727,-1.3174457700437463,Training
Q19,Q19_55,5,1941,1.6375565266265841,1.2042471535987522,6.412542650275007e-6,0.07949593027499119,4.133657475518991,0.09431252749572928,0.7196599999999999,1.2042471535987522,P7 E1 Q1,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1941,small,11.076023052786383,-3.73,-0.29541795156181044,0.8310166213960379,Training
Q19,Q19_59,2,1938,-1.3862943611198906,0.0089175,0,0,8.062580142724121,0.00810454622015612,1.21568,0.0089175,P7 E1 Q1,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1938,small,10.812608483942064,-6.703333333333334,-0.353098265493838,-0.4682569061729709,Training
Q19,Q19_59,3,1939,-1.3862943611198906,0,0,0,8.849323994575222,0.00654211289273861,0.81799,0,P7 E1 Q1,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1939,small,10.267378403368413,-4.7,-0.47248817756532885,0.4071504817967313,Training
Q19,Q19_71,2,1942,-1.3862943611198906,0,0,0.01857435654066108,0.591778630285617,0.0041963484350053,0.08167,0,P7 E1 Q1,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1942,small,14.946626532858525,-6.446666666666666,0.5521343490435057,-0.3560998864164529,Training
Q2,Q2_104,2,1946,-1.3862943611198906,0.14638438734886353,0,0.10371809550308268,0.210502093157055,2.784743761763498,0.58228,0.14638438734886353,E1 Q2,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.01330926421167,-6.213333333333333,0.34776435808241457,-0.25413895936507325,Training
Q2,Q2_104,3,1947,0.726495461339851,0.07293489067800313,7.625e-4,0.15368065246524296,0.14473392392590553,2.2792916518359467,0.6549299999999999,0.07293489067800313,E1 Q2,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1947,small,12.365208072461735,-6.633333333333334,-0.013123023921382312,-0.4376686280575569,Training
Q2,Q2_53,2,1936,-1.3862943611198906,0.34667215344400576,0,0.03099567774355233,0.4783252176247297,1.9952853492511655,0.81377,0.34667215344400576,E1 Q2,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1936,small,12.503058374816005,-2.8299999999999996,0.017062279611006956,1.224294482879931,Training
Q2,Q2_56,2,1936,-1.3862943611198906,0.1498064734932525,0,0.00931351998691279,0.4014153966216549,0.0315574743322802,1.19263,0.1498064734932525,E1 Q2,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1936,small,12.503058374816005,-2.8299999999999996,0.017062279611006956,1.224294482879931,Training
Q2,Q2_59,2,1936,-1.3862943611198906,0.2513930215778973,0,0.10100370354443408,3.956498590708582,0.32201682821189936,1.5669699999999998,0.2513930215778973,E1 Q2,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1936,small,12.503058374816005,-2.8299999999999996,0.017062279611006956,1.224294482879931,Training
Q2,Q2_82,2,1938,2.2078709335881426,0.40075602120695897,5e-6,0.09242839886190256,0.04487576650111312,1.7610726423049097,0.16276,0.40075602120695897,E1 Q2,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1938,small,10.812608483942064,-6.703333333333334,-0.353098265493838,-0.4682569061729709,Training
Q2,Q2_84,2,1938,-1.3862943611198906,0.7163666892351797,0,0,0.08851185040636046,0.04387925966727935,0.45031999999999994,0.7163666892351797,E1 Q2,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1938,small,10.812608483942064,-6.703333333333334,-0.353098265493838,-0.4682569061729709,Training
Q2,Q2_84,3,1939,0.7752786753964208,0.2470288040767079,0,0.00744554309524527,0.09028409083913562,0.453658927158214,0.34467999999999993,0.2470288040767079,E1 Q2,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1939,small,10.267378403368413,-4.7,-0.47248817756532885,0.4071504817967313,Training
Q20,Q20_71,2,1942,-1.3862943611198906,0.1897036534442021,0.0108675,0.001462844769393,3.9683946605193343,2.714741214134522,2.742910000000001,0.1897036534442021,P7 E1 Q2,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1942,small,14.946626532858525,-6.446666666666666,0.5521343490435057,-0.3560998864164529,Training
Q20,Q20_71,6,1946,-1.3862943611198906,0,0.05103256021912285,0,8.63151137373973,1.3304671457318653,1.76935,0,P7 E1 Q2,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.01330926421167,-6.213333333333333,0.34776435808241457,-0.25413895936507325,Training
Q20,Q20_71,7,1947,-1.3862943611198906,0,0.0308846849679096,0,2.580727916995983,1.6763474078363048,0.9681,0,P7 E1 Q2,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1947,small,12.365208072461735,-6.633333333333334,-0.013123023921382312,-0.4376686280575569,Training
Q20,Q20_84,2,1946,-1.3862943611198906,0.00950231652274554,0,0,0.9416791721517194,0.07760325643800377,0.04582,0.00950231652274554,P7 E1 Q2,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.01330926421167,-6.213333333333333,0.34776435808241457,-0.25413895936507325,Training
Q21,Q21_80,2,1940,-1.3862943611198906,0.08566968095905912,0.0031125,1.5995273832671448e-4,2.273498063126377,0,0.04667,0.08566968095905912,P7 E1 Q3,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1940,small,13.844412748144144,-8.6466666666666665,0.31078081494908727,-1.3174457700437463,Training
Q21,Q21_80,3,1941,-1.3862943611198906,0.13913181593218243,0.00931827078206322,1.5296702161524776e-4,3.53716780131155,0,0,0.13913181593218243,P7 E1 Q3,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1941,small,11.076023052786383,-3.73,-0.29541795156181044,0.8310166213960379,Training
Q21,Q21_80,4,1942,-1.3862943611198906,0.12155175221600904,0.00617393195767219,6.293084770863482e-4,0.9595202914353376,0,0.0306,0.12155175221600904,P7 E1 Q3,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1942,small,14.946626532858525,-6.446666666666666,0.5521343490435057,-0.3560998864164529,Training
Q22,Q22_96,4,1955,-1.3862943611198906,0.01759777033549284,15.166076809879224,0.02613773200847713,0.03393197792694182,0.12373945677379213,0.05514000000000001,0.01759777033549284,P7 E1 Q4,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1955,small,10.43555316603233,-2.363333333333333,-0.4356626779414566,1.4282163369826901,Training
Q22,Q22_97,2,1955,-0.6931471805599453,0.3622349458054466,12.52032223232062,0.2968890315594992,0.2532819764762312,1.073080072373965,0.07155,0.3622349458054466,P7 E1 Q4,UG,NA,P7E1,Control,NA,-1.3862943611198906,1,15/06/1955,small,10.43555316603233,-2.363333333333333,-0.4356626779414566,1.4282163369826901,Training
Q23,Q23_61,7,1938,2.547031613239057,0.0069463815885999,0.10679561941951324,0.18606141623771433,0.08334709087854411,0.09712797081677248,0.00544999999999999,0.0069463815885999,P10 E1 Q1,UG,NA,P10E1,Control,NA,-1.3862943611198906,1,15/06/1938,small,10.812608483942064,-6.703333333333334,-0.353098265493838,-0.4682569061729709,Training
Q25,Q25_106,2,1941,-1.3862943611198906,0.04997363986445424,0,0.003825,0.12476528134172687,62.33533031487103,0.63376,0.04997363986445424,P10 E1 Q3,UG,NA,P10E1,Control,NA,-1.3862943611198906,1,15/06/1941,small,11.076023052786383,-3.73,-0.29541795156181044,0.8310166213960379,Training
Q25,Q25_115,2,1942,-1.3862943611198906,0.20729559878364043,0,0,0.15156835155914877,0,0.81686,0.20729559878364043,P10 E1 Q3,UG,NA,P10E1,Control,NA,-1.3862943611198906,1,15/06/1942,small,14.946626532858525,-6.446666666666666,0.5521343490435057,-0.3560998864164529,Training
Q25,Q25_134,5,1946,-1.3862943611198906,0.03022264492162613,0,3.695055233330667,0.06094825722583125,2.83563195345274e-4,0.12983,0.03022264492162613,P10 E1 Q3,UG,NA,P10E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.01330926421167,-6.213333333333333,0.34776435808241457,-0.25413895936507325,Training
Q25,Q25_136,5,1946,-1.3862943611198906,0.03022264492162614,0,0.05161007619814529,0.0559157666822795,4.548104644513413e-4,0.58068,0.03022264492162614,P10 E1 Q3,UG,NA,P10E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.01330926421167,-6.213333333333333,0.34776435808241457,-0.25413895936507325,Training
Q25,Q25_136,6,1947,-1.3862943611198906,0,0,0.02652624654489519,0.05162382911144822,0.01895352865979775,0.5981899999999999,0,P10 E1 Q3,UG,NA,P10E1,Control,NA,-1.3862943611198906,1,15/06/1947,small,12.365208072461735,-6.633333333333334,-0.013123023921382312,-0.4376686280575569,Training
Q26,Q26_123,5,1946,-1.3862943611198906,0.0954774523002032,0,0.04259605228715279,0.21376396761934743,0.02656680686687682,0.13253,0.0954774523002032,P10 E1 Q4,UG,NA,P10E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.01330926421167,-6.213333333333333,0.34776435808241457,-0.25413895936507325,Training
Q26,Q26_123,6,1947,-1.3862943611198906,0.1921513845318117,0,0.02058699890333819,0.7108271657954722,0.878044224785737,0.1106,0.1921513845318117,P10 E1 Q4,UG,NA,P10E1,Control,NA,-1.3862943611198906,1,15/06/1947,small,12.365208072461735,-6.633333333333334,-0.013123023921382312,-0.4376686280575569,Training
Q26,Q26_203,4,1955,-1.3862943611198906,0.8980235279803027,0,0.00535652620526755,8.541364487488604,0.00254689891620778,0.5365100000000002,0.8980235279803027,P10 E1 Q4,UG,NA,P10E1,Control,NA,-1.3862943611198906,1,15/06/1955,small,10.43555316603233,-2.363333333333333,-0.4356626779414566,1.4282163369826901,Training
Q3,Q3_100,2,1946,-1.3862943611198906,0,0,0.1926449541509575,2.8843528389711186,0.200391682407707,0.28504000000000007,0,E1 Q3,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.01330926421167,-6.213333333333333,0.34776435808241457,-0.25413895936507325,Training
Q3,Q3_100,6,1950,1.822493439043969,0.00166431760864308,0,0.6206742704277736,1.0877033092776232,0.11563971036349524,0.26035,0.00166431760864308,E1 Q3,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1950,small,10.786070371378026,-7.886666666666667,-0.35890935889908504,-0.9853444647906814,Training
Q4,Q4_105,2,1946,-1.3862943611198906,0,0,0.06161155412026346,0.00447114579919392,0.24712633782330984,1.5204399999999998,0,E1 Q4,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.01330926421167,-6.213333333333333,0.34776435808241457,-0.25413895936507325,Training
Q5,Q5_123,2,1940,-1.3862943611198906,0,0,0.02600549378930347,2.797198801223845,0.0741723125243283,0.0726,0,E1 Q5,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1940,small,13.844412748144144,-8.6466666666666665,0.31078081494908727,-1.3174457700437463,Training
Q5,Q5_131,2,1946,-1.3862943611198906,2.8132791525000003e-4,0,0.00679696619205575,0.2257411595955776,0.27139942697806935,2.5338600000000007,2.8132791525000003e-4,E1 Q5,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.01330926421167,-6.213333333333333,0.34776435808241457,-0.25413895936507325,Training
Q5,Q5_132,2,1946,-1.3862943611198906,2.81327915250005e-4,0,0.04256582175265099,0.00592736940332181,0.12336882496751383,1.0705300000000002,2.81327915250005e-4,E1 Q5,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.01330926421167,-6.213333333333333,0.34776435808241457,-0.25413895936507325,Training
Q5,Q5_132,3,1947,-1.3862943611198906,0,0,0.00238718452695614,0.00624051308676165,0.08324187525275364,0.7959699999999998,0,E1 Q5,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1947,small,12.365208072461735,-6.633333333333334,-0.013123023921382312,-0.4376686280575569,Training
Q6,Q6_199,2,1940,1.52206604615896,7.143310388771817,0,0,0.07462893945498,3.2517445933246867,0.15847000000000003,7.143310388771817,E1 Q6,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1940,small,13.844412748144144,-8.6466666666666665,0.31078081494908727,-1.3174457700437463,Training
Q6,Q6_205,2,1947,-1.3862943611198906,0,0,0.03849995230231065,0.2782200949414808,0.01681951243299664,0.31086,0,E1 Q6,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1947,small,12.365208072461735,-6.633333333333334,-0.013123023921382312,-0.4376686280575569,Training
Q7,Q7_125,2,1938,2.8825012270415566,0.2024184428105858,2.430977530687628,0,0.9975315481149432,0.06344300296856129,0.01118,0.2024184428105858,P1 E1 Q1,UG,NA,P1E1,Control,NA,-1.3862943611198906,1,15/06/1938,small,10.812608483942064,-6.703333333333334,-0.353098265493838,-0.4682569061729709,Training
Q8,Q8_111,2,1936,0.6431496747729986,0.01751306695517149,1.2176239450337376,0,0.4977449220510845,9.136267113347548,0.91214,0.01751306695517149,P1 E1 Q2,UG,NA,P1E1,Control,NA,-1.3862943611198906,1,15/06/1936,small,12.503058374816005,-2.8299999999999996,0.017062279611006956,1.224294482879931,Training
Q8,Q8_121,2,1938,-1.3862943611198746,0.29241853662907336,0.2817170204741955,0,0.4571184845859596,36.766250217473285,0.94261,0.29241853662907336,P1 E1 Q2,UG,NA,P1E1,Control,NA,-1.3862943611198906,1,15/06/1938,small,10.812608483942064,-6.703333333333334,-0.353098265493838,-0.4682569061729709,Training
Q8,Q8_121,3,1939,1.5615722189362238,0.3104611642455296,0.4800184912438549,3.51935912358735e-6,0.5735086215813748,0.8907212100982433,0.06727999999999999,0.3104611642455296,P1 E1 Q2,UG,NA,P1E1,Control,NA,-1.3862943611198746,1,15/06/1939,small,10.267378403368413,-4.7,-0.47248817756532885,0.4071504817967313,Training
