quad,pid,age,year,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,area0,climate,date_reformat,size_class,TAVG,VWC,TAVG_scaled,VWC_scaled,Split
Q10,Q10_29,28,1957,1.4653054511627395,0,2.183061538726378,0,4.147842424657954,0.03771930525789418,0.00522999999999999,0,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611198906,1,15/06/1957,small,14.439130434782609,21.876283532231202,0.599365866642958,0.6486267039140354,Training
Q11,Q11_100,17,1947,2.2628420971749867,0.25758772102621263,22.17600226410137,2.5941149596047377,0.14710838160498343,0.0146930707801041,0.00134,2.5941149596047377,P1 Q1,G,2,P1,Control,NA,-1.3862943611199465,1,15/06/1947,small,13.196195652173913,8.466281212929657,-0.5291758328466263,-1.164334186304807,Training
Q11,Q11_103,5,1935,1.4361245450562707,0,1.846904207251682,0.13279650764863724,0.12659576666647457,0.1462876122588984,0.45042999999999994,0.13279650764863724,P1 Q1,G,2,P1,Control,NA,-1.3862943611199465,1,15/06/1935,small,14.353260869565217,22.3216756260914,0.5213992778719237,0.708841342789898,Training
Q11,Q11_109,4,1935,1.4773335523249762,0.04947800971754113,0.28187547664192053,4.725593170264062e-4,13.14883037852074,0.03783275206850599,0.04689,4.725593170264062e-4,P1 Q1,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1935,small,14.353260869565217,22.3216756260914,0.5213992778719237,0.708841342789898,Training
Q11,Q11_111,5,1937,-0.2876820724518049,0,2.124034488517095,0.01170849349956232,0.0805710505915491,8.09484176332432e-5,0.05455000000000001,0.01170849349956232,P1 Q1,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1937,small,14.703260869565216,16.764889623104757,0.8391871460272763,-0.04240652867616616,Training
Q11,Q11_116,17,1950,-1.3862943611199186,0,11.960935249349856,0.07491168557304197,0.01110499999999999,0.3948886886910117,0,0.07491168557304197,P1 Q1,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1950,small,14.435597826086957,9.502009599287751,0.5961583803960485,-1.0243092248882082,Training
Q11,Q11_118,6,1940,-1.1990408665951763e-14,0,0.8068997001855144,0.03422320665813713,8.53117228957759,0.06236929549491852,0.04813,0.03422320665813713,P1 Q1,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1940,small,14.506521739130434,17.141651194700856,0.6605548350455411,0.008529629124341187,Training
Q11,Q11_119,3,1937,-0.3853847482713389,0,0.31734564057615483,0.01415532068868054,0.3309303973091009,0.00190567549910328,0.14497000000000002,0.01415532068868054,P1 Q1,G,2,P1,Control,NA,-1.3862943611199066,1,15/06/1937,small,14.703260869565216,16.764889623104757,0.8391871460272763,-0.04240652867616616,Training
Q11,Q11_120,5,1939,-1.3862943611199066,7.375e-4,0.35917133539515783,0.00142431876054387,0.08872632055068223,0.00511880198046152,1.0081700000000002,0.00142431876054387,P1 Q1,G,2,P1,Control,NA,-1.3862943611198746,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q11,Q11_120,6,1940,-0.28768207245179955,0,0.00705170220668362,0.07285604991967791,0.23375685803184515,0.03042207305869023,0.07774,0.07285604991967791,P1 Q1,G,2,P1,Control,NA,-1.3862943611199066,1,15/06/1940,small,14.506521739130434,17.141651194700856,0.6605548350455411,0.008529629124341187,Training
Q11,Q11_121,4,1938,-0.6342327071998598,0,2.646422751320607,0.00291552762663607,0.00131456023339786,0.00100404802084238,0.04667,0.00291552762663607,P1 Q1,G,2,P1,Control,NA,-1.3862943611199066,1,15/06/1938,small,13.861413043478262,8.697779425514636,0.07481850041758595,-1.1330368609517718,Training
Q11,Q11_128,2,1939,-1.3862943611199186,7.375e-4,0.37516750547602207,0.00382500000000699,0.01966479273234283,1.1599208724275238,0.72783,0.00382500000000699,P1 Q1,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q11,Q11_129,2,1939,-1.3862943611199106,7.375e-4,0.02610263360115438,0.00382500000000699,0.0598975848626366,0.08643685082000196,1.3410300000000002,0.00382500000000699,P1 Q1,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q11,Q11_130,5,1942,-1.3862943611199186,0.16407249575774746,0.01615564091240754,0.05403657710722494,0.5546772958286869,0.03394352551973836,0.13594,0.05403657710722494,P1 Q1,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q11,Q11_134,2,1940,-1.3862943611199186,0,0.9471430519550448,0.16764627744833951,2.5749799317499935,0.1137760579157584,0.02009,0.16764627744833951,P1 Q1,G,2,P1,Control,NA,-1.3862943611198826,1,15/06/1940,small,14.506521739130434,17.141651194700856,0.6605548350455411,0.008529629124341187,Training
Q11,Q11_143,2,1942,-1.3862943611199465,10.721021516871163,0.03227160506197413,0.03434953743610132,0.0076813724808392,0.01503336261788158,0.00501,0.03434953743610132,P1 Q1,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q11,Q11_145,2,1942,-1.3862943611199465,0.14285136456985997,0.17155873353261272,0.20732883406131264,0.4896220905627071,0.05123386350816555,0.04667,0.20732883406131264,P1 Q1,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q11,Q11_152,2,1942,-0.2676832087616324,0,4.3452910697961835,0.01175743503722429,0.06611492370532855,0.04160241836526243,0.00154,0.01175743503722429,P1 Q1,G,2,P1,Control,NA,-1.3862943611198946,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q11,Q11_207,5,1946,0.02068269294261295,0,0.03369819410605085,0.10676687958513909,0.01119562852550959,1.0504655143975523,5.2e-4,0.10676687958513909,P1 Q1,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.269565217391305,18.855461539507804,0.445406526791297,0.24022765977384639,Training
Q11,Q11_223,2,1946,-0.43372433129525045,1.0725745131655449,0.03583687569698132,0.13982190351049692,0.7863604678059117,0.7303968828997998,0.43062,0.13982190351049692,P1 Q1,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1946,small,14.269565217391305,18.855461539507804,0.445406526791297,0.24022765977384639,Training
Q11,Q11_237,2,1946,-1.3862943611198906,0,0.5320681036703845,0.3528089860966371,0.10799382481201124,1.4232217629679975,0.18184,0.3528089860966371,P1 Q1,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.269565217391305,18.855461539507804,0.445406526791297,0.24022765977384639,Training
Q11,Q11_244,2,1946,-0.3165380780231895,0,0.32010814336739024,0.11170585841120428,1.370369898714946e-4,10.673959652871428,0.20085,0.11170585841120428,P1 Q1,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1946,small,14.269565217391305,18.855461539507804,0.445406526791297,0.24022765977384639,Training
Q12,Q12_100,2,1939,-1.3862943611198906,0,0,0.2500662644587237,3.721822063746013,0,0.89999,0.2500662644587237,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q12,Q12_100,3,1940,-1.3862943611199186,0,0,0.00385133864423458,2.3077442519641416,0,0.53889,0.00385133864423458,P1 Q2,G,3,P1,Control,NA,-1.3862943611198906,1,15/06/1940,small,14.506521739130434,17.141651194700856,0.6605548350455411,0.008529629124341187,Training
Q12,Q12_100,4,1941,-0.22815367098036335,0,0,4.517087442901317e-4,3.2505144925406366,0,0.54918,4.517087442901317e-4,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1941,small,13.740217391304348,9.187808537614401,-0.0352229508225442,-1.0667875349522657,Training
Q12,Q12_101,2,1939,-1.3862943611198906,0,0,5.589379633114974e-4,3.036896167438744,0,0.02383,5.589379633114974e-4,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q12,Q12_103,2,1939,-0.4115308714401618,0.03016544782886349,0,7.500000006994405e-6,0.02460504974208751,0.06002284983972195,0.15333,7.500000006994405e-6,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q12,Q12_104,2,1939,-1.3862943611199345,7.375000000000014e-4,0,6.966503666998141e-5,0.1936818512753207,0.4316990913558857,0.38309,6.966503666998141e-5,P1 Q2,G,3,P1,Control,NA,-1.3862943611199465,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q12,Q12_104,3,1940,-1.3862943611199465,7.380238238636745e-4,0,1.22044986004813e-4,0.3659336401777479,0.1919351028329737,0.38116,1.22044986004813e-4,P1 Q2,G,3,P1,Control,NA,-1.3862943611199345,1,15/06/1940,small,14.506521739130434,17.141651194700856,0.6605548350455411,0.008529629124341187,Training
Q12,Q12_105,2,1939,-0.6931471805600012,0.01264797470891261,0,0.0059713658484927,1.3279333192948095,0.27226933043280044,0.62869,0.0059713658484927,P1 Q2,G,3,P1,Control,NA,-1.3862943611199465,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q12,Q12_106,2,1939,-1.3862943611199345,0.01264797470891263,0,0.0059713658484857,1.4566459998973489,0.12321610505754486,0.23911,0.0059713658484857,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q12,Q12_109,2,1941,-0.25006599569424887,0.25970573967473065,0,0.02143991985587412,0.3920518687553186,0.06284083234867123,1.4815200000000002,0.02143991985587412,P1 Q2,G,3,P1,Control,NA,-1.3862943611199066,1,15/06/1941,small,13.740217391304348,9.187808537614401,-0.0352229508225442,-1.0667875349522657,Training
Q12,Q12_152,3,1947,1.0585533696815466,0,0,0.01463480148809994,0.9796344488425102,0.7674261640325648,0.07955000000000001,0.01463480148809994,P1 Q2,G,3,P1,Control,NA,-1.3862943611199465,1,15/06/1947,small,13.196195652173913,8.466281212929657,-0.5291758328466263,-1.164334186304807,Training
Q12,Q12_155,7,1951,-1.3862943611199186,0,0,0.00126769576037993,0.578177770009434,0.25896948278053017,0.46718,0.00126769576037993,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1951,small,13.504891304347826,15.076572702252914,-0.2488908808089856,-0.2706579841881079,Training
Q12,Q12_162,3,1947,1.5785539452720332,0,0,0.5935252130357693,0.0340440147262906,0.3465162353733042,0.38875999999999994,0.5935252130357693,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1947,small,13.196195652173913,8.466281212929657,-0.5291758328466263,-1.164334186304807,Training
Q12,Q12_171,3,1947,0.511056886980052,0,0,0.01184105910826487,1.1223967406829272,8.859820251690968,0.44099,0.01184105910826487,P1 Q2,G,3,P1,Control,NA,-1.3862943611199066,1,15/06/1947,small,13.196195652173913,8.466281212929657,-0.5291758328466263,-1.164334186304807,Training
Q12,Q12_171,11,1955,0.04663791902813551,0.00491754863713465,0,3.1280061805809766e-4,1.8068901387543936,0.2715195007588428,0.56465,3.1280061805809766e-4,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1955,small,15.291304347826086,10.402717560616875,1.3731102412820775,-0.902538305799844,Training
Q12,Q12_200,2,1946,-1.3862943611199465,0,0,0.19863063500796505,0.911804416514756,0.09178182683182597,0.32267999999999997,0.19863063500796505,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1946,small,14.269565217391305,18.855461539507804,0.445406526791297,0.24022765977384639,Training
Q12,Q12_200,3,1947,1.19090125396934,0,0,0.01596873699089502,5.9003192466370855,0.1377412716355914,0.45614,0.01596873699089502,P1 Q2,G,3,P1,Control,NA,-1.3862943611199465,1,15/06/1947,small,13.196195652173913,8.466281212929657,-0.5291758328466263,-1.164334186304807,Training
Q12,Q12_212,2,1946,-1.3862943611199465,0,0,0.26959837426459116,4.284749468773663,7.423134843310974,2.2780699999999996,0.26959837426459116,P1 Q2,G,3,P1,Control,NA,-1.3862943611199465,1,15/06/1946,small,14.269565217391305,18.855461539507804,0.445406526791297,0.24022765977384639,Training
Q12,Q12_212,3,1947,0.1276560345706298,0,0,1.472069685496048,10.041932731985796,0.8848914856292088,0.14414,1.472069685496048,P1 Q2,G,3,P1,Control,NA,-1.3862943611199465,1,15/06/1947,small,13.196195652173913,8.466281212929657,-0.5291758328466263,-1.164334186304807,Training
Q12,Q12_220,2,1946,-0.6931471805600012,0,0,0.35375671053556684,3.3893679145142004,0.5218107370505903,0.00999,0.35375671053556684,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1946,small,14.269565217391305,18.855461539507804,0.445406526791297,0.24022765977384639,Training
Q12,Q12_224,7,1951,1.0987292215093951,0,0,6.994405055138491e-15,5.398834309539173,0.25240997410477445,0.9482100000000002,6.994405055138491e-15,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1951,small,13.504891304347826,15.076572702252914,-0.2488908808089856,-0.2706579841881079,Training
Q12,Q12_251,2,1946,-1.3862943611198906,0.00413027938813089,0,0.25888630283675856,0.04139678946787422,6.681945805844796e-4,0.12419,0.25888630283675856,P1 Q2,G,3,P1,Control,NA,-1.3862943611198906,1,15/06/1946,small,14.269565217391305,18.855461539507804,0.445406526791297,0.24022765977384639,Training
Q12,Q12_260,2,1946,-1.3862943611198906,0.11055473182006272,0,0.02224595960103919,3.387395479333226,0,2.5799000000000003,0.02224595960103919,P1 Q2,G,3,P1,Control,NA,-1.3862943611198866,1,15/06/1946,small,14.269565217391305,18.855461539507804,0.445406526791297,0.24022765977384639,Training
Q12,Q12_260,3,1947,0.8584987962169754,0.12080013220745953,0,4.44089209850063e-16,12.95819843211206,1.98891188686833,0.5213099999999999,4.44089209850063e-16,P1 Q2,G,3,P1,Control,NA,-1.3862943611198906,1,15/06/1947,small,13.196195652173913,8.466281212929657,-0.5291758328466263,-1.164334186304807,Training
Q12,Q12_265,2,1947,0.09859859097849497,0,0,0.01443869356502978,0.25162325066106406,9.05346885316214,0.15786999999999998,0.01443869356502978,P1 Q2,G,3,P1,Control,NA,-1.3862943611199465,1,15/06/1947,small,13.196195652173913,8.466281212929657,-0.5291758328466263,-1.164334186304807,Training
Q12,Q12_273,2,1951,-1.3862943611199345,0,0,1.45439216225896e-14,0.5667352115378944,1.6433312713148445,0.0549,1.45439216225896e-14,P1 Q2,G,3,P1,Control,NA,-1.3862943611199345,1,15/06/1951,small,13.504891304347826,15.076572702252914,-0.2488908808089856,-0.2706579841881079,Training
Q12,Q12_273,3,1952,0.24845865649846874,0,0,0.01059471939664946,1.064075679958968,2.8760009949401772,0.00622,0.01059471939664946,P1 Q2,G,3,P1,Control,NA,-1.3862943611199345,1,15/06/1952,small,13.767391304347827,11.418914099366027,-0.010549979692470011,-0.7651539461509094,Training
Q12,Q12_273,6,1955,0.17619241438571728,0,0,0.03189269390785305,0.8259592778460783,4.253039174536795,0.17135999999999998,0.03189269390785305,P1 Q2,G,3,P1,Control,NA,-1.3862943611199345,1,15/06/1955,small,15.291304347826086,10.402717560616875,1.3731102412820775,-0.902538305799844,Training
Q12,Q12_274,2,1951,0.20960291113773444,0,0,1.1221678110667488e-4,7.520465921034056,0.8831420406336463,0.0492,1.1221678110667488e-4,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1951,small,13.504891304347826,15.076572702252914,-0.2488908808089856,-0.2706579841881079,Training
Q12,Q12_275,2,1951,1.173214885950567,0,0,0.3535643664480394,0.37763413970798815,14.522458930691403,0.19755,0.3535643664480394,P1 Q2,G,3,P1,Control,NA,-1.3862943611199066,1,15/06/1951,small,13.504891304347826,15.076572702252914,-0.2488908808089856,-0.2706579841881079,Training
Q12,Q12_275,8,1957,0.8315840149025568,0.25,0,2.9823356901060693e-4,0.7714970118358248,0.2639281677333465,0.19315,2.9823356901060693e-4,P1 Q2,G,3,P1,Control,NA,-1.3862943611199106,1,15/06/1957,small,14.439130434782609,21.876283532231202,0.599365866642958,0.6486267039140354,Training
Q12,Q12_281,2,1952,0.19306784943337188,0,0,0.2117589382629535,1.888142719871414,2.7090558226279757,0.00355,0.2117589382629535,P1 Q2,G,3,P1,Control,NA,-1.3862943611199066,1,15/06/1952,small,13.767391304347827,11.418914099366027,-0.010549979692470011,-0.7651539461509094,Training
Q12,Q12_283,2,1952,1.1091880337980147,0,0,0.25310766124448275,0.26777859710688107,28.073347489983384,0.39313,0.25310766124448275,P1 Q2,G,3,P1,Control,NA,-1.3862943611199186,1,15/06/1952,small,13.767391304347827,11.418914099366027,-0.010549979692470011,-0.7651539461509094,Training
Q12,Q12_92,2,1935,0.5911149906789083,0.02689,0,0,4.506857715925974,6.12683980900922e-5,0.42604,0,P1 Q2,G,3,P1,Control,NA,-1.3862943611198906,1,15/06/1935,small,14.353260869565217,22.3216756260914,0.5213992778719237,0.708841342789898,Training
Q12,Q12_99,2,1939,-0.04638886118463444,0.00604973467329869,0,4.125017435451417e-4,0.34535851594523137,0,0.39492,4.125017435451417e-4,P1 Q2,G,3,P1,Control,NA,-1.0429765563877318,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q13,Q13_204,2,1935,-0.5852910305877841,0,0.0319775,0,10.683578727108246,0.14817847757026698,0,0,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1935,small,14.353260869565217,22.3216756260914,0.5213992778719237,0.708841342789898,Training
Q13,Q13_205,5,1939,-1.3862943611199465,7.375000000000006e-4,0,0.00200943185039738,7.021472343864738,24.169605762096825,0.04667,0.00200943185039738,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q13,Q13_205,6,1940,-0.6931471805599873,0,0,0.00572767567688614,5.0356690479507105,32.716507908255565,0.0153,0.00572767567688614,P1 Q3,G,2,P1,Control,NA,-1.3862943611199465,1,15/06/1940,small,14.506521739130434,17.141651194700856,0.6605548350455411,0.008529629124341187,Training
Q13,Q13_211,2,1939,-1.3862943611198826,0.00965500000000001,0,0.00119865653305003,6.735595925595193,0.6887767329775583,0.0052,0.00119865653305003,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q13,Q13_211,3,1940,-1.3862943611198906,0.0014775,0,0.00119749999999999,11.238888882371468,0.910639525869542,0.00143,0.00119749999999999,P1 Q3,G,2,P1,Control,NA,-1.3862943611198826,1,15/06/1940,small,14.506521739130434,17.141651194700856,0.6605548350455411,0.008529629124341187,Training
Q13,Q13_212,2,1939,-1.3862943611198906,0.02836499999999999,0,0.00119865653305003,2.029345009283928,0.08164742659870831,4.1e-4,0.00119865653305003,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1939,small,14.61304347826087,17.295207747039388,0.7572728818754322,0.029289657139094108,Training
Q13,Q13_214,2,1941,-0.6931471805599693,0,5.778588431592947e-5,0.0291920708126477,6.454877255414061,0.02681105896799542,3e-5,0.0291920708126477,P1 Q3,G,2,P1,Control,NA,-1.3862943611199066,1,15/06/1941,small,13.740217391304348,9.187808537614401,-0.0352229508225442,-1.0667875349522657,Training
Q13,Q13_214,8,1947,1.911324643248869,0,0,0.02946437206271015,9.16379240560966,0.03335430245657306,0.00286,0.02946437206271015,P1 Q3,G,2,P1,Control,NA,-1.3862943611199066,1,15/06/1947,small,13.196195652173913,8.466281212929657,-0.5291758328466263,-1.164334186304807,Training
Q13,Q13_215,2,1941,-0.07199841318099336,0,0,0.00757178620020748,7.139388157227946,0.02426196233007138,0.00143,0.00757178620020748,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1941,small,13.740217391304348,9.187808537614401,-0.0352229508225442,-1.0667875349522657,Training
Q13,Q13_216,2,1942,1.3754724770208433,0,5.440817584347631e-4,0.01501803200591891,6.788681117446012,0.12938950378078493,0.01581999999999999,0.01501803200591891,P1 Q3,G,2,P1,Control,NA,-1.3862943611198986,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q13,Q13_218,2,1942,-1.3862943611199465,7.375e-4,0.00323279418552541,0.09552427242818869,5.241083793193549,9.409124880304006,0.14076,0.09552427242818869,P1 Q3,G,2,P1,Control,NA,-1.3862943611199465,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q13,Q13_219,2,1942,-0.573317417598959,7.375e-4,0.02565773681658151,0.06959166066636796,3.1113190475482853,11.885002342320508,0.0205,0.06959166066636796,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q13,Q13_220,2,1942,-1.3862943611199465,7.375e-4,0.3252240797212581,0.06706268475133409,4.945443988153631,36.934208376222216,0.37819,0.06706268475133409,P1 Q3,G,2,P1,Control,NA,-1.3862943611199465,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q13,Q13_226,2,1942,-0.4449333232977575,0.25,6.702450572437268e-4,0.01032947092566534,3.5086666575990524,1.3038486651529235,0.00482,0.01032947092566534,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q13,Q13_227,2,1942,-0.4526123654652773,7.4e-4,0.00265601679826959,0.0881862398346634,2.670539755629425,23.369121400109044,0.04719,0.0881862398346634,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q13,Q13_229,2,1942,-0.17323251373625256,7.375032358749968e-4,4.13530660294328e-4,0.14615969377682325,2.3545043905542897,44.64439759969911,0.136,0.14615969377682325,P1 Q3,G,2,P1,Control,NA,-1.3862943611199186,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
Q13,Q13_232,2,1942,-1.0174543432830363,0,0.15678809071644456,0.02047564321997583,2.2424567951224184,10.662950636044329,1.02754,0.02047564321997583,P1 Q3,G,2,P1,Control,NA,-1.3862943611198906,1,15/06/1942,small,14.728260869565217,18.504150920728364,0.8618862794669447,0.1927323352391912,Training
