year,Treatment,X,quad,trackID,age,distEdgeMin,allEdge,QuadName,Grazing,Group,area.t0,logarea.t0,logarea.t1,species,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,Period,Treatment2,Treatment3,VWC_fall,VWC_spring,VWC_summer,TAVG_fall,TAVG_spring,TAVG_summer
1936,Control,101,Q10,19,1,10.2400995725786,0,P1 E1 Q4,no,P1E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.424960138510717,0.106170478809393,0,1.4694118910839,0.00272929012515487,1.26756,Historical,Control,Control,9.609005227458029,12.486908837833028,12.003128434463635,7.185164835164835,4.567663043478261,19.653260869565216
1937,Control,1007,Q7,125,1,20.9266855200312,0,P1 E1 Q1,no,P1E1,0.25,-1.38629436111989,2.89640278420531,ARTR,7.375e-4,0,0.00678127106512669,0.456059647516726,0.994804386319611,0.01885,Historical,Control,Control,10.228266353931653,21.28578159488332,10.306064673880897,8.207142857142857,4.055978260869566,18.371195652173913
1937,Control,317,Q19,59,1,27.2867199009545,0,P7 E1 Q1,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.25,0,1.025e-4,6.18210309897803,0.00907186288771581,0.38592,Historical,Control,Control,10.228266353931653,21.28578159488332,10.306064673880897,8.207142857142857,4.055978260869566,18.371195652173913
1937,Control,1050,Q8,121,1,18.361275361392,0,P1 E1 Q2,no,P1E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.0923023115652207,0.398994989371768,0,0.433376040346411,11.8941910701381,0.5789,Historical,Control,Control,10.228266353931653,21.28578159488332,10.306064673880897,8.207142857142857,4.055978260869566,18.371195652173913
1937,Control,616,Q23,61,6,12.5672925434959,0,P10 E1 Q1,no,P10E1,0.25,-1.38629436111989,2.54703161323906,ARTR,0,0.129731956372758,0.942737755117938,0.157547279663493,0.0775002772412039,0.12322,Historical,Control,Control,10.228266353931653,21.28578159488332,10.306064673880897,8.207142857142857,4.055978260869566,18.371195652173913
1937,Control,316,Q19,55,1,13.0836612939767,0,P7 E1 Q1,no,P7E1,0.25,-1.38629436111989,1.10759335478598,ARTR,0.269592372140252,0,0.0767863000858425,2.41085884188989,0.0277212160075135,0.61222,Historical,Control,Control,10.228266353931653,21.28578159488332,10.306064673880897,8.207142857142857,4.055978260869566,18.371195652173913
1937,Control,373,Q2,82,1,18.7651589555181,0,E1 Q2,no,E1,0.25,-1.38629436111989,2.20787093358814,ARTR,0.258917653554025,0,0.0112263167570624,0.0320044119686275,1.53909057064798,0.2766,Historical,Control,Control,10.228266353931653,21.28578159488332,10.306064673880897,8.207142857142857,4.055978260869566,18.371195652173913
1937,Control,374,Q2,84,1,20.6352839572597,0,E1 Q2,no,E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.444707150776036,0,0.00335777135712111,0.0663356755897411,0.0336844616744184,0.64344,Historical,Control,Control,10.228266353931653,21.28578159488332,10.306064673880897,8.207142857142857,4.055978260869566,18.371195652173913
1937,Control,104,Q10,19,2,8.92983707135821,0,P1 E1 Q4,no,P1E1,0.25,-1.38629436111989,2.15369364548613,ARTR,0.312437796130819,0.240586830468932,0.0340125,0.710749855081729,0.00411070547744342,0.87679,Historical,Control,Control,10.228266353931653,21.28578159488332,10.306064673880897,8.207142857142857,4.055978260869566,18.371195652173913
1938,Control,207,Q14,33,1,7.157831600958,0,P1 Q4,yes,P1,0.25,-1.38629436111989,3.93971178919079,ARTR,0.0850747540568446,0,0,0.250886966069536,1.09873792282453e-4,3e-5,Historical,Control,Control,17.049082548729967,15.697353461923026,10.67457547651006,7.033516483516483,6.335869565217391,17.689673913043478
1938,Control,382,Q2,84,2,20.4794581758647,0,E1 Q2,no,E1,0.25,-1.38629436111989,0.775278675396398,ARTR,0.71636668923518,0,0,0.0885118504063604,0.0438792596672794,0.45032,Historical,Control,Control,17.049082548729967,15.697353461923026,10.67457547651006,7.033516483516483,6.335869565217391,17.689673913043478
1938,Control,1053,Q8,121,2,17.7582386420804,0,P1 E1 Q2,no,P1E1,0.25,-1.38629436111989,1.61269441201829,ARTR,0.292418536629073,0.281717020474196,0,0.45711848458596,36.7662502174733,0.94261,Historical,Control,Control,17.049082548729967,15.697353461923026,10.67457547651006,7.033516483516483,6.335869565217391,17.689673913043478
1938,Control,320,Q19,59,2,26.9755261506646,0,P7 E1 Q1,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.0089175,0,0,8.06258014272412,0.00810454622015613,1.21568,Historical,Control,Control,17.049082548729967,15.697353461923026,10.67457547651006,7.033516483516483,6.335869565217391,17.689673913043478
1939,Control,211,Q14,64,1,13.4267464505463,0,P1 Q4,yes,P1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.20329815214281,0,6.02774359621758e-6,0.460997140853012,0.193368479156609,0.51388,Historical,Control,Control,12.245216166134176,17.51088504301095,9.91953787342693,8.141758241758241,6.632065217391305,18.234782608695653
1939,Control,510,Q21,80,1,8.4951050397035,0,P7 E1 Q3,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0,0.0031125,6.14972113675822e-5,3.35607768943621,7.35337369282275e-5,0,Historical,Control,Control,12.245216166134176,17.51088504301095,9.91953787342693,8.141758241758241,6.632065217391305,18.234782608695653
1939,Control,322,Q19,55,3,13.8391995759305,0,P7 E1 Q1,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.330783129491487,0,0.0245381173687059,5.50167805603267,0.0205970930880644,0.53581,Historical,Control,Control,12.245216166134176,17.51088504301095,9.91953787342693,8.141758241758241,6.632065217391305,18.234782608695653
1939,Control,916,Q5,123,1,19.2619456747308,0,E1 Q5,no,E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.0022175,0,0.0160020566733968,1.21323188040031,0.0497945292360654,0.04879,Historical,Control,Control,12.245216166134176,17.51088504301095,9.91953787342693,8.141758241758241,6.632065217391305,18.234782608695653
1939,Control,965,Q6,199,1,13.8775370759662,0,E1 Q6,no,E1,0.25,-1.38629436111989,1.52206604615895,ARTR,0.374030861852623,0,0,0.0155752272574451,0.280492672801682,0.23501,Historical,Control,Control,12.245216166134176,17.51088504301095,9.91953787342693,8.141758241758241,6.632065217391305,18.234782608695653
1940,Control,215,Q14,64,2,13.1856253565717,0,P1 Q4,yes,P1,0.25,-1.38629436111989,2.39477859861277,ARTR,0.502811009797401,0,6.24580936470603e-6,0.284770092005978,0.0802977792437368,0.51366,Historical,Control,Control,19.482188172989225,18.37673754074934,10.460363574977867,6.784065934065934,5.783695652173913,20.267391304347825
1940,Control,513,Q21,80,2,6.3771089439808,0,P7 E1 Q3,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.0856696809590591,0.0031125,1.59952738326714e-4,2.27349806312638,0,0.04667,Historical,Control,Control,19.482188172989225,18.37673754074934,10.460363574977867,6.784065934065934,5.783695652173913,20.267391304347825
1940,Control,688,Q25,106,1,25.057119117628,0,P10 E1 Q3,no,P10E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0,0,0,0.259742321937969,62.3531292601333,1.17302,Historical,Control,Control,19.482188172989225,18.37673754074934,10.460363574977867,6.784065934065934,5.783695652173913,20.267391304347825
1940,Control,324,Q19,55,4,13.2003120753355,0,P7 E1 Q1,no,P7E1,0.25,-1.38629436111989,1.68502548670349,ARTR,0.496673838156629,0,0.0389490665134665,4.10888146435411,0.0513451165784677,0.925,Historical,Control,Control,19.482188172989225,18.37673754074934,10.460363574977867,6.784065934065934,5.783695652173913,20.267391304347825
1941,Control,462,Q20,71,1,6.3881589439911,0,P7 E1 Q2,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.173024324548016,0.0108675,0.0122771038340356,7.12932853480732,6.60206266408254,2.02682,Historical,Control,Control,13.117924598074723,19.625333369752312,11.314827105560346,5.747252747252747,3.603804347826087,17.591304347826085
1941,Control,327,Q19,71,1,7.3748792574101,0,P7 E1 Q1,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,7.375e-4,0,0.0108702958560721,2.58958075147247,0.00851028009103968,0.17716,Historical,Control,Control,13.117924598074723,19.625333369752312,11.314827105560346,5.747252747252747,3.603804347826087,17.591304347826085
1941,Control,516,Q21,80,3,5.826365974718,0,P7 E1 Q3,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.139131815932182,0.00931827078206322,1.52967021615248e-4,3.53716780131155,0,0,Historical,Control,Control,13.117924598074723,19.625333369752312,11.314827105560346,5.747252747252747,3.603804347826087,17.591304347826085
1941,Control,691,Q25,115,1,6.4062972252581,0,P10 E1 Q3,no,P10E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.795931530494363,0,0,2.82470890495647,0.152345719855268,0.37377,Historical,Control,Control,13.117924598074723,19.625333369752312,11.314827105560346,5.747252747252747,3.603804347826087,17.591304347826085
1945,Control,742,Q26,123,4,10.6554362917154,0,P10 E1 Q4,no,P10E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.111434746708045,0,0.0608120309616867,0.169967802167885,0.0824033343893577,0.21151,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1945,Control,927,Q5,132,1,27.3169378697326,0,E1 Q5,no,E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,7.375e-4,0,0.102161121967256,0.00464606094861951,0.0789179520014109,0.31004,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1945,Control,465,Q20,71,5,8.2127683206905,0,P7 E1 Q2,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.0413922809141675,0.0031075,0,0.881324313201661,7.34912912977733,1.81044,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1945,Control,824,Q3,100,1,23.7555784914158,0,E1 Q3,no,E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0,0,1.0118601647263,1.09640014570578,0.0518288225256432,0.24253,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1945,Control,62,Q1,23,1,7.9765878517204,0,E1 Q1,no,E1,0.25,-1.38629436111989,-0.0426629146984339,ARTR,0.536425534969312,2.26062381316892,0.127231646378483,0.185127151023863,0.290588822815063,0.39445,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1945,Control,926,Q5,131,1,17.0695081726889,0,E1 Q5,no,E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,7.375e-4,0,0.016555816514733,0.165628221968674,0.327104500252859,1.44237,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1945,Control,400,Q2,104,1,20.1107816130213,0,E1 Q2,no,E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.192571217837334,0,0.241933155128588,0.140908667324624,17.4596373564538,0.44131,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1945,Control,466,Q20,84,1,15.9702050466651,0,P7 E1 Q2,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.0829307239122842,5e-6,9.86737926527601e-4,0.276667671330515,1.43628149418256,0.03396,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1945,Control,872,Q4,105,1,7.3506628511375,0,E1 Q4,no,E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0,0,0.0712100123408128,0.0043615215990634,0.083742510432134,2.28707,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1945,Control,696,Q25,136,4,14.899584733168,0,P10 E1 Q3,no,P10E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.224920933731362,0,0.100976226810931,0.0226826950002583,0.00145522790875314,0.44983,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1945,Control,695,Q25,134,4,6.5076316003524,0,P10 E1 Q3,no,P10E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.621912557438293,0,8.51165488353173,0.0585344700460943,2.30630511859505e-4,0.06731,Historical,Control,Control,10.896373561297493,15.040777539013419,13.818076231877962,6.129670329670329,5.694021739130434,17.242391304347827
1946,Control,747,Q26,123,5,10.6037823854173,0,P10 E1 Q4,no,P10E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.0954774523002032,0,0.0425960522871528,0.213763967619347,0.0265668068668768,0.13253,Historical,Control,Control,12.41675928174583,17.913899852874934,10.494198726425134,5.47032967032967,6.779347826086957,19.25163043478261
1946,Control,404,Q2,104,2,19.2469573934668,0,E1 Q2,no,E1,0.25,-1.38629436111989,0.726495461339856,ARTR,0.146384387348864,0,0.103718095503083,0.210502093157055,2.7847437617635,0.58228,Historical,Control,Control,12.41675928174583,17.913899852874934,10.494198726425134,5.47032967032967,6.779347826086957,19.25163043478261
1946,Control,174,Q13,31,1,12.8720816062798,0,P1 Q3,yes,P1,0.249999999999998,-1.3862943611199,-1.38629436111989,ARTR,2.22044604925031e-16,0.00770641583018991,0.297122895289378,12.1005062014302,0.632498326216317,0.04854,Historical,Control,Control,12.41675928174583,17.913899852874934,10.494198726425134,5.47032967032967,6.779347826086957,19.25163043478261
1946,Control,700,Q25,136,5,16.8910339537727,0,P10 E1 Q3,no,P10E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.0302226449216261,0,0.0516100761981453,0.0559157666822795,4.54810464451341e-4,0.58068,Historical,Control,Control,12.41675928174583,17.913899852874934,10.494198726425134,5.47032967032967,6.779347826086957,19.25163043478261
1946,Control,931,Q5,132,2,25.3934409929413,0,E1 Q5,no,E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,2.81327915250005e-4,0,0.042565821752651,0.00592736940332182,0.123368824967514,1.07053,Historical,Control,Control,12.41675928174583,17.913899852874934,10.494198726425134,5.47032967032967,6.779347826086957,19.25163043478261
1946,Control,970,Q6,205,1,10.5324948853509,0,E1 Q6,no,E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0,0,0.0163475747181572,0.208985638121125,0.017927715888006,0.20597,Historical,Control,Control,12.41675928174583,17.913899852874934,10.494198726425134,5.47032967032967,6.779347826086957,19.25163043478261
1946,Control,469,Q20,71,6,7.1000636321541,0,P7 E1 Q2,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0,0.0510325602191228,0,8.63151137373973,1.33046714573187,1.76935,Historical,Control,Control,12.41675928174583,17.913899852874934,10.494198726425134,5.47032967032967,6.779347826086957,19.25163043478261
1949,Control,830,Q3,100,5,22.8640738030855,0,E1 Q3,no,E1,0.25,-1.38629436111989,1.82249343904397,ARTR,0,0,1.10893213400059,1.93894593304347,0.169931085242096,0.21415,Historical,Control,Control,13.41315954963568,17.009730520573513,10.629002458286351,7.544505494505494,3.6375,18.97717391304348
1954,Control,158,Q12,60,3,25.2766183365824,0,P1 Q2,yes,P1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.00818,0,0.293592798354733,0.524007422581005,2.89191037864929,0.12762,Historical,Control,Control,11.034537729022192,14.79055835843457,10.6332120857945,8.328021978021978,1.9467391304347827,18.223913043478262
1954,Control,157,Q12,50,3,19.1740112996488,0,P1 Q2,yes,P1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.00818,0,0.00980619410009567,0.1967127476967,1.40750184384946,1.1541,Historical,Control,Control,11.034537729022192,14.79055835843457,10.6332120857945,8.328021978021978,1.9467391304347827,18.223913043478262
1954,Control,759,Q26,203,3,23.7733347414324,0,P10 E1 Q4,no,P10E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.720782182156654,0,0.0044817639994447,10.98848738198,0.0236150016082486,0.4034,Historical,Control,Control,11.034537729022192,14.79055835843457,10.6332120857945,8.328021978021978,1.9467391304347827,18.223913043478262
1954,Control,588,Q22,96,3,9.9205222285309,0,P7 E1 Q4,no,P7E1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.189749467464849,11.1295288038186,0.0446427738108682,0.0233294306562974,0.199107018672114,0.57013,Historical,Control,Control,11.034537729022192,14.79055835843457,10.6332120857945,8.328021978021978,1.9467391304347827,18.223913043478262
1954,Control,589,Q22,97,1,12.8395917624994,0,P7 E1 Q4,no,P7E1,0.25,-1.38629436111989,-0.693147180559945,ARTR,0.151944929215453,12.7196005233334,0.92415760421366,0.0873703837959032,1.16320738011786,0.11527,Historical,Control,Control,11.034537729022192,14.79055835843457,10.6332120857945,8.328021978021978,1.9467391304347827,18.223913043478262
1954,Control,155,Q12,115,3,21.2248448953089,0,P1 Q2,yes,P1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0,0,0.00278250607577708,4.09534696198707,0.0546282091081128,0.48471,Historical,Control,Control,11.034537729022192,14.79055835843457,10.6332120857945,8.328021978021978,1.9467391304347827,18.223913043478262
1955,Control,160,Q12,60,4,27.0491714632332,0,P1 Q2,yes,P1,0.25,-1.38629436111989,-1.38629436111989,ARTR,0.0151146211857916,0,0.733985723919595,0.647955649787915,0.179196591977077,0.59756,Historical,Control,Control,10.501539213181493,18.70435993375635,10.818895969582883,6.3730769230769235,5.5978260869565215,18.3125
1956,Control,161,Q12,179,1,21.8012308333457,0,P1 Q2,yes,P1,0.25,-1.38629436111989,3.04740428789883,ARTR,0,0,2.4513910685573e-5,4.96668308262774,0.0696434600719518,0.05985,Historical,Control,Control,15.58986755898192,21.983524959034572,9.921017186124834,6.295054945054945,5.352717391304348,19.00108695652174
1956,Control,162,Q12,25,11,6.44066285029,0,P1 Q2,yes,P1,0.25,-1.38629436111989,3.02002454768239,ARTR,0,0,0.0339910759014574,7.30745310563811,1.20131910948562e-5,0.51372,Historical,Control,Control,15.58986755898192,21.983524959034572,9.921017186124834,6.295054945054945,5.352717391304348,19.00108695652174
1956,Control,225,Q14,120,1,35.4897800453921,0,P1 Q4,yes,P1,0.29944167449453,-1.2058356233146,2.41839101652216,ARTR,0.38733765166871,0,0.0287691216756128,1.73207561545592,0.0424137858438061,0.05341,Historical,Control,Control,15.58986755898192,21.983524959034572,9.921017186124834,6.295054945054945,5.352717391304348,19.00108695652174
