quad,pid,age,year,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,area0,climate,date_reformat
Q1,Q1_11,3,2009,2.124263878700647,0,5.000000001651719e-6,0,5.349421155403422e-4,1.1378682705784722,0.51512,5.000000001651719e-6,E1 Q1,UG,NA,E1,Control,NA,1.6244859780986562,1,15/06/2009
Q1,Q1_13,2,1937,0.19343232329063523,28.26461318236975,0.2366928210372059,0.18211425935653297,0.00369814232021609,0.3887953305813872,0.00564,0.2366928210372059,E1 Q1,UG,NA,E1,Control,NA,-0.47866587758407614,1,15/06/1937
Q1,Q1_16,2,2009,2.085410510429592,0,3.249999999999909e-5,0.01275438289783075,5.984329964568455e-4,62.08560913511271,0.04827,3.249999999999909e-5,E1 Q1,UG,NA,E1,Control,NA,2.7743508811743154,1,15/06/2009
Q1,Q1_2,2,1934,0.5116031839748302,0.2919539362607628,0.6306907430602371,9.693019316012044e-4,1.151166398796748e-4,0.5722119669123181,0,0.6306907430602371,E1 Q1,UG,NA,E1,Control,NA,0.8516451432063148,1,15/06/1934
Q1,Q1_2,3,1935,1.4036753626185603,0.15225455648291078,0.1966055608980832,2.316226216866133e-4,1.7e-4,0.19632071562956524,0,0.1966055608980832,E1 Q1,UG,NA,E1,Control,NA,0.5116031839748302,1,15/06/1935
Q1,Q1_2,4,1936,0.2131648827875017,0.4763064201233976,0.113211390920668,1.5938283395856249e-4,1.852547878016999e-4,0.3072565470571742,0,0.113211390920668,E1 Q1,UG,NA,E1,Control,NA,1.4036753626185603,1,15/06/1936
Q1,Q1_2,5,1937,-0.29867640375299387,0.313456810240239,2.4032871862589286e-10,1.8793122636778271e-4,0.06055690312920568,0.1686876483732999,0.00286,2.4032871862589286e-10,E1 Q1,UG,NA,E1,Control,NA,0.2131648827875017,1,15/06/1937
Q1,Q1_2,6,1938,-0.1267027555142305,0.6054286605806068,1.72054037683722e-15,5.913405453485935e-4,3.5000000000000004e-5,0.20100286818132623,0,1.72054037683722e-15,E1 Q1,UG,NA,E1,Control,NA,-0.29867640375299387,1,15/06/1938
Q1,Q1_2,2,2008,4.100470283344646,0,0.00521639650648225,0,0.01740502685179622,0.01347653254404265,0.00261,0.00521639650648225,E1 Q1,UG,NA,E1,Control,NA,4.2654990815395175,1,15/06/2008
Q1,Q1_2,3,2009,3.472661191907954,0,0.00475477192209982,0.00457102505901909,0.02796695488879697,0.35559110804184324,0.0227,0.00475477192209982,E1 Q1,UG,NA,E1,Control,NA,4.100470283344646,1,15/06/2009
Q1,Q1_22,6,1941,-0.349666870666587,5.8800079694985214,3.66567554088704e-10,0.00613999005860478,0.0296498047879466,0.09004456864539266,0.00492999999999999,3.66567554088704e-10,E1 Q1,UG,NA,E1,Control,NA,-0.9161423669666023,1,15/06/1941
Q1,Q1_22,7,1942,0.2316293225764536,15.980490013406062,0.07788749932528147,0.00289693560649651,0.06998954269184476,0.06252378579166669,0.37978,0.07788749932528147,E1 Q1,UG,NA,E1,Control,NA,-0.349666870666587,1,15/06/1942
Q1,Q1_22,11,1946,2.655149362200057,50.91231171450794,7.731377608315702e-7,0.00450410406242932,4.639144209547528e-4,0.1884644889754689,0.00143,7.731377608315702e-7,E1 Q1,UG,NA,E1,Control,NA,1.3671730604502925,1,15/06/1946
Q1,Q1_22,12,1947,2.5065705261668794,19.653583947458507,5.533111033558765e-6,0.04640592136321039,3.014333798268207e-4,0.2858465618929657,0.00143,5.533111033558765e-6,E1 Q1,UG,NA,E1,Control,NA,2.655149362200057,1,15/06/1947
Q1,Q1_22,15,1950,2.895545846680259,2.775884246374844,1.753029229409804e-5,0.05383986200098537,2.856783293282388e-4,0.32779092730398207,4.1e-4,1.753029229409804e-5,E1 Q1,UG,NA,E1,Control,NA,2.812281010195345,1,15/06/1950
Q1,Q1_22,16,1951,2.8113215821749153,1.098087389949162,9.288556125616984e-5,0.02215128827942554,0.0512397597658751,0.14945347431465714,0.00143,9.288556125616984e-5,E1 Q1,UG,NA,E1,Control,NA,2.895545846680259,1,15/06/1951
Q1,Q1_22,17,1952,3.0797871479756096,0.7132992660839613,1.4704023948612576e-4,0.06061737715069913,3.60297755062362e-4,0.23639060564676437,0.00143,1.4704023948612576e-4,E1 Q1,UG,NA,E1,Control,NA,2.8113215821749153,1,15/06/1952
Q1,Q1_22,20,1955,3.238393040750598,6.397254222153971,1.01525779360933e-4,0.02208854784246662,0.00811765290383437,0.26514759332201604,0,1.01525779360933e-4,E1 Q1,UG,NA,E1,Control,NA,3.176370419426537,1,15/06/1955
Q1,Q1_22,21,1956,3.629074378309083,47.885784464128385,1.3575343777599475e-4,0.00585665247581638,8.162711587995508e-4,0.21428704187382333,0,1.3575343777599475e-4,E1 Q1,UG,NA,E1,Control,NA,3.238393040750598,1,15/06/1956
Q1,Q1_25,5,1940,-0.48377366865324484,0.5163571737317381,0.13480765389993252,0,0.4268020966113353,1.3237635763849671,0.37915,0.13480765389993252,E1 Q1,UG,NA,E1,Control,NA,-0.6931471805599813,1,15/06/1940
Q1,Q1_25,6,1941,-0.39734246555560176,0.5671670012034147,0.04360748220095577,0,0.6416343188664445,1.0551148927313097,0.13737,0.04360748220095577,E1 Q1,UG,NA,E1,Control,NA,-0.48377366865324484,1,15/06/1941
Q1,Q1_25,7,1942,0.5497054456370156,0.2085489083739831,0.03854229036591824,3.575e-4,0.761153113517951,6.7274113420149035,0.51886,0.03854229036591824,E1 Q1,UG,NA,E1,Control,NA,-0.39734246555560176,1,15/06/1942
Q1,Q1_25,11,1946,2.683002748257763,0.4865352123072688,0.02903281958788924,0.3604673278838679,0.5470215310926072,0.6633852155107438,0.1374,0.02903281958788924,E1 Q1,UG,NA,E1,Control,NA,2.8310607234230396,1,15/06/1946
Q1,Q1_25,12,1947,3.0099795413624744,0.30238979171256625,0.1994129374110172,2.427223163441683,0.14793662039284122,0.1915480067936781,0,0.1994129374110172,E1 Q1,UG,NA,E1,Control,NA,2.683002748257763,1,15/06/1947
Q1,Q1_25,15,1950,3.5734916202335145,3.8063544600856782,0.06526677152057196,0.4532782974301933,0.2861396535351875,0.01906419445573134,0,0.06526677152057196,E1 Q1,UG,NA,E1,Control,NA,3.0773787176632013,1,15/06/1950
Q1,Q1_25,16,1951,2.1925985817839218,0.2047982870248545,0.251667091175147,1.2528892235871976,0.260099698636452,0.2114928328626543,0,0.251667091175147,E1 Q1,UG,NA,E1,Control,NA,3.5734916202335145,1,15/06/1951
Q1,Q1_25,17,1952,3.1323774377376306,0.05897389014495453,1.012971305641692,1.096780452471701,0.06025776353023251,0.05389515792584029,0.37772,1.012971305641692,E1 Q1,UG,NA,E1,Control,NA,2.1925985817839218,1,15/06/1952
Q1,Q1_25,20,1955,3.153208635521346,0,1.8857342729281263,0.01647996436575062,0.10224514337624616,0.0403559609348379,0.13605,1.8857342729281263,E1 Q1,UG,NA,E1,Control,NA,3.224234291244398,1,15/06/1955
Q1,Q1_25,21,1956,3.673200911484849,0,0.40432962411782064,0.05090796367742395,0.18290869315016103,0.01929440798466514,0,0.40432962411782064,E1 Q1,UG,NA,E1,Control,NA,3.153208635521346,1,15/06/1956
Q1,Q1_27,3,1938,-0.2000179589333241,0.3225114631033055,2.09832151654155e-14,0,3.4711511021544865,4.556276284945492,0.18421,2.09832151654155e-14,E1 Q1,UG,NA,E1,Control,NA,-0.6931471805599873,1,15/06/1938
Q1,Q1_27,4,1939,0.5078750754925428,0.4674635533601837,0.06780474821493887,0,9.609738144888505,3.0730920298266504,0.04967,0.06780474821493887,E1 Q1,UG,NA,E1,Control,NA,-0.2000179589333241,1,15/06/1939
Q1,Q1_27,5,1940,-0.28768207245182886,0.5095042895570518,0.09402426507501178,0,8.52565870794583,2.0479065577745046,0.06241000000000001,0.09402426507501178,E1 Q1,UG,NA,E1,Control,NA,0.5078750754925428,1,15/06/1940
Q1,Q1_27,6,1941,-0.08311524215542958,0.5167113135160338,0.02338521177652116,0,13.015762774000066,0.4017252240136136,0.15179,0.02338521177652116,E1 Q1,UG,NA,E1,Control,NA,-0.28768207245182886,1,15/06/1941
Q1,Q1_27,7,1942,0.2294396166375428,0.3751968599048338,0.01176737800306313,0.0011975,11.737885296234444,1.8210899548951411,0.07785,0.01176737800306313,E1 Q1,UG,NA,E1,Control,NA,-0.08311524215542958,1,15/06/1942
Q1,Q1_27,11,1946,2.3530049226706615,0.4347000682752967,0.1655944298674126,0.1885172407902475,5.2740351104739265,2.284035876235059,0.03583,0.1655944298674126,E1 Q1,UG,NA,E1,Control,NA,0.8432152997021889,1,15/06/1946
Q1,Q1_27,12,1947,2.4357688678427607,0.2656344883965172,0.11476652204077877,0.24946816712417677,1.4788016512754003,0.07911684430817444,5.2e-4,0.11476652204077877,E1 Q1,UG,NA,E1,Control,NA,2.3530049226706615,1,15/06/1947
Q1,Q1_27,15,1950,2.5483639976667893,0.4516997289588184,0.3563253315520101,0.1947879848904488,1.6181020961765042,0.13735228072517144,0,0.3563253315520101,E1 Q1,UG,NA,E1,Control,NA,1.6873100650781263,1,15/06/1950
Q1,Q1_27,16,1951,2.9027366007992654,0.07924524623251537,1.4211576591567692,0.65665875094469806,1.22892621829503,2.680867872892351,0,1.4211576591567692,E1 Q1,UG,NA,E1,Control,NA,2.5483639976667893,1,15/06/1951
Q1,Q1_27,17,1952,3.062156288571341,0.00283479189789378,0.32171146788011906,1.1221782062641417,1.5784612627057897,0.20381144764004117,0.0153,0.32171146788011906,E1 Q1,UG,NA,E1,Control,NA,2.9027366007992654,1,15/06/1952
Q1,Q1_27,20,1955,3.082604820834287,0,1.521591858523886,0.01615255316443746,2.0439298771743974,0.0906232044987566,0.01541,1.521591858523886,E1 Q1,UG,NA,E1,Control,NA,3.5821750890299535,1,15/06/1955
Q1,Q1_27,21,1956,4.544719982994163,0.00343465374553396,0.5058166703736879,0.03621251088572136,2.8987679082608775,0.1150312303074324,1.4e-4,0.5058166703736879,E1 Q1,UG,NA,E1,Control,NA,3.082604820834287,1,15/06/1956
Q1,Q1_29,5,1940,-0.2893063764391364,0.7192550840672024,0.4058439406362677,0.49402554662240994,0.00119247533882815,11.161854165460612,0.13594,0.4058439406362677,E1 Q1,UG,NA,E1,Control,NA,-0.6931471805599453,1,15/06/1940
Q1,Q1_29,6,1941,-0.39703426256973007,1.3567653978179135,0.16741490512274687,0.41647648245924385,6.83795828242812e-4,8.603165164264329,0.06238,0.16741490512274687,E1 Q1,UG,NA,E1,Control,NA,-0.2893063764391364,1,15/06/1941
Q1,Q1_29,7,1942,-0.30408434796590117,4.073750563427234,0.14861211903896668,0.2725509264849518,0.00951599543389969,0.5318253800106079,0,0.14861211903896668,E1 Q1,UG,NA,E1,Control,NA,-0.39703426256973007,1,15/06/1942
Q1,Q1_29,11,1946,2.8158855037905632,2.556863947308898,0.22378396262579087,0.1580067488528406,6.510922852203116e-5,0.11992026684848583,1.1e-4,0.22378396262579087,E1 Q1,UG,NA,E1,Control,NA,2.008742482590437,1,15/06/1946
Q1,Q1_29,12,1947,2.3668090691022465,2.3843977623868353,1.4422240737507188,0.03299671077992046,4.514416632375312e-5,0.0580252154615329,0.00143,1.4422240737507188,E1 Q1,UG,NA,E1,Control,NA,2.8158855037905632,1,15/06/1947
Q1,Q1_29,15,1950,3.408676804013017,0.0883012352588568,1.5148913041396257,0.00200324873419481,0,0.32083984928334996,0.09334,1.5148913041396257,E1 Q1,UG,NA,E1,Control,NA,2.1489215593856983,1,15/06/1950
Q1,Q1_29,16,1951,2.768352968068606,1.55227807537483,1.4813062532473087,0.006668096968849,5e-6,0.10715845125249844,0.09334,1.4813062532473087,E1 Q1,UG,NA,E1,Control,NA,3.408676804013017,1,15/06/1951
Q1,Q1_29,17,1952,3.348136246692182,1.4325287878079724,1.382676259509803,0.01007632187875783,0,0.3692656625040093,0.05146,1.382676259509803,E1 Q1,UG,NA,E1,Control,NA,2.768352968068606,1,15/06/1952
Q1,Q1_29,20,1955,1.4336000136565599,0.20531766154853595,0.0422350801595726,0.02687412561853255,3.74554811719998e-5,0.7376690346486067,0.37772,0.0422350801595726,E1 Q1,UG,NA,E1,Control,NA,1.6680285461718063,1,15/06/1955
Q1,Q1_29,21,1956,2.22332938382983,0.13419683557949166,0.01083727307823118,0.554283736527343,0,0.2466430745672893,0,0.01083727307823118,E1 Q1,UG,NA,E1,Control,NA,1.4336000136565599,1,15/06/1956
Q1,Q1_3,2,1934,1.9760302493680977,16.790212098787595,2.423934721846876e-9,0.07248852172823683,0.4337928166476908,0.8647915119935996,0.00146,2.423934721846876e-9,E1 Q1,UG,NA,E1,Control,NA,2.8316071218857295,1,15/06/1934
Q1,Q1_3,3,1935,2.02596543314598,0.5169036536889314,0,0.05423057088955557,0.184121244838723,0.8528795701044195,0.00961,0,E1 Q1,UG,NA,E1,Control,NA,1.9760302493680977,1,15/06/1935
Q1,Q1_3,4,1936,2.703542556458654,2.3382017628672873,1.650003584702188e-4,0.11404614006709309,0.03615640361408647,1.3254223405840282,0.02488,1.650003584702188e-4,E1 Q1,UG,NA,E1,Control,NA,2.02596543314598,1,15/06/1936
Q1,Q1_3,5,1937,2.695878274234683,7.77030557649562,0.00294008585951982,0.0062540225884263,0.00556891036297672,3.815810872426805,0.01577,0.00294008585951982,E1 Q1,UG,NA,E1,Control,NA,2.703542556458654,1,15/06/1937
Q1,Q1_3,6,1938,2.870804811108883,5.4558917070895365,7.950000000121126e-4,0.03179599029472822,0.02360594802200283,5.652344086811961,0.00628,7.950000000121126e-4,E1 Q1,UG,NA,E1,Control,NA,2.695878274234683,1,15/06/1938
Q1,Q1_3,7,1939,3.2329777130366595,3.4084933779213595,8.017576711382935e-4,0.02319653085962466,0.0056939548695234,1.3832871230388186,0.02490999999999999,8.017576711382935e-4,E1 Q1,UG,NA,E1,Control,NA,2.870804811108883,1,15/06/1939
Q1,Q1_3,8,1940,2.855310907367481,2.042635730303767,0.00406009953848908,0.14695845247655084,0.00870638880575851,6.725995472869333,0.00482,0.00406009953848908,E1 Q1,UG,NA,E1,Control,NA,3.2329777130366595,1,15/06/1940
Q1,Q1_3,9,1941,2.20058146887598,10.781793372654436,0.00160285574752128,0.0044709737126986,0.00869017799451341,2.2726652762516473,0.02061,0.00160285574752128,E1 Q1,UG,NA,E1,Control,NA,2.855310907367481,1,15/06/1941
Q1,Q1_3,10,1942,2.5592739882880133,12.007849427827228,0.00238228099473644,0.00975523053579383,0.06915384282593524,0.4819274379525035,5.499999999999999e-4,0.00238228099473644,E1 Q1,UG,NA,E1,Control,NA,2.20058146887598,1,15/06/1942
Q1,Q1_3,14,1946,2.9686597371866283,24.156344946630657,0.04151981606291854,0.00127100289569437,6.55e-4,0.0897520274717246,1.4e-4,0.04151981606291854,E1 Q1,UG,NA,E1,Control,NA,2.411978358050273,1,15/06/1946
Q1,Q1_3,15,1947,3.1866538370114093,3.4130080765811073,0.13984227294561724,0.0010022423077718,3.00144596291298e-4,0.00616869104991012,1.1e-4,0.13984227294561724,E1 Q1,UG,NA,E1,Control,NA,2.9686597371866283,1,15/06/1947
Q1,Q1_3,18,1950,3.6442069917451683,0.6940293125406466,0.05416176480489141,3.0507345510673366e-4,1.477540553698886e-4,0.07492766902591691,0.18261,0.05416176480489141,E1 Q1,UG,NA,E1,Control,NA,3.489157414715642,1,15/06/1950
Q1,Q1_3,19,1951,3.7209748609823827,0.5235222767144919,0.36354664879091986,7.093080770698288e-4,1.8753705064889444e-4,0.05531973038044983,0.18264,0.36354664879091986,E1 Q1,UG,NA,E1,Control,NA,3.6442069917451683,1,15/06/1951
Q1,Q1_3,20,1952,4.030831702874214,0.6677328346566721,0.0467962879416574,0.00118478264590159,8.986190545343342e-5,0.03160339192687124,1.1e-4,0.0467962879416574,E1 Q1,UG,NA,E1,Control,NA,3.7209748609823827,1,15/06/1952
Q1,Q1_3,23,1955,2.963733212269104,0.942602499220596,0.0084084489499209,0.00414461082256392,1.793894500487908e-4,0.02630754045165882,0.00479,0.0084084489499209,E1 Q1,UG,NA,E1,Control,NA,3.3596258830720793,1,15/06/1955
Q1,Q1_3,24,1956,2.4562596308086535,0.508713355111689,0.00259851080249594,0.00177613558635929,1.448833666897692e-6,0.01996896657290396,1.1e-4,0.00259851080249594,E1 Q1,UG,NA,E1,Control,NA,2.963733212269104,1,15/06/1956
Q1,Q1_35,5,1940,-0.1193698699259653,0.6805192140711456,0.1442892972512327,0,0.21233459847106215,6.584731168375824,0.37772,0.1442892972512327,E1 Q1,UG,NA,E1,Control,NA,-0.23334841698438516,1,15/06/1940
Q1,Q1_35,6,1941,-0.28124061488247487,1.3194186515123958,0.22974638233527017,2.75e-5,0.2799247065581143,39.27760426253929,1.00014,0.22974638233527017,E1 Q1,UG,NA,E1,Control,NA,-0.1193698699259653,1,15/06/1941
Q1,Q1_35,7,1942,-0.37686214216449515,5.9979579099850415,0.2384450269882584,0.03191634705607327,0.08299615640408255,17.045358774730826,1,0.2384450269882584,E1 Q1,UG,NA,E1,Control,NA,-0.28124061488247487,1,15/06/1942
Q1,Q1_35,11,1946,1.0340036154399221,0.5071712943116804,0.761437001851998,1.5477244720907557,0.0287302146980124,19.8464094518253,3e-5,0.761437001851998,E1 Q1,UG,NA,E1,Control,NA,0.7790633833839317,1,15/06/1946
Q1,Q1_35,12,1947,2.296886009180149,0.3347760598595678,2.2627643091404004e-5,0.9943875454718064,0.02817335570218484,2.21875e-4,1.1e-4,2.2627643091404004e-5,E1 Q1,UG,NA,E1,Control,NA,1.0340036154399221,1,15/06/1947
Q1,Q1_35,15,1950,3.4294637151205225,0.0785845915735211,2.151354025052458e-5,0.4680316985945682,0.00642608909878885,0.03149862261994096,0.09345,2.151354025052458e-5,E1 Q1,UG,NA,E1,Control,NA,2.5266536210804396,1,15/06/1950
Q1,Q1_35,16,1951,3.4272020576425835,0.7414026123958914,3.155807232602112e-9,3.3882933990053323,0.01827023070848378,0.01182928073859298,1.1e-4,3.155807232602112e-9,E1 Q1,UG,NA,E1,Control,NA,3.4294637151205225,1,15/06/1951
Q1,Q1_35,17,1952,3.424158200940179,0.5670356459799385,3.523413216993973e-5,1.2251651753692483,0.01193307281680321,0.03503331787130923,0.0052,3.523413216993973e-5,E1 Q1,UG,NA,E1,Control,NA,3.4272020576425835,1,15/06/1952
Q1,Q1_35,20,1955,2.978426638045296,0.3183229845485457,1.4776420087514455e-9,0,0.22774421898512945,1.2836974475549104e-5,1.1e-4,1.4776420087514455e-9,E1 Q1,UG,NA,E1,Control,NA,3.67785778064378,1,15/06/1955
Q1,Q1_35,21,1956,4.120784819426065,0.21065623084760127,0,0,0,0.02169533103136054,5.2e-4,0,E1 Q1,UG,NA,E1,Control,NA,2.978426638045296,1,15/06/1956
Q1,Q1_37,15,1950,3.208904177842418,0,2.4560894302600404e-5,0.12422398869399684,0.31650503586952666,0.01174370587296963,0,2.4560894302600404e-5,E1 Q1,UG,NA,E1,Control,NA,2.9840709736739637,1,15/06/1950
Q1,Q1_37,16,1951,3.0923848026086227,0.00732594632591821,1.0797492230636424e-4,0,0.735401575892626,0.03200470597793971,0.0153,1.0797492230636424e-4,E1 Q1,UG,NA,E1,Control,NA,3.208904177842418,1,15/06/1951
Q1,Q1_37,17,1952,3.7369796843400334,0.0124426286301487,0.00326151951215388,0.3898858381191676,0.6590002893828577,0.02324766868065186,0.0153,0.00326151951215388,E1 Q1,UG,NA,E1,Control,NA,3.0923848026086227,1,15/06/1952
Q1,Q1_4,13,1946,2.5272919343447815,21.362588213047808,0.05999657169243488,0.00125356133486745,0.4896220696586031,0.08241065674961978,0.13594,0.05999657169243488,E1 Q1,UG,NA,E1,Control,NA,2.432333954838043,1,15/06/1946
Q1,Q1_4,14,1947,2.4978547668933557,14.30457304602344,3.249999977325205e-5,0,0.6953041934796049,0.0308566699913456,0.01614999999999999,3.249999977325205e-5,E1 Q1,UG,NA,E1,Control,NA,2.5272919343447815,1,15/06/1947
Q1,Q1_4,17,1950,2.8017786322142,0.07760802553243124,2.8863952926137657e-4,0.34157287830201544,0.7488135754452637,0.2543869201030023,1.1e-4,2.8863952926137657e-4,E1 Q1,UG,NA,E1,Control,NA,2.6975479567159595,1,15/06/1950
Q1,Q1_4,18,1951,3.1266563844459414,0.05650181283840565,0.00428138464430375,0.033985,0.3140602893123577,0.11350696013884932,0,0.00428138464430375,E1 Q1,UG,NA,E1,Control,NA,2.8017786322142,1,15/06/1951
Q1,Q1_4,19,1952,3.1507058705020246,0.01369207881880682,0.00316285880367045,0.13565445936472292,0.2766701191196938,0.11006155084832242,1.4e-4,0.00316285880367045,E1 Q1,UG,NA,E1,Control,NA,3.1266563844459414,1,15/06/1952
Q1,Q1_4,22,1955,2.9417878872159107,0.04993931737010669,5.4467393949672063e-5,0,1.6226051004689963,0.24893837667019003,0,5.4467393949672063e-5,E1 Q1,UG,NA,E1,Control,NA,3.296505586308846,1,15/06/1955
Q1,Q1_4,23,1956,3.5125457568944483,0.05260200971938929,1.6683138875241703e-6,0,0.8651707577939595,0.16740133712685076,0,1.6683138875241703e-6,E1 Q1,UG,NA,E1,Control,NA,2.9417878872159107,1,15/06/1956
Q1,Q1_4,2,2008,4.011034280140334,0,0.02474313583636823,1.025e-4,0,0,3.3e-4,0.02474313583636823,E1 Q1,UG,NA,E1,Control,NA,3.8484734098108646,1,15/06/2008
Q1,Q1_4,3,2009,3.129368329925157,0,0.05766077755823029,4.214622404876043e-4,0,0,3e-5,0.05766077755823029,E1 Q1,UG,NA,E1,Control,NA,4.011034280140334,1,15/06/2009
Q1,Q1_46,10,1946,3.2490295439743897,2.4339879275925567,0,6.074258723875407e-4,5.644782172791991e-4,0.5963667034065346,0.39302,0,E1 Q1,UG,NA,E1,Control,NA,2.5802369186336906,1,15/06/1946
Q1,Q1_46,11,1947,3.09250407980512,3.359032285801946,7.216500216813425e-9,0.0014350177254561,2.682552653962442e-4,0.12493800153242562,0.04667,7.216500216813425e-9,E1 Q1,UG,NA,E1,Control,NA,3.2490295439743897,1,15/06/1947
Q1,Q1_46,14,1950,3.535793554027686,2.6307852834838505,9.542551877793316e-4,6.322250324372578e-4,3.175793820664436e-4,0.366631285968052,0.0153,9.542551877793316e-4,E1 Q1,UG,NA,E1,Control,NA,2.608299732991386,1,15/06/1950
Q1,Q1_46,15,1951,3.3518068756522776,3.513347357701466,0,0.00135319234402756,0.02069948934650145,0.3410196593994195,0,0,E1 Q1,UG,NA,E1,Control,NA,3.535793554027686,1,15/06/1951
Q1,Q1_46,16,1952,3.350305460637535,1.988647030462222,0.04304995750732563,6.000667877503331e-4,7.205955101247241e-5,0.3861132912908273,0,0.04304995750732563,E1 Q1,UG,NA,E1,Control,NA,3.3518068756522776,1,15/06/1952
Q1,Q1_46,19,1955,3.679329631581376,0.25863495817460663,7.983094505921261e-5,9.44121275368373e-5,0.0021633107622,0.3781334551291682,3e-5,7.983094505921261e-5,E1 Q1,UG,NA,E1,Control,NA,3.5901610369656107,1,15/06/1955
Q1,Q1_46,20,1956,3.570650217427465,0.5019517973585182,0.01098167185399665,3.873786614924117e-5,5.815923860328258e-4,0.5049300298839576,0,0.01098167185399665,E1 Q1,UG,NA,E1,Control,NA,3.679329631581376,1,15/06/1956
Q1,Q1_49,5,1942,-0.4898522669183585,0,0.01207143524602355,0.02380144724057168,0.04063527513754778,2.1025934665095325,0.00485,0.01207143524602355,E1 Q1,UG,NA,E1,Control,NA,-0.22049085217315043,1,15/06/1942
Q1,Q1_49,9,1946,1.3850265997622706,0.38335734087735845,0.05621014986279866,0.03090712520031648,0.00768336393577828,2.262584669769053,0.01695,0.05621014986279866,E1 Q1,UG,NA,E1,Control,NA,-0.1081995719900342,1,15/06/1946
Q1,Q1_49,10,1947,1.8070891014059345,0.03602290692390936,0.04294132778681507,0.01631024560861145,0.01017387962000124,0.10970750227081091,0,0.04294132778681507,E1 Q1,UG,NA,E1,Control,NA,1.3850265997622706,1,15/06/1947
Q1,Q1_49,13,1950,2.308554195276835,0,1.612147210161658e-5,0.11827298581732912,0.05736821191711942,0.0135574778641643,0.00479,1.612147210161658e-5,E1 Q1,UG,NA,E1,Control,NA,1.9320477404792522,1,15/06/1950
