"","year","Group","QuadName","quad","cov.ARTR","cov.HECO","cov.POSE","cov.PSSP","Treatment","Period","Gcov.ARTR","Gcov.HECO","Gcov.POSE","Gcov.PSSP","Treatment2","Treatment3","species","Y"
"647",1931,"P1","P1 Q2","Q12",26.7304879074805,0,2.21736600259943,519.651492622805,"Control","Historical",66.9417709989067,52.8763576991841,12.4208156866049,475.127745810172,"Control","Control","HECO",0
"648",1931,"P1","P1 Q1","Q11",45.5745388591615,202.422300354407,33.3418199918627,232.199305938777,"Control","Historical",66.9417709989067,52.8763576991841,12.4208156866049,475.127745810172,"Control","Control","HECO",0
"649",1931,"P1","P1 Q4","Q14",166.836046469545,0,3.44734482702976,403.800845550542,"Control","Historical",66.9417709989067,52.8763576991841,12.4208156866049,475.127745810172,"Control","Control","HECO",0
"650",1931,"P1E1","P1 E1 Q3","Q9",26.9607701760381,411.08087952041,21.4367830085566,53.2293491231593,"Control","Historical",356.213539801096,264.14179435262,51.5543766055613,150.095080140628,"Control","Control","HECO",0
"651",1931,"P1E1","P1 E1 Q1","Q7",489.776083296048,224.632744887013,46.325775131694,221.227095433957,"Control","Historical",356.213539801096,264.14179435262,51.5543766055613,150.095080140628,"Control","Control","HECO",0
"652",1931,"P1E1","P1 E1 Q4","Q10",193.582155907661,216.371228617428,68.5841792165205,94.4186271435551,"Control","Historical",356.213539801096,264.14179435262,51.5543766055613,150.095080140628,"Control","Control","HECO",2
"653",1931,"P1E1","P1 E1 Q2","Q8",714.535149824637,204.482324385631,69.870769065474,231.505248861842,"Control","Historical",356.213539801096,264.14179435262,51.5543766055613,150.095080140628,"Control","Control","HECO",0
"654",1931,"P2","P2 Q1","Q15",652.026646624863,0,19.1996894875172,54.0528000000001,"Control","Historical",402.880592491109,13.9901633141422,19.6330593812197,56.2675004192501,"Control","Control","HECO",0
"655",1931,"P2","P2 Q2","Q16",113.703683197684,0,38.8724357497,44.9047445175807,"Control","Historical",402.880592491109,13.9901633141422,19.6330593812197,56.2675004192501,"Control","Control","HECO",0
"656",1931,"P2","P2 Q3","Q17",574.263160990384,0,3.14292899416048,77.1127580111571,"Control","Historical",402.880592491109,13.9901633141422,19.6330593812197,56.2675004192501,"Control","Control","HECO",0
"657",1931,"P2","P2 Q4","Q18",271.528879151504,55.9606532565687,17.3171832935011,48.9996991482624,"Control","Historical",402.880592491109,13.9901633141422,19.6330593812197,56.2675004192501,"Control","Control","HECO",0
"658",1931,"P7E1","P7 E1 Q2","Q20",683.799912656094,98.1751603198664,41.1781603721088,360.412994061991,"Control","Historical",597.320969444442,115.619651406465,31.5143471267149,362.91251076589,"Control","Control","HECO",0
"659",1931,"P7E1","P7 E1 Q3","Q21",559.366561616473,43.1452222620271,24.7819581614744,379.733361442057,"Control","Historical",597.320969444442,115.619651406465,31.5143471267149,362.91251076589,"Control","Control","HECO",0
"660",1931,"P7E1","P7 E1 Q4","Q22",1146.1174035052,321.158223043966,34.0312743785365,295.117603695077,"Control","Historical",597.320969444442,115.619651406465,31.5143471267149,362.91251076589,"Control","Control","HECO",0
"661",1931,"P7E1","P7 E1 Q1","Q19",0,0,26.0659955947399,416.386083864434,"Control","Historical",597.320969444442,115.619651406465,31.5143471267149,362.91251076589,"Control","Control","HECO",0
"662",1932,"E1","E1 Q1","Q1",551.726404281584,0,118.756786978263,63.3122328946103,"Control","Historical",561.999948008991,0.727364582572697,112.320356849635,293.174612466007,"Control","Control","HECO",0
"663",1932,"E1","E1 Q6","Q6",516.028030300626,0,66.9096804568288,381.958408673376,"Control","Historical",561.999948008991,0.727364582572697,112.320356849635,293.174612466007,"Control","Control","HECO",0
"664",1932,"E1","E1 Q5","Q5",600.989572269726,0,321.724118152441,364.421662348006,"Control","Historical",561.999948008991,0.727364582572697,112.320356849635,293.174612466007,"Control","Control","HECO",0
"665",1932,"E1","E1 Q4","Q4",285.635495561096,0,2.21478031789106,388.656337453941,"Control","Historical",561.999948008991,0.727364582572697,112.320356849635,293.174612466007,"Control","Control","HECO",0
"666",1932,"E1","E1 Q2","Q2",384.299817440716,4.36418749543618,28.4372387710649,126.555584761423,"Control","Historical",561.999948008991,0.727364582572697,112.320356849635,293.174612466007,"Control","Control","HECO",0
"667",1932,"E1","E1 Q3","Q3",1033.3203682002,0,135.879536421323,434.143448664687,"Control","Historical",561.999948008991,0.727364582572697,112.320356849635,293.174612466007,"Control","Control","HECO",0
"668",1932,"P1","P1 Q1","Q11",128.755126047763,120.112038506865,271.068315642974,286.568995734953,"Control","Historical",98.7318852946392,31.6209383399754,73.1524710122927,459.86165740897,"Control","Control","HECO",18
"669",1932,"P1","P1 Q2","Q12",0.5,0,0,428.0344719022,"Control","Historical",98.7318852946392,31.6209383399754,73.1524710122927,459.86165740897,"Control","Control","HECO",0
"670",1932,"P1","P1 Q3","Q13",47.6409344755587,6.3717148530367,13.3346150736765,779.54387481039,"Control","Historical",98.7318852946392,31.6209383399754,73.1524710122927,459.86165740897,"Control","Control","HECO",0
"671",1932,"P1","P1 Q4","Q14",218.031480655235,0,8.20695333252026,345.299287188337,"Control","Historical",98.7318852946392,31.6209383399754,73.1524710122927,459.86165740897,"Control","Control","HECO",0
"672",1932,"P10E1","P10 E1 Q1","Q23",557.270405929739,34.8573722140961,34.431212183032,475.113133869451,"Control","Historical",757.617976999101,39.835498880793,13.7057374854493,254.293653913539,"Control","Control","HECO",3
"673",1932,"P10E1","P10 E1 Q4","Q26",1429.59956416098,0,14.5589216656216,301.319422831295,"Control","Historical",757.617976999101,39.835498880793,13.7057374854493,254.293653913539,"Control","Control","HECO",0
"674",1932,"P10E1","P10 E1 Q2","Q24",108.17964656125,124.484623309076,0,199.859455364588,"Control","Historical",757.617976999101,39.835498880793,13.7057374854493,254.293653913539,"Control","Control","HECO",2
"675",1932,"P10E1","P10 E1 Q3","Q25",935.422291344434,0,5.83281609314371,40.8826035888232,"Control","Historical",757.617976999101,39.835498880793,13.7057374854493,254.293653913539,"Control","Control","HECO",0
"676",1932,"P1E1","P1 E1 Q3","Q9",0,855.352126291417,24.9388475112932,79.1062642229458,"Control","Historical",624.598165091746,438.616560812662,66.216814136626,166.822068483032,"Control","Control","HECO",7
"677",1932,"P1E1","P1 E1 Q4","Q10",208.605704566671,269.54018548306,66.3604560211123,166.511617715892,"Control","Historical",624.598165091746,438.616560812662,66.216814136626,166.822068483032,"Control","Control","HECO",3
"678",1932,"P1E1","P1 E1 Q1","Q7",772.806472123613,324.726491617124,125.33770070931,277.259492369559,"Control","Historical",624.598165091746,438.616560812662,66.216814136626,166.822068483032,"Control","Control","HECO",6
"679",1932,"P1E1","P1 E1 Q2","Q8",1516.9804836767,304.847439859047,48.2302523047886,144.410899623731,"Control","Historical",624.598165091746,438.616560812662,66.216814136626,166.822068483032,"Control","Control","HECO",2
"680",1932,"P7E1","P7 E1 Q3","Q21",713.831930971418,66.2180329103986,29.7512420157472,414.680173602109,"Control","Historical",892.039599046719,151.108079925976,27.5565706683098,336.947226074391,"Control","Control","HECO",1
"681",1932,"P7E1","P7 E1 Q1","Q19",0,10.3809557925769,52.2000094929079,345.550426094051,"Control","Historical",892.039599046719,151.108079925976,27.5565706683098,336.947226074391,"Control","Control","HECO",0
"682",1932,"P7E1","P7 E1 Q2","Q20",943.161552351077,151.36614295737,8.879903062598,371.943255214591,"Control","Historical",892.039599046719,151.108079925976,27.5565706683098,336.947226074391,"Control","Control","HECO",4
"683",1932,"P7E1","P7 E1 Q4","Q22",1911.16491286438,376.46718804356,19.3951281019862,215.615049386813,"Control","Historical",892.039599046719,151.108079925976,27.5565706683098,336.947226074391,"Control","Control","HECO",22
"684",1933,"E1","E1 Q1","Q1",736.526116264078,21.3405796617106,45.8550710128392,86.4783832974901,"Control","Historical",670.200535403336,4.41290009767587,68.7806746782238,247.298694626443,"Control","Control","HECO",5
"685",1933,"E1","E1 Q6","Q6",743.567505186113,0,31.0451866630974,193.178888526475,"Control","Historical",670.200535403336,4.41290009767587,68.7806746782238,247.298694626443,"Control","Control","HECO",0
"686",1933,"E1","E1 Q5","Q5",881.645454817667,0,246.39955660405,353.342909998276,"Control","Historical",670.200535403336,4.41290009767587,68.7806746782238,247.298694626443,"Control","Control","HECO",0
"687",1933,"E1","E1 Q3","Q3",990.213514122456,0,78.216742439125,305.584566807001,"Control","Historical",670.200535403336,4.41290009767587,68.7806746782238,247.298694626443,"Control","Control","HECO",0
"688",1933,"E1","E1 Q2","Q2",380.505999414453,5.13682092434465,9.6077418278864,93.568832757625,"Control","Historical",670.200535403336,4.41290009767587,68.7806746782238,247.298694626443,"Control","Control","HECO",1
"689",1933,"E1","E1 Q4","Q4",288.74462261525,0,1.55974952234484,451.638586371793,"Control","Historical",670.200535403336,4.41290009767587,68.7806746782238,247.298694626443,"Control","Control","HECO",0
"690",1933,"P1","P1 Q2","Q12",45.7144627688988,0,0,451.007851615484,"Control","Historical",200.351009964664,71.2788949284745,27.7534689284655,494.303669660601,"Control","Control","HECO",0
"691",1933,"P1","P1 Q4","Q14",497.174414391062,0,34.7999658412833,531.277780748274,"Control","Historical",200.351009964664,71.2788949284745,27.7534689284655,494.303669660601,"Control","Control","HECO",0
"692",1933,"P1","P1 Q1","Q11",179.398330107336,285.115579713898,58.7436674399314,280.975835289457,"Control","Historical",200.351009964664,71.2788949284745,27.7534689284655,494.303669660601,"Control","Control","HECO",28
"693",1933,"P1","P1 Q3","Q13",79.116832591359,0,17.4702424326471,713.953210989187,"Control","Historical",200.351009964664,71.2788949284745,27.7534689284655,494.303669660601,"Control","Control","HECO",0
"694",1933,"P10E1","P10 E1 Q1","Q23",565.136565185502,68.5343743497212,250.794931327256,465.056548115573,"Control","Historical",627.225619212933,45.4104313522051,64.7881293797766,341.078075977532,"Control","Control","HECO",4
"695",1933,"P10E1","P10 E1 Q2","Q24",141.263844938111,113.107351059099,0,233.932605667657,"Control","Historical",627.225619212933,45.4104313522051,64.7881293797766,341.078075977532,"Control","Control","HECO",1
"696",1933,"P10E1","P10 E1 Q3","Q25",935.038309773175,0,7.55491350967095,43.683465009543,"Control","Historical",627.225619212933,45.4104313522051,64.7881293797766,341.078075977532,"Control","Control","HECO",0
"697",1933,"P10E1","P10 E1 Q4","Q26",867.463756954942,0,0.802672682179335,621.639685117353,"Control","Historical",627.225619212933,45.4104313522051,64.7881293797766,341.078075977532,"Control","Control","HECO",0
"698",1933,"P1E1","P1 E1 Q3","Q9",0,533.754660744165,56.424391466339,99.85463500279,"Control","Historical",838.238121983516,330.412869766596,61.7623070225898,155.824231900096,"Control","Control","HECO",0
"699",1933,"P1E1","P1 E1 Q4","Q10",295.137001003955,192.450782597931,72.6676587897091,138.295618365205,"Control","Historical",838.238121983516,330.412869766596,61.7623070225898,155.824231900096,"Control","Control","HECO",2
"700",1933,"P1E1","P1 E1 Q1","Q7",1489.57842513401,308.722539187341,70.2631840727694,232.256246287487,"Control","Historical",838.238121983516,330.412869766596,61.7623070225898,155.824231900096,"Control","Control","HECO",5
"701",1933,"P1E1","P1 E1 Q2","Q8",1568.2370617961,286.723496536945,47.6939937615416,152.890427944902,"Control","Historical",838.238121983516,330.412869766596,61.7623070225898,155.824231900096,"Control","Control","HECO",2
"702",1933,"P7E1","P7 E1 Q3","Q21",1077.17197837914,58.7132114542158,18.2143977771049,410.969592430747,"Control","Historical",1121.69648325721,153.250295367821,40.3271883209387,409.598315600144,"Control","Control","HECO",0
"703",1933,"P7E1","P7 E1 Q2","Q20",1269.53929320555,155.588081234408,49.6046439714355,520.022698993158,"Control","Historical",1121.69648325721,153.250295367821,40.3271883209387,409.598315600144,"Control","Control","HECO",0
"704",1933,"P7E1","P7 E1 Q1","Q19",0.75,0,47.1356304512466,439.439162337149,"Control","Historical",1121.69648325721,153.250295367821,40.3271883209387,409.598315600144,"Control","Control","HECO",0
"705",1933,"P7E1","P7 E1 Q4","Q22",2139.32466144414,398.699888782659,46.3540810839679,267.961808639523,"Control","Historical",1121.69648325721,153.250295367821,40.3271883209387,409.598315600144,"Control","Control","HECO",5
"706",1934,"E1","E1 Q6","Q6",298.414291840286,0,14.9947891788231,139.984849665765,"Control","Historical",368.551576593575,2.40907586114798,58.0987711405246,140.027544720019,"Control","Control","HECO",0
"707",1934,"E1","E1 Q4","Q4",199.679505410403,0,1.13219076106765,196.536438174881,"Control","Historical",368.551576593575,2.40907586114798,58.0987711405246,140.027544720019,"Control","Control","HECO",0
"708",1934,"E1","E1 Q3","Q3",616.475461675461,3.19138776175542,29.8069575108217,161.86784665857,"Control","Historical",368.551576593575,2.40907586114798,58.0987711405246,140.027544720019,"Control","Control","HECO",0
"709",1934,"E1","E1 Q1","Q1",468.337221778804,10.7630674051325,32.0972995306516,34.7617709517662,"Control","Historical",368.551576593575,2.40907586114798,58.0987711405246,140.027544720019,"Control","Control","HECO",2
"710",1934,"E1","E1 Q5","Q5",509.944811128633,0,262.362493491004,246.136028304799,"Control","Historical",368.551576593575,2.40907586114798,58.0987711405246,140.027544720019,"Control","Control","HECO",0
"711",1934,"E1","E1 Q2","Q2",118.458167727861,0.499999999999989,8.19889637077945,60.8783345643312,"Control","Historical",368.551576593575,2.40907586114798,58.0987711405246,140.027544720019,"Control","Control","HECO",0
"712",1934,"P1","P1 Q2","Q12",18.4910553861161,0,0.25,307.53964446929,"Control","Historical",70.4199501237463,69.5551412864186,27.1629926323171,303.641408880499,"Control","Control","HECO",0
"713",1934,"P1","P1 Q4","Q14",203.635464092529,0,14.2422,223.688086272836,"Control","Historical",70.4199501237463,69.5551412864186,27.1629926323171,303.641408880499,"Control","Control","HECO",0
"714",1934,"P1","P1 Q3","Q13",42.781074332428,7.26170368253635,18.3650563940206,484.414384280735,"Control","Historical",70.4199501237463,69.5551412864186,27.1629926323171,303.641408880499,"Control","Control","HECO",3
"715",1934,"P1","P1 Q1","Q11",16.7722066839123,270.958861463138,75.794714135248,198.923520499136,"Control","Historical",70.4199501237463,69.5551412864186,27.1629926323171,303.641408880499,"Control","Control","HECO",2
"716",1934,"P10E1","P10 E1 Q1","Q23",292.697643182097,26.2437437171391,27.9067719405824,197.128521642563,"Control","Historical",387.39091274106,33.2255551848953,8.10370632258867,120.985692151782,"Control","Control","HECO",2
"717",1934,"P10E1","P10 E1 Q2","Q24",73.3271914906847,106.658477022442,0.639904214216317,149.846786246854,"Control","Historical",387.39091274106,33.2255551848953,8.10370632258867,120.985692151782,"Control","Control","HECO",1
"718",1934,"P10E1","P10 E1 Q3","Q25",756.944376634983,0,2.32415686250163,20.0376846766213,"Control","Historical",387.39091274106,33.2255551848953,8.10370632258867,120.985692151782,"Control","Control","HECO",0
"719",1934,"P10E1","P10 E1 Q4","Q26",426.594439656476,0,1.54399227305434,116.929776041089,"Control","Historical",387.39091274106,33.2255551848953,8.10370632258867,120.985692151782,"Control","Control","HECO",0
"720",1934,"P1E1","P1 E1 Q3","Q9",0.25,301.842539895834,30.8763919271897,62.393428538313,"Control","Historical",661.413039154433,189.35984310483,31.4053593472002,74.2644279622904,"Control","Control","HECO",5
"721",1934,"P1E1","P1 E1 Q4","Q10",166.60904831868,63.4198327254383,21.5870277016835,38.6383140931414,"Control","Historical",661.413039154433,189.35984310483,31.4053593472002,74.2644279622904,"Control","Control","HECO",5
"722",1934,"P1E1","P1 E1 Q1","Q7",940.894998403651,197.199242437664,23.8860626550012,70.8449505401363,"Control","Historical",661.413039154433,189.35984310483,31.4053593472002,74.2644279622904,"Control","Control","HECO",12
"723",1934,"P1E1","P1 E1 Q2","Q8",1537.8981098954,194.977757360383,49.2719551049262,125.181018677571,"Control","Historical",661.413039154433,189.35984310483,31.4053593472002,74.2644279622904,"Control","Control","HECO",6
"724",1934,"P2","P2 Q1","Q15",886.165871666634,0,2.00354999999995,29.2257499999999,"Control","Historical",564.144626404191,20.5077559944398,3.63229257682474,41.5718740381394,"Control","Control","HECO",0
"725",1934,"P2","P2 Q2","Q16",408.581522480692,0,0,25.2226210974465,"Control","Historical",564.144626404191,20.5077559944398,3.63229257682474,41.5718740381394,"Control","Control","HECO",0
"726",1934,"P2","P2 Q3","Q17",917.100000393642,0,1.91856140793162,44.6328955371054,"Control","Historical",564.144626404191,20.5077559944398,3.63229257682474,41.5718740381394,"Control","Control","HECO",0
"727",1934,"P2","P2 Q4","Q18",44.7311110757977,82.0310239777591,10.6070588993674,67.2062295180059,"Control","Historical",564.144626404191,20.5077559944398,3.63229257682474,41.5718740381394,"Control","Control","HECO",3
"728",1934,"P7E1","P7 E1 Q3","Q21",818.229768021763,37.1455337627009,15.6812701153057,310.33998226375,"Control","Historical",936.454120451803,108.496235109605,21.8547996169858,252.930119664319,"Control","Control","HECO",4
"729",1934,"P7E1","P7 E1 Q1","Q19",0.5,0.749999999999973,25.5454964798754,269.428242905223,"Control","Historical",936.454120451803,108.496235109605,21.8547996169858,252.930119664319,"Control","Control","HECO",0
"730",1934,"P7E1","P7 E1 Q2","Q20",1064.39467203665,83.775840015247,21.5068249903666,239.787132160654,"Control","Historical",936.454120451803,108.496235109605,21.8547996169858,252.930119664319,"Control","Control","HECO",5
"731",1934,"P7E1","P7 E1 Q4","Q22",1862.6920417488,312.313566660472,24.6856068823953,192.165121327648,"Control","Historical",936.454120451803,108.496235109605,21.8547996169858,252.930119664319,"Control","Control","HECO",6
"732",1935,"E1","E1 Q1","Q1",1136.63499586868,14.2013016459083,64.7075210462682,69.2345198662673,"Control","Historical",616.02490881088,2.36688360765138,49.5862733070393,160.546675576648,"Control","Control","HECO",28
"733",1935,"E1","E1 Q4","Q4",317.198029456208,0,20.2828949119723,248.904077285449,"Control","Historical",616.02490881088,2.36688360765138,49.5862733070393,160.546675576648,"Control","Control","HECO",0
"734",1935,"E1","E1 Q2","Q2",372.45374890804,0,22.809962214491,91.1459178416632,"Control","Historical",616.02490881088,2.36688360765138,49.5862733070393,160.546675576648,"Control","Control","HECO",0
"735",1935,"E1","E1 Q6","Q6",319.625363176271,0,8.50099246767884,124.490917724548,"Control","Historical",616.02490881088,2.36688360765138,49.5862733070393,160.546675576648,"Control","Control","HECO",0
"736",1935,"E1","E1 Q5","Q5",725.946535195956,0,130.967799764047,253.53829915564,"Control","Historical",616.02490881088,2.36688360765138,49.5862733070393,160.546675576648,"Control","Control","HECO",0
"737",1935,"E1","E1 Q3","Q3",824.290780260124,0,50.2484694377787,175.966321586321,"Control","Historical",616.02490881088,2.36688360765138,49.5862733070393,160.546675576648,"Control","Control","HECO",0
"738",1935,"P1","P1 Q3","Q13",40.0248975477953,4.64888474182231,6.92425542650292,440.330963228536,"Control","Historical",167.335601110134,58.6262538989733,39.4713526651335,290.977812090575,"Control","Control","HECO",18
"739",1935,"P1","P1 Q2","Q12",91.1703676019078,0.25,5.91055840298877,288.737217017175,"Control","Historical",167.335601110134,58.6262538989733,39.4713526651335,290.977812090575,"Control","Control","HECO",0
"740",1935,"P1","P1 Q1","Q11",88.1924262769229,229.606130854071,117.435135122966,190.423784967712,"Control","Historical",167.335601110134,58.6262538989733,39.4713526651335,290.977812090575,"Control","Control","HECO",30
"741",1935,"P1","P1 Q4","Q14",449.954713013912,0,27.6154617080764,244.419283148876,"Control","Historical",167.335601110134,58.6262538989733,39.4713526651335,290.977812090575,"Control","Control","HECO",0
"742",1935,"P10E1","P10 E1 Q1","Q23",387.030437429361,45.7649465695667,81.8558079981792,138.656502876736,"Control","Historical",457.838150028664,33.3788626415528,22.6010233473851,113.839387649786,"Control","Control","HECO",59
"743",1935,"P10E1","P10 E1 Q2","Q24",139.042285961796,87.7505039966444,0.750000000000001,103.513734039482,"Control","Historical",457.838150028664,33.3788626415528,22.6010233473851,113.839387649786,"Control","Control","HECO",68
"744",1935,"P10E1","P10 E1 Q4","Q26",642.010962341015,0,1.14509757656372,175.145996089505,"Control","Historical",457.838150028664,33.3788626415528,22.6010233473851,113.839387649786,"Control","Control","HECO",0
"745",1935,"P10E1","P10 E1 Q3","Q25",663.268914382482,0,6.65318781479753,38.0413175934199,"Control","Historical",457.838150028664,33.3788626415528,22.6010233473851,113.839387649786,"Control","Control","HECO",0
"746",1935,"P1E1","P1 E1 Q3","Q9",0.5,369.970549936618,45.4222704753207,80.7777070423251,"Control","Historical",876.820627461469,176.465783138935,54.2933047455923,81.1622882069784,"Control","Control","HECO",56
"747",1935,"P1E1","P1 E1 Q4","Q10",262.616664250667,99.8625519761395,95.3903300639398,78.1186360501845,"Control","Historical",876.820627461469,176.465783138935,54.2933047455923,81.1622882069784,"Control","Control","HECO",6
"748",1935,"P1E1","P1 E1 Q1","Q7",1130.55095772655,129.578133817761,26.4735444245239,64.557346364464,"Control","Historical",876.820627461469,176.465783138935,54.2933047455923,81.1622882069784,"Control","Control","HECO",0
"749",1935,"P1E1","P1 E1 Q2","Q8",2113.61488786866,106.451896825221,49.8870740185847,101.19546337094,"Control","Historical",876.820627461469,176.465783138935,54.2933047455923,81.1622882069784,"Control","Control","HECO",47
"750",1935,"P7E1","P7 E1 Q2","Q20",1753.83896915179,67.1109600714784,25.1881608896839,232.77418593863,"Control","Historical",1318.51420234592,114.609514281951,31.5988911289004,226.743094333196,"Control","Control","HECO",17
"751",1935,"P7E1","P7 E1 Q1","Q19",42.6821880235399,2.30584603796779,49.8103296623823,199.619693214946,"Control","Historical",1318.51420234592,114.609514281951,31.5988911289004,226.743094333196,"Control","Control","HECO",0
"752",1935,"P7E1","P7 E1 Q3","Q21",1253.08436153823,38.6276550791731,11.2730874356019,267.128949800091,"Control","Historical",1318.51420234592,114.609514281951,31.5988911289004,226.743094333196,"Control","Control","HECO",25
"753",1935,"P7E1","P7 E1 Q4","Q22",2224.45129067012,350.393595939184,40.1239865279336,207.449548379119,"Control","Historical",1318.51420234592,114.609514281951,31.5988911289004,226.743094333196,"Control","Control","HECO",30
"754",1936,"E1","E1 Q6","Q6",168.561705897645,0,15.8387292249272,194.16104110406,"Control","Historical",425.281041297131,9.905878439531,40.8013174131817,188.901863573444,"Control","Control","HECO",0
"755",1936,"E1","E1 Q3","Q3",754.346162890458,0,46.7527439971987,219.279370047377,"Control","Historical",425.281041297131,9.905878439531,40.8013174131817,188.901863573444,"Control","Control","HECO",0
"756",1936,"E1","E1 Q1","Q1",826.300009751613,27.1852706371864,66.54693606793,77.8987900894171,"Control","Historical",425.281041297131,9.905878439531,40.8013174131817,188.901863573444,"Control","Control","HECO",9
"757",1936,"E1","E1 Q4","Q4",145.44394650609,0,18.993669265839,283.196639371527,"Control","Historical",425.281041297131,9.905878439531,40.8013174131817,188.901863573444,"Control","Control","HECO",0
"758",1936,"E1","E1 Q2","Q2",283.601293155658,32.2499999999996,21.16745303199,124.593008746542,"Control","Historical",425.281041297131,9.905878439531,40.8013174131817,188.901863573444,"Control","Control","HECO",0
